chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain Nanog motif
chr20,26844376,26844629,Nanog_256_peak_6637,352,.,15.56782,40.02082,35.2963,138,False
chr20,26947669,26947846,Nanog_256_peak_6638,227,.,13.32702,26.99495,22.75229,58,False
chr20,26987332,26987451,Nanog_256_peak_6639,150,.,10.63165,18.95738,15.0755299999999,49,False
chr20,27085996,27086302,Nanog_256_peak_6642,565,.,19.39875,61.88847,56.58128,166,False
chr20,27458176,27458440,Nanog_256_peak_6645,198,.,11.82874,23.92382,19.80648,139,True
chr20,28584067,28584260,Nanog_256_peak_6660,137,.,10.0662899999999,17.58566,13.77565,70,False
chr20,29218334,29218537,Nanog_256_peak_6666,194,.,11.9626,23.60025,19.49843,83,True
chr20,29255008,29255257,Nanog_256_peak_6668,514,.,18.82399,56.67706,51.48663,150,True
chr20,29505861,29505970,Nanog_256_peak_6671,272,.,15.40582,31.68502,27.25768,74,True
chr20,29565649,29565921,Nanog_256_peak_6673,397,.,18.26481,44.6415,39.77122,188,False
chr20,30041193,30041645,Nanog_256_peak_6676,320,.,14.0701399999999,36.67342,32.06384,219,False
chr20,30062691,30063201,Nanog_256_peak_6677,165,.,10.42781,20.5164,16.5583,99,False
chr20,30510575,30510862,Nanog_256_peak_6682,218,.,13.38323,26.01261,21.80959,128,True
chr20,30857682,30857957,Nanog_256_peak_6684,688,.,22.36063,74.4045699999999,68.84447,165,True
chr20,31715242,31715374,Nanog_256_peak_6696,145,.,10.32063,18.42302,14.56887,56,False
chr20,31727948,31728237,Nanog_256_peak_6697,153,.,10.26604,19.24016,15.34459,165,False
chr20,32231561,32231930,Nanog_256_peak_6702,535,.,19.10164,58.83484,53.5917,198,True
chr20,32892807,32893043,Nanog_256_peak_6707,274,.,14.42322,31.87484,27.4398,137,True
chr20,33330590,33330937,Nanog_256_peak_6711,211,.,12.0091399999999,25.36782,21.19156,186,True
chr20,33377932,33378298,Nanog_256_peak_6715,154,.,10.03472,19.35203,15.45181,230,False
chr20,34325669,34325808,Nanog_256_peak_6724,406,.,16.20285,45.59348,40.69878,80,False
chr20,35012054,35012312,Nanog_256_peak_6739,175,.,10.4299,21.59132,17.5814,197,True
chr20,35075352,35075635,Nanog_256_peak_6744,363,.,10.07318,41.1111299999999,36.34845,167,False
chr20,35576245,35576495,Nanog_256_peak_6753,212,.,12.39956,25.4402,21.26095,110,False
chr20,36039798,36040017,Nanog_256_peak_6758,149,.,10.02536,18.84124,14.96541,103,False
chr20,36392655,36392930,Nanog_256_peak_6763,192,.,12.40359,23.3393,19.25019,93,False
chr20,36682820,36683080,Nanog_256_peak_6765,258,.,14.21731,30.26794,25.89281,166,False
chr20,36920492,36920768,Nanog_256_peak_6770,728,.,18.10545,78.44795,72.812,142,True
chr20,37148371,37148539,Nanog_256_peak_6771,187,.,12.1294399999999,22.86498,18.7949,103,False
chr20,37866087,37866208,Nanog_256_peak_6781,134,.,10.08344,17.26485,13.4717899999999,59,False
chr20,38963168,38963288,Nanog_256_peak_6791,152,.,10.4604699999999,19.0958,15.20754,84,True
chr20,39219595,39219809,Nanog_256_peak_6798,178,.,10.62625,21.91995,17.89407,93,True
chr20,40199283,40199614,Nanog_256_peak_6801,163,.,11.1941899999999,20.34746,16.3967,144,False
chr20,40638424,40638566,Nanog_256_peak_6806,132,.,10.10295,17.03138,13.25026,74,True
chr20,41285108,41285504,Nanog_256_peak_6812,347,.,16.49844,39.45524,34.74669,79,True
chr20,41293417,41293607,Nanog_256_peak_6813,292,.,15.5346799999999,33.74405,29.24209,106,True
chr20,41299745,41300021,Nanog_256_peak_6814,149,.,10.02536,18.84124,14.96541,173,False
chr20,41903157,41903275,Nanog_256_peak_6816,145,.,10.78226,18.39011,14.53707,44,True
chr20,42192022,42192228,Nanog_256_peak_6819,167,.,11.78758,20.75687,16.78775,55,False
chr20,43663037,43663495,Nanog_256_peak_6827,490,.,19.72966,54.2051699999999,49.08022,176,False
chr20,43727350,43727602,Nanog_256_peak_6829,167,.,10.8503899999999,20.70466,16.73812,158,True
chr20,43929823,43930165,Nanog_256_peak_6831,264,.,13.06179,30.86761,26.46875,240,True
chr20,45328181,45328393,Nanog_256_peak_6837,235,.,14.7789799999999,27.77422,23.50199,55,False
chr20,45397121,45397416,Nanog_256_peak_6839,199,.,12.82221,24.07444,19.95132,75,False
chr20,45890720,45891146,Nanog_256_peak_6844,266,.,10.73813,31.03249,26.6289,99,True
chr20,46171319,46171762,Nanog_256_peak_6846,318,.,11.51399,36.44884,31.84755,335,True
chr20,46409381,46409671,Nanog_256_peak_6853,348,.,13.34944,39.51611,34.80578,43,False
chr20,46830632,46830810,Nanog_256_peak_6860,216,.,13.2846299999999,25.84215,21.64521,123,False
chr20,47532751,47533008,Nanog_256_peak_6865,179,.,11.31734,21.99398,17.96442,95,False
chr20,47549460,47549596,Nanog_256_peak_6866,248,.,15.1442299999999,29.18464,24.85304,73,False
chr20,47702234,47702384,Nanog_256_peak_6867,248,.,10.72851,29.1697299999999,24.83851,74,True
chr20,47705899,47706035,Nanog_256_peak_6868,396,.,14.8336899999999,44.53523,39.66764,64,False
chr20,47727627,47727868,Nanog_256_peak_6871,339,.,14.38052,38.63426,33.95431,182,True
chr20,47828899,47829066,Nanog_256_peak_6872,177,.,11.78335,21.80581,17.7852,106,False
chr20,47881901,47882050,Nanog_256_peak_6873,279,.,16.73742,32.3877,27.93409,78,True
chr20,48325282,48325439,Nanog_256_peak_6880,217,.,13.86616,25.9828,21.78097,65,True
chr20,48688950,48689273,Nanog_256_peak_6884,373,.,15.5024,42.09448,37.3018,150,True
chr20,48781951,48782316,Nanog_256_peak_6885,380,.,14.3638799999999,42.90234,38.08481,254,True
chr20,51386549,51386679,Nanog_256_peak_6897,138,.,10.44658,17.63478,13.8222899999999,65,False
chr20,52271296,52271481,Nanog_256_peak_6906,189,.,12.68806,23.05163,18.97465,48,False
chr20,52774206,52774341,Nanog_256_peak_6910,255,.,15.2890299999999,29.89367,25.53487,57,True
chr21,2026886,2027130,Nanog_256_peak_6949,180,.,11.93282,22.06597,18.03334,149,False
chr21,2078411,2078971,Nanog_256_peak_6951,343,.,15.03204,39.0825,34.38614,442,False
chr21,2177435,2177705,Nanog_256_peak_6953,596,.,22.05434,65.02019,59.64534,139,False
chr21,2208895,2209111,Nanog_256_peak_6955,220,.,11.8188,26.2375099999999,22.02518,185,False
chr21,2247412,2247692,Nanog_256_peak_6959,677,.,23.74146,73.33879,67.79485,148,False
chr21,2261716,2262036,Nanog_256_peak_6960,516,.,20.7574,56.81018,51.61476,139,False
chr21,2274683,2274851,Nanog_256_peak_6961,398,.,19.63597,44.77242,39.89792,96,True
chr21,3299708,3299835,Nanog_256_peak_6968,155,.,11.13124,19.4931,15.58551,82,False
chr21,3703489,3703663,Nanog_256_peak_6971,194,.,12.25557,23.57151,19.47121,30,True
chr21,6533526,6533890,Nanog_256_peak_6990,350,.,17.5287799999999,39.78533,35.06669,145,False
chr21,7187390,7187686,Nanog_256_peak_6992,333,.,15.2349,38.01049,33.35138,140,False
chr21,7228654,7229003,Nanog_256_peak_6993,204,.,11.87372,24.56304,20.42191,75,True
chr21,7468556,7468737,Nanog_256_peak_6996,456,.,12.43878,50.66458,45.64028,89,True
chr21,7976590,7976878,Nanog_256_peak_7002,311,.,15.54772,35.75549,31.17984,150,False
chr21,10762883,10763220,Nanog_256_peak_7027,418,.,19.07499,46.7682299999999,41.84347,191,True
chr21,11636686,11637118,Nanog_256_peak_7039,410,.,15.60869,46.00571,41.09938,168,True
chr21,13011227,13011418,Nanog_256_peak_7048,332,.,15.61599,37.95593,33.299,54,False
chr21,13149409,13149528,Nanog_256_peak_7051,407,.,15.41282,45.6372299999999,40.74134,79,True
chr21,13150039,13150213,Nanog_256_peak_7052,233,.,10.88246,27.6303099999999,23.36306,48,False
chr21,13692851,13693193,Nanog_256_peak_7055,392,.,12.57585,44.12382,39.26739,194,True
chr21,13699774,13700067,Nanog_256_peak_7056,1106,.,25.24553,116.93793,110.67307,77,True
chr21,14093373,14093525,Nanog_256_peak_7061,218,.,13.09065,26.03983,21.83563,105,False
chr21,14741162,14741330,Nanog_256_peak_7068,185,.,12.21163,22.5562799999999,18.50008,60,False
chr21,15437995,15438169,Nanog_256_peak_7074,493,.,14.30721,54.50234,49.36805,110,False
chr21,15439478,15439760,Nanog_256_peak_7075,1051,.,23.67551,111.350519999999,105.15438,65,False
chr21,15757463,15757685,Nanog_256_peak_7079,222,.,12.32579,26.4902099999999,22.26807,144,True
chr21,15927124,15927427,Nanog_256_peak_7083,1013,.,14.4786799999999,107.50711,101.38039,165,True
chr21,16511950,16512117,Nanog_256_peak_7094,252,.,14.20006,29.63148,25.28151,113,True
chr21,17398203,17398440,Nanog_256_peak_7103,210,.,13.22676,25.2486,21.0767,101,True
chr21,17515621,17515781,Nanog_256_peak_7110,141,.,10.05109,17.96568,14.13631,14,False
chr21,18008620,18008815,Nanog_256_peak_7112,172,.,10.84301,21.20506,17.21432,118,False
chr21,18261909,18262091,Nanog_256_peak_7121,185,.,11.04199,22.61374,18.55471,138,False
chr21,18619190,18619419,Nanog_256_peak_7128,159,.,10.02378,19.8462,15.92157,43,False
chr21,19062443,19062568,Nanog_256_peak_7130,297,.,16.57977,34.30614,29.78279,72,False
chr21,19387519,19387735,Nanog_256_peak_7136,224,.,14.01495,26.66222,22.43402,44,False
chr21,19919879,19920073,Nanog_256_peak_7144,209,.,12.84306,25.08525,20.92145,64,False
chr21,20169450,20169697,Nanog_256_peak_7147,191,.,12.34161,23.2316,19.1481,152,False
chr21,20557992,20558238,Nanog_256_peak_7150,237,.,12.182,28.08372,23.79808,182,True
chr21,21416412,21416761,Nanog_256_peak_7161,140,.,10.22068,17.85386,14.03036,220,False
chr21,21519903,21520259,Nanog_256_peak_7162,162,.,10.57169,20.2414,16.29605,282,False
chr21,21850236,21850400,Nanog_256_peak_7164,269,.,15.22119,31.36727,26.9510799999999,70,True
chr21,22878685,22878821,Nanog_256_peak_7172,180,.,11.3921,22.1186799999999,18.0830299999999,51,False
chr21,23168976,23169219,Nanog_256_peak_7174,205,.,12.29242,24.69758,20.55114,150,False
chr21,23637859,23638228,Nanog_256_peak_7177,206,.,11.31546,24.78838,20.63856,263,True
chr21,24879803,24880039,Nanog_256_peak_7189,209,.,12.53817,25.10908,20.94428,83,False
chr21,25618236,25618465,Nanog_256_peak_7196,163,.,10.28275,20.27587,16.32881,109,True
chr21,25865398,25865570,Nanog_256_peak_7197,267,.,15.43435,31.17118,26.76272,63,False
chr21,26383030,26383259,Nanog_256_peak_7208,142,.,10.35301,18.08566,14.25058,69,True
chr21,27404644,27404968,Nanog_256_peak_7222,157,.,10.8149,19.69603,15.77915,184,True
chr21,27611139,27611381,Nanog_256_peak_7223,154,.,10.63473,19.39001,15.48739,163,False
chr21,27633658,27633817,Nanog_256_peak_7225,189,.,11.6283,23.04205,18.9657,86,False
chr21,27641447,27641788,Nanog_256_peak_7226,209,.,12.8736199999999,25.13733,20.97107,152,False
chr21,28222591,28222763,Nanog_256_peak_7229,160,.,10.97426,19.96846,16.0372,54,False
chr21,28875808,28875956,Nanog_256_peak_7234,160,.,11.50564,20.00323,16.0698799999999,73,False
chr21,29029256,29029549,Nanog_256_peak_7236,311,.,14.72066,35.72616,31.15137,114,True
chr21,31011872,31012390,Nanog_256_peak_7251,262,.,11.16804,30.64136,26.25127,112,True
chr21,31158802,31158989,Nanog_256_peak_7254,358,.,17.61948,40.63815,35.89387,65,True
chr21,32079891,32080058,Nanog_256_peak_7259,1073,.,31.9793299999999,113.5943,107.36598,96,True
chr21,32704756,32704849,Nanog_256_peak_7265,144,.,10.65443,18.31811,14.4683299999999,50,False
chr21,32894711,32894841,Nanog_256_peak_7269,130,.,10.01689,16.86735,13.09485,92,True
chr21,33381202,33381564,Nanog_256_peak_7270,319,.,14.004,36.5555,31.94975,79,True
chr21,33849259,33849503,Nanog_256_peak_7275,290,.,14.63676,33.54554,29.05013,116,True
chr21,34119683,34119820,Nanog_256_peak_7277,191,.,12.6043,23.25945,19.17438,85,False
chr21,37184355,37184625,Nanog_256_peak_7301,357,.,14.99212,40.45061,35.71228,162,True
chr21,37461629,37461950,Nanog_256_peak_7312,276,.,15.95798,32.09875,27.65494,186,True
chr21,38686145,38686279,Nanog_256_peak_7323,184,.,12.3719,22.45589,18.40471,49,True
chr21,39323256,39323462,Nanog_256_peak_7329,270,.,14.56782,31.48003,27.05943,77,True
chr21,40417478,40417705,Nanog_256_peak_7343,146,.,10.12853,18.53955,14.67926,78,False
chr21,40822443,40822797,Nanog_256_peak_7348,347,.,14.4312,39.4367,34.72885,207,True
chr21,42209240,42209486,Nanog_256_peak_7360,443,.,15.7578,49.31493,44.32863,177,False
chr21,42685348,42685473,Nanog_256_peak_7365,329,.,10.87003,37.56923,32.92692,61,False
chr21,42830766,42830878,Nanog_256_peak_7367,132,.,10.10295,17.03138,13.25026,50,False
chr21,43141181,43141585,Nanog_256_peak_7373,217,.,10.96984,25.97484,21.7735,178,False
chr21,44264593,44264827,Nanog_256_peak_7387,181,.,11.1032,22.16844,18.1307,84,True
chr21,45814583,45814701,Nanog_256_peak_7408,140,.,10.24687,17.8996,14.0734299999999,69,False
chr22,817446,817556,Nanog_256_peak_7417,139,.,10.1429,17.71844,13.90195,69,False
chr22,1248718,1249071,Nanog_256_peak_7421,619,.,23.38577,67.35728,61.9381099999999,149,False
chr22,1300410,1300534,Nanog_256_peak_7425,158,.,11.40997,19.77733,15.8566799999999,66,False
chr22,2206432,2206609,Nanog_256_peak_7433,156,.,10.99047,19.58441,15.6725299999999,130,True
chr22,3153766,3153931,Nanog_256_peak_7440,145,.,10.54413,18.42392,14.56927,91,True
chr22,3299084,3299181,Nanog_256_peak_7444,135,.,10.13777,17.36282,13.5643,63,False
chr22,4795824,4796101,Nanog_256_peak_7458,308,.,10.21463,35.39755,30.8338099999999,80,False
chr22,4796653,4797000,Nanog_256_peak_7459,516,.,14.07058,56.88541,51.68841,148,False
chr22,5171451,5171554,Nanog_256_peak_7461,144,.,10.71676,18.25346,14.40876,49,False
chr22,5710496,5710683,Nanog_256_peak_7465,221,.,13.2753799999999,26.35326,22.13566,144,False
chr22,6164109,6164237,Nanog_256_peak_7467,394,.,20.83689,44.31926,39.45816,72,False
chr22,6470018,6470167,Nanog_256_peak_7468,175,.,11.91025,21.61103,17.59996,38,False
chr22,7257470,7257567,Nanog_256_peak_7475,135,.,10.13777,17.36282,13.5643,56,False
chr22,8795756,8796061,Nanog_256_peak_7480,985,.,25.36066,104.62305,98.5360599999999,150,True
chr22,8987157,8987337,Nanog_256_peak_7483,135,.,10.27958,17.37322,13.57368,51,False
chr22,10539197,10539367,Nanog_256_peak_7499,240,.,13.41982,28.32122,24.0248,62,False
chr22,10571538,10571729,Nanog_256_peak_7500,195,.,11.68186,23.67917,19.5735399999999,145,True
chr22,10650556,10650751,Nanog_256_peak_7501,351,.,17.56729,39.85051,35.13063,87,False
chr22,11145975,11146250,Nanog_256_peak_7508,347,.,12.00726,39.48336,34.77379,174,True
chr22,11422859,11423104,Nanog_256_peak_7514,223,.,12.37383,26.57071,22.34565,92,False
chr22,11438591,11438784,Nanog_256_peak_7515,234,.,13.73163,27.67965,23.4105,62,False
chr22,12693840,12693990,Nanog_256_peak_7533,417,.,19.03639,46.70284,41.7793099999999,99,False
chr22,13788812,13789096,Nanog_256_peak_7544,223,.,12.34976,26.5303799999999,22.30668,68,False
chr22,15387694,15388164,Nanog_256_peak_7564,293,.,14.0241899999999,33.84745,29.34134,334,False
chr22,17127903,17128304,Nanog_256_peak_7583,316,.,15.0434799999999,36.27831,31.68502,171,True
chr22,18548775,18549095,Nanog_256_peak_7596,428,.,14.25898,47.7821,42.83484,141,False
chr22,18748248,18748525,Nanog_256_peak_7601,238,.,10.83251,28.14657,23.8584,178,False
chr22,19224998,19225132,Nanog_256_peak_7606,140,.,10.41845,17.87617,14.05132,76,False
chr22,20463449,20463631,Nanog_256_peak_7624,488,.,12.38617,53.96254,48.84261,41,True
chr22,20588027,20588486,Nanog_256_peak_7629,219,.,11.77653,26.1657799999999,21.95642,256,True
chr22,20837514,20837899,Nanog_256_peak_7631,338,.,14.31487,38.51572,33.84001,127,False
chr22,22301048,22301192,Nanog_256_peak_7646,599,.,23.20995,65.30108,59.92059,87,True
chr22,23249434,23249582,Nanog_256_peak_7654,175,.,11.05145,21.5513,17.5430299999999,63,False
chr22,24642218,24642566,Nanog_256_peak_7662,191,.,10.09723,23.2627299999999,19.17732,225,True
chr22,26853173,26853371,Nanog_256_peak_7669,179,.,11.9026199999999,22.01326,17.98293,152,False
chr22,34687783,34688085,Nanog_256_peak_7706,183,.,11.26505,22.43747,18.3874399999999,129,False
chr22,35275736,35275856,Nanog_256_peak_7715,174,.,11.9862399999999,21.40429,17.40361,32,False
chr22,36839719,36839901,Nanog_256_peak_7737,147,.,10.17466,18.61656,14.75197,104,False
chr22,37339658,37340025,Nanog_256_peak_7741,478,.,15.28268,52.91366,47.82588,113,True
chr22,38803984,38804088,Nanog_256_peak_7769,249,.,11.77394,29.25174,24.91648,63,False
chr23,1320248,1320740,Nanog_256_peak_7784,236,.,13.16934,27.90198,23.62435,342,False
chr23,1329580,1329796,Nanog_256_peak_7785,158,.,11.07674,19.7371,15.8180299999999,88,False
chr23,1486372,1486715,Nanog_256_peak_7790,216,.,12.63945,25.8409899999999,21.6444,276,False
chr23,2471809,2471951,Nanog_256_peak_7802,290,.,16.13297,33.52687,29.03231,66,True
chr23,3484797,3485125,Nanog_256_peak_7815,271,.,14.9942299999999,31.57773,27.1539799999999,134,True
chr23,3759478,3759679,Nanog_256_peak_7818,348,.,15.30801,39.56698,34.85483,70,True
chr23,3761238,3761385,Nanog_256_peak_7819,285,.,13.16663,33.02633,28.55043,87,False
chr23,5822798,5822915,Nanog_256_peak_7833,190,.,12.28023,23.12523,19.04545,48,True
chr23,5978045,5978437,Nanog_256_peak_7834,154,.,10.05515,19.38583,15.48369,204,True
chr23,6768958,6769145,Nanog_256_peak_7838,265,.,13.47195,30.91867,26.51842,80,True
chr23,7366525,7366685,Nanog_256_peak_7840,169,.,11.27495,20.93286,16.95576,82,True
chr23,7820542,7820655,Nanog_256_peak_7846,170,.,11.04449,21.02841,17.04582,50,False
chr23,8027664,8027993,Nanog_256_peak_7850,269,.,14.13429,31.38959,26.9721799999999,178,True
chr23,10210189,10210315,Nanog_256_peak_7868,213,.,13.39801,25.5510299999999,21.36639,72,True
chr23,11377985,11378364,Nanog_256_peak_7874,268,.,12.93135,31.29357,26.87972,288,True
chr23,11434235,11434374,Nanog_256_peak_7876,213,.,13.09172,25.51025,21.32774,45,False
chr23,12817269,12817369,Nanog_256_peak_7883,140,.,10.41845,17.87617,14.05132,45,False
chr23,14007790,14007972,Nanog_256_peak_7891,270,.,13.0181,31.4443299999999,27.0250099999999,118,True
chr23,14405115,14405337,Nanog_256_peak_7895,221,.,12.97413,26.4015,22.18241,36,True
chr23,14810499,14810613,Nanog_256_peak_7900,191,.,11.06901,23.21889,19.13579,63,True
chr23,14811164,14811275,Nanog_256_peak_7901,242,.,12.81592,28.53752,24.23338,37,True
chr23,16424041,16424253,Nanog_256_peak_7916,186,.,11.75442,22.7251799999999,18.6617,77,False
chr23,16691627,16691824,Nanog_256_peak_7919,355,.,17.39607,40.26079,35.52777,40,True
chr23,16776564,16776689,Nanog_256_peak_7920,275,.,15.91644,32.02449,27.5837599999999,65,False
chr23,16805203,16805303,Nanog_256_peak_7921,185,.,12.6851399999999,22.6521,18.59194,33,False
chr23,17786385,17786700,Nanog_256_peak_7931,266,.,11.40217,31.09235,26.6871,240,True
chr23,17958228,17958598,Nanog_256_peak_7932,148,.,10.2212,18.69435,14.82569,48,False
chr23,18792937,18793157,Nanog_256_peak_7943,206,.,12.04397,24.84695,20.69474,62,False
chr23,18854411,18854595,Nanog_256_peak_7946,390,.,17.83855,43.91847,39.0697,70,True
chr23,18982688,18982876,Nanog_256_peak_7948,333,.,14.84118,38.03508,33.37522,46,True
chr23,19256300,19256608,Nanog_256_peak_7953,217,.,12.34867,25.93517,21.73505,202,True
chr23,20518443,20518602,Nanog_256_peak_7965,263,.,13.72196,30.69636,26.3040299999999,107,True
chr23,20563805,20564002,Nanog_256_peak_7967,182,.,11.17199,22.28277,18.23985,89,True
chr23,20865294,20865607,Nanog_256_peak_7971,354,.,11.44323,40.18979,35.45916,248,False
chr23,21614203,21614372,Nanog_256_peak_7978,250,.,14.07417,29.41942,25.07698,90,True
chr23,21765239,21765594,Nanog_256_peak_7979,233,.,11.5327399999999,27.5760799999999,23.31062,148,False
chr23,23401371,23401478,Nanog_256_peak_8001,156,.,10.7628,19.60734,15.69459,55,False
chr23,24699088,24699248,Nanog_256_peak_8015,176,.,11.40143,21.62687,17.61488,84,True
chr23,24954858,24954998,Nanog_256_peak_8022,193,.,11.88376,23.4684,19.37349,70,False
chr23,25868594,25868800,Nanog_256_peak_8031,242,.,13.5342299999999,28.51285,24.2092,115,False
chr23,25879719,25880051,Nanog_256_peak_8033,239,.,13.3633399999999,28.22665,23.9348,237,False
chr23,27195420,27195583,Nanog_256_peak_8053,250,.,15.43655,29.3985299999999,25.05694,47,False
chr23,27649629,27649998,Nanog_256_peak_8058,264,.,12.31759,30.8624799999999,26.46387,237,False
chr23,28811377,28811575,Nanog_256_peak_8072,197,.,11.09406,23.83202,19.71884,53,True
chr23,29130445,29130602,Nanog_256_peak_8075,164,.,11.58269,20.35321,16.4020799999999,87,True
chr23,31053906,31054123,Nanog_256_peak_8100,205,.,13.39388,24.72922,20.58129,163,False
chr23,31172707,31172818,Nanog_256_peak_8105,142,.,10.53512,18.0934,14.25735,61,True
chr23,31257918,31258028,Nanog_256_peak_8107,237,.,13.61325,28.05203,23.76712,56,True
chr23,31372806,31373062,Nanog_256_peak_8109,262,.,14.43547,30.63467,26.24507,119,False
chr23,32233330,32233717,Nanog_256_peak_8120,257,.,12.99183,30.10203,25.73391,67,False
chr23,32281959,32282176,Nanog_256_peak_8121,208,.,13.0928899999999,25.01376,20.85374,133,False
chr23,32799570,32800160,Nanog_256_peak_8124,172,.,10.20365,21.21161,17.22033,300,False
chr23,33546097,33546512,Nanog_256_peak_8130,344,.,16.3077799999999,39.13216,34.43382,259,False
chr23,33618405,33618556,Nanog_256_peak_8131,175,.,10.75015,21.58181,17.5727799999999,88,False
chr23,35399848,35400060,Nanog_256_peak_8148,256,.,15.37231,30.04687,25.68049,61,False
chr23,35765639,35765933,Nanog_256_peak_8153,302,.,14.97764,34.7934799999999,30.25302,44,True
chr23,36177019,36177135,Nanog_256_peak_8168,217,.,11.30739,25.9644,21.76327,63,True
chr23,36301228,36301465,Nanog_256_peak_8175,222,.,11.94745,26.45556,22.23415,136,False
chr23,37809393,37809775,Nanog_256_peak_8187,468,.,15.15276,51.88399,46.82725,195,False
chr23,37814978,37815201,Nanog_256_peak_8189,525,.,14.75341,57.77851,52.5593,150,False
chr23,37861374,37861524,Nanog_256_peak_8192,151,.,11.02916,19.04251,15.15685,75,False
chr23,38934523,38934964,Nanog_256_peak_8203,180,.,10.74765,22.12278,18.08676,250,False
chr23,38942847,38943084,Nanog_256_peak_8205,383,.,14.51808,43.19884,38.37284,80,False
chr23,40949853,40950035,Nanog_256_peak_8219,172,.,11.69211,21.22069,17.2287,98,False
chr23,43638735,43639075,Nanog_256_peak_8252,273,.,13.98892,31.7929599999999,27.36142,263,True
chr23,44961596,44961816,Nanog_256_peak_8267,195,.,11.01413,23.69709,19.59042,78,True
chr23,45025708,45025858,Nanog_256_peak_8270,207,.,13.30582,24.94339,20.78685,92,False
chr23,45092166,45092699,Nanog_256_peak_8271,324,.,15.08729,37.05117,32.4265,306,True
chr23,45571358,45571527,Nanog_256_peak_8274,264,.,15.242,30.83472,26.43694,61,False
chr23,45769913,45770055,Nanog_256_peak_8278,167,.,11.42311,20.74612,16.77775,75,False
chr24,1676054,1676197,Nanog_256_peak_8304,380,.,20.05937,42.88008,38.06292,61,True
chr24,1901550,1902047,Nanog_256_peak_8305,193,.,11.17419,23.395,19.30319,332,True
chr24,2041624,2041852,Nanog_256_peak_8308,142,.,10.0990399999999,18.0467,14.21274,90,False
chr24,3532762,3533091,Nanog_256_peak_8327,145,.,10.03753,18.38787,14.53501,273,True
chr24,4130808,4130977,Nanog_256_peak_8341,297,.,12.72763,34.23806,29.71639,125,True
chr24,4148884,4149155,Nanog_256_peak_8342,521,.,20.62381,57.40805,52.1993299999999,185,False
chr24,4447889,4448211,Nanog_256_peak_8351,340,.,14.44677,38.75369,34.06801,181,False
chr24,4969671,4969842,Nanog_256_peak_8356,332,.,14.3950799999999,37.95346,33.29685,65,True
chr24,5009905,5010158,Nanog_256_peak_8363,187,.,10.8444399999999,22.84222,18.77369,156,False
chr24,5452022,5452257,Nanog_256_peak_8368,240,.,12.67304,28.29631,24.00145,94,False
chr24,5924306,5924556,Nanog_256_peak_8374,260,.,14.6929,30.46528,26.08219,83,False
chr24,6141042,6141143,Nanog_256_peak_8376,141,.,10.47646,17.98388,14.15346,47,False
chr24,7511226,7511358,Nanog_256_peak_8385,142,.,10.12319,18.08755,14.25227,60,False
chr24,8514597,8515079,Nanog_256_peak_8391,255,.,12.51863,29.9290599999999,25.56891,222,False
chr24,8640438,8640710,Nanog_256_peak_8393,390,.,19.1475,43.93845,39.08895,78,False
chr24,8654428,8654573,Nanog_256_peak_8394,378,.,14.21292,42.61061,37.80134,82,True
chr24,8654878,8655109,Nanog_256_peak_8395,524,.,17.61166,57.6366199999999,52.42093,111,True
chr24,9479172,9479439,Nanog_256_peak_8408,172,.,10.86578,21.24286,17.2495899999999,116,False
chr24,9496041,9496231,Nanog_256_peak_8409,164,.,10.95971,20.39932,16.44585,130,False
chr24,10299896,10300174,Nanog_256_peak_8415,363,.,16.63697,41.13529,36.3711799999999,83,True
chr24,10528671,10528868,Nanog_256_peak_8418,253,.,14.26386,29.73907,25.3863299999999,97,True
chr24,10650031,10650325,Nanog_256_peak_8422,251,.,11.9369199999999,29.54312,25.19569,105,True
chr24,12370283,12370445,Nanog_256_peak_8437,271,.,15.36854,31.62074,27.1953599999999,77,False
chr24,12379657,12379785,Nanog_256_peak_8439,506,.,23.02685,55.80609,50.6373,37,False
chr24,12380109,12380239,Nanog_256_peak_8440,469,.,21.70869,52.00323,46.94245,55,False
chr24,12408513,12408701,Nanog_256_peak_8444,447,.,17.65266,49.74373,44.74337,113,False
chr24,12833826,12834148,Nanog_256_peak_8451,286,.,10.28469,33.12753,28.64779,140,False
chr24,13274622,13275024,Nanog_256_peak_8455,249,.,11.1209899999999,29.30454,24.96661,243,False
chr24,14446309,14446484,Nanog_256_peak_8466,225,.,14.09128,26.80237,22.56748,71,False
chr24,14591088,14591481,Nanog_256_peak_8470,256,.,12.18045,29.97598,25.61283,179,True
chr24,15229132,15229237,Nanog_256_peak_8479,162,.,10.52662,20.16664,16.22576,71,False
chr24,15365726,15366055,Nanog_256_peak_8483,155,.,11.13124,19.4931,15.58551,167,True
chr24,16819695,16819806,Nanog_256_peak_8493,561,.,26.255,61.45086,56.1485,54,False
chr24,17334547,17334713,Nanog_256_peak_8509,138,.,10.27619,17.61443,13.8028799999999,60,False
chr24,17622656,17622835,Nanog_256_peak_8512,278,.,14.3185899999999,32.3486,27.89645,118,False
chr24,17807126,17807493,Nanog_256_peak_8513,760,.,19.53504,81.78979,76.0916199999999,175,True
chr24,18461787,18462189,Nanog_256_peak_8516,170,.,11.06925,21.06977,17.08465,183,False
chr24,18787675,18787905,Nanog_256_peak_8518,264,.,14.89975,30.8173,26.4204099999999,115,True
