,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,FitCUT&RUN specific,contain sox19b motif
6985,chr2,42048045,42048187,Sox19b_dome_peak_17622,319,.,17.809479999999997,35.20648,31.99868,72,True,False
6986,chr2,42115432,42115656,Sox19b_dome_peak_17627,201,.,12.86096,23.14171,20.16957,88,True,False
6987,chr2,42133894,42134043,Sox19b_dome_peak_17631,150,.,10.43856,17.91345,15.06918,88,True,False
6988,chr2,42223195,42223329,Sox19b_dome_peak_17636,160,.,10.943769999999999,18.87477,16.00491,81,True,True
6989,chr2,42245563,42245668,Sox19b_dome_peak_17637,148,.,10.29872,17.65567,14.81826,62,True,True
6990,chr2,42488548,42488900,Sox19b_dome_peak_17642,326,.,16.00832,35.855140000000006,32.63606,287,True,False
6991,chr2,42636886,42637147,Sox19b_dome_peak_17647,559,.,18.16161,59.52081,55.95831999999999,97,True,False
6992,chr2,42640796,42640933,Sox19b_dome_peak_17648,284,.,13.07752,31.547420000000002,28.40411,69,True,True
6993,chr2,42655888,42656117,Sox19b_dome_peak_17649,143,.,10.1729,17.1659,14.34164,85,True,True
6994,chr2,42839793,42840081,Sox19b_dome_peak_17652,338,.,17.483320000000003,37.07848,33.83837,188,True,True
6995,chr2,42960408,42960694,Sox19b_dome_peak_17653,450,.,21.77218,48.498090000000005,45.08406,205,True,True
6996,chr2,42986758,42986988,Sox19b_dome_peak_17654,200,.,12.82283,23.06241,20.09185,146,True,True
6997,chr2,43165621,43165828,Sox19b_dome_peak_17655,239,.,14.198789999999999,27.00085,23.94582,159,True,False
6998,chr2,43205411,43205590,Sox19b_dome_peak_17656,198,.,12.37604,22.848770000000002,19.88277,112,True,True
6999,chr2,43539427,43539748,Sox19b_dome_peak_17662,1247,.,37.00694,129.06949,124.74403000000001,149,False,True
7000,chr2,43551646,43551828,Sox19b_dome_peak_17663,172,.,11.46456,20.12445,17.22315,61,True,False
7001,chr2,43562014,43562322,Sox19b_dome_peak_17664,254,.,12.82512,28.55303,25.46651,97,True,False
7002,chr2,43566130,43566290,Sox19b_dome_peak_17665,314,.,12.92672,34.6053,31.407659999999996,64,True,False
7003,chr2,43573286,43573406,Sox19b_dome_peak_17667,233,.,11.18742,26.35823,23.31624,41,True,True
7004,chr2,43614456,43614607,Sox19b_dome_peak_17671,160,.,10.975010000000001,18.93595,16.064339999999998,63,True,False
7005,chr2,43846733,43847093,Sox19b_dome_peak_17675,1516,.,24.0856,156.30438,151.68553,195,False,False
7006,chr2,43907441,43907540,Sox19b_dome_peak_17676,152,.,10.63557,18.06644,15.218210000000001,54,True,False
7007,chr2,43991159,43991466,Sox19b_dome_peak_17679,162,.,11.11411,19.10452,16.228279999999998,92,True,False
7008,chr2,44004163,44004480,Sox19b_dome_peak_17680,167,.,11.02485,19.64518,16.755779999999998,128,True,False
7009,chr2,44179911,44180154,Sox19b_dome_peak_17683,165,.,10.63424,19.38918,16.50602,85,True,True
7010,chr2,44234420,44234586,Sox19b_dome_peak_17685,190,.,12.13222,22.01385,19.06675,89,True,False
7011,chr2,44307882,44308022,Sox19b_dome_peak_17688,166,.,11.32364,19.57713,16.68937,68,True,False
7012,chr2,44315831,44316143,Sox19b_dome_peak_17689,508,.,21.22974,54.34437,50.84918,104,True,False
7013,chr2,44435854,44436129,Sox19b_dome_peak_17694,186,.,11.0749,21.590310000000002,18.65328,133,True,False
7014,chr2,44442377,44442513,Sox19b_dome_peak_17695,162,.,10.724110000000001,19.11779,16.241239999999998,48,True,False
7015,chr2,44571000,44571273,Sox19b_dome_peak_17698,432,.,21.11424,46.66205,43.2746,172,True,False
7016,chr2,44589295,44589501,Sox19b_dome_peak_17699,239,.,14.404710000000001,27.022740000000002,23.96704,126,True,True
7017,chr2,44710892,44711099,Sox19b_dome_peak_17700,293,.,16.6527,32.50516,29.34435,114,True,False
7018,chr2,44724387,44724591,Sox19b_dome_peak_17701,550,.,24.17609,58.56539,55.014880000000005,77,True,False
7019,chr2,44732545,44732827,Sox19b_dome_peak_17702,834,.,30.13265,87.29137,83.40918,144,True,True
7020,chr2,44779450,44779799,Sox19b_dome_peak_17703,462,.,17.179879999999997,49.67375,46.242940000000004,206,True,False
7021,chr2,44787974,44788240,Sox19b_dome_peak_17705,264,.,11.56601,29.50525,26.400409999999997,177,True,True
7022,chr2,44790346,44790594,Sox19b_dome_peak_17706,366,.,15.127889999999999,39.97055,36.6846,173,True,False
7023,chr2,44805548,44805804,Sox19b_dome_peak_17708,256,.,15.09065,28.704829999999998,25.615270000000002,193,True,True
7024,chr2,45239883,45240039,Sox19b_dome_peak_17714,379,.,20.00645,41.20515,37.9003,61,True,False
7025,chr2,45353145,45353451,Sox19b_dome_peak_17715,435,.,20.87869,46.92058,43.52917,94,True,True
7026,chr2,45502053,45502257,Sox19b_dome_peak_17716,279,.,15.917179999999998,31.06761,27.93328,102,True,True
7027,chr2,45550696,45551067,Sox19b_dome_peak_17718,419,.,17.77221,45.31139,41.94379,238,True,False
7028,chr2,45662143,45662297,Sox19b_dome_peak_17721,291,.,16.08886,32.33358,29.17578,73,True,True
7029,chr2,45857996,45858113,Sox19b_dome_peak_17726,165,.,10.3948,19.45413,16.569110000000002,44,True,False
7030,chr2,45862142,45862359,Sox19b_dome_peak_17727,181,.,11.05808,21.05111,18.12699,165,True,True
7031,chr2,45958043,45958243,Sox19b_dome_peak_17728,174,.,11.561919999999999,20.31279,17.40628,62,True,False
7032,chr2,45968263,45968571,Sox19b_dome_peak_17729,151,.,10.30725,18.00529,15.15865,112,True,False
7033,chr2,45978062,45978386,Sox19b_dome_peak_17730,1780,.,34.37948,182.99774,178.08209,142,True,False
7034,chr2,46016066,46016302,Sox19b_dome_peak_17732,141,.,10.05931,16.94801,14.129270000000002,213,True,True
7035,chr2,46161053,46161232,Sox19b_dome_peak_17733,368,.,19.44801,40.10733,36.81929,100,True,False
7036,chr2,46280575,46280827,Sox19b_dome_peak_17735,955,.,34.44443,99.55514000000001,95.53865,104,True,True
7037,chr2,46402418,46402620,Sox19b_dome_peak_17739,324,.,17.32646,35.633590000000005,32.41836,66,True,True
7038,chr2,46414988,46415223,Sox19b_dome_peak_17740,395,.,20.39082,42.930209999999995,39.59879,131,True,True
7039,chr2,46462709,46462985,Sox19b_dome_peak_17741,1498,.,41.815940000000005,154.40514,149.80733999999998,151,True,True
7040,chr2,46700323,46700618,Sox19b_dome_peak_17748,547,.,21.13945,58.30367,54.756409999999995,105,False,False
7041,chr2,46861258,46861527,Sox19b_dome_peak_17752,190,.,12.13222,22.01385,19.06675,205,True,True
7042,chr2,46896787,46897271,Sox19b_dome_peak_17753,691,.,25.03266,72.90066,69.17898000000001,392,True,True
7043,chr2,46968838,46969302,Sox19b_dome_peak_17755,292,.,15.137960000000001,32.43975,29.28003,80,True,False
7044,chr2,47090687,47090988,Sox19b_dome_peak_17756,409,.,19.33817,44.26344,40.91153,63,True,True
7045,chr2,47421851,47422314,Sox19b_dome_peak_17764,1248,.,16.87978,129.17609,124.84996000000001,173,True,True
7046,chr2,47424943,47425205,Sox19b_dome_peak_17766,686,.,10.65634,72.3951,68.67941,122,True,True
7047,chr2,47427953,47428169,Sox19b_dome_peak_17768,544,.,11.88543,57.95906,54.416030000000006,59,True,True
7048,chr2,47436354,47436522,Sox19b_dome_peak_17770,497,.,13.47495,53.25399,49.773579999999995,90,True,True
7049,chr2,47436940,47437333,Sox19b_dome_peak_17771,1016,.,22.511110000000002,105.76563999999999,101.68030999999999,166,False,True
7050,chr2,47581999,47582190,Sox19b_dome_peak_17775,165,.,11.25292,19.41558,16.53206,82,True,False
7051,chr2,47652499,47652668,Sox19b_dome_peak_17777,287,.,16.13498,31.922220000000003,28.772170000000003,75,True,True
7052,chr2,47952207,47952368,Sox19b_dome_peak_17780,155,.,10.81395,18.45669,15.597520000000001,93,True,False
7053,chr2,47961223,47961499,Sox19b_dome_peak_17781,1604,.,34.766890000000004,165.19804,160.48531,105,True,False
7054,chr2,47968585,47968955,Sox19b_dome_peak_17782,541,.,10.263689999999999,57.666380000000004,54.12733000000001,243,True,False
7055,chr2,47969389,47969984,Sox19b_dome_peak_17783,1525,.,20.05881,157.1367,152.50911000000002,140,True,True
7056,chr2,47976691,47977012,Sox19b_dome_peak_17784,1298,.,29.8232,134.17958000000002,129.80133,210,False,False
7057,chr2,48067245,48067366,Sox19b_dome_peak_17785,172,.,11.56228,20.13907,17.23669,89,True,True
7058,chr2,48074019,48074213,Sox19b_dome_peak_17786,274,.,16.00454,30.58758,27.462059999999997,103,True,False
7059,chr2,48150469,48150879,Sox19b_dome_peak_17787,1291,.,29.98902,133.50325,129.13273999999998,149,True,True
7060,chr2,48230719,48230991,Sox19b_dome_peak_17789,2376,.,46.50423,243.22052000000002,237.62004,101,False,True
7061,chr2,48302970,48303244,Sox19b_dome_peak_17794,1502,.,26.25478,154.84856000000002,150.2457,100,False,True
7062,chr2,48333610,48333804,Sox19b_dome_peak_17798,345,.,17.91796,37.8414,34.5886,130,True,True
7063,chr2,48375342,48375735,Sox19b_dome_peak_17800,168,.,11.27467,19.76235,16.86996,258,True,False
7064,chr2,49030824,49030982,Sox19b_dome_peak_17806,1673,.,43.34267,172.19977,167.39828,82,False,False
7065,chr2,49090929,49091306,Sox19b_dome_peak_17807,212,.,12.66746,24.275779999999997,21.278170000000003,231,True,False
7066,chr2,49183271,49183612,Sox19b_dome_peak_17809,410,.,19.42504,44.41172,41.05746,104,True,False
7067,chr2,49268652,49269050,Sox19b_dome_peak_17811,367,.,17.67117,40.0264,36.73956,312,True,True
7068,chr2,49580134,49580300,Sox19b_dome_peak_17814,166,.,11.28817,19.49584,16.61019,88,True,True
7069,chr2,50366273,50366492,Sox19b_dome_peak_17818,212,.,12.92825,24.26302,21.26559,50,True,True
7070,chr2,50864499,50864648,Sox19b_dome_peak_17820,240,.,14.618889999999999,27.15198,24.09374,99,True,True
7071,chr2,50966825,50967229,Sox19b_dome_peak_17822,1617,.,35.88909,166.51266,161.785,157,True,False
7072,chr2,51826726,51827189,Sox19b_dome_peak_17827,232,.,12.93753,26.3401,23.298579999999998,245,False,False
7073,chr2,52065365,52065600,Sox19b_dome_peak_17829,405,.,19.91102,43.875890000000005,40.52964,158,True,True
7074,chr2,52390371,52390621,Sox19b_dome_peak_17831,350,.,17.4628,38.31888,35.0591,107,True,False
7075,chr2,52425876,52426132,Sox19b_dome_peak_17832,275,.,15.47005,30.70781,27.58013,136,False,False
7076,chr2,52431267,52431465,Sox19b_dome_peak_17833,268,.,14.06586,30.0137,26.899179999999998,115,True,True
7077,chr2,52439095,52439323,Sox19b_dome_peak_17836,205,.,12.95883,23.57478,20.59255,123,True,False
7078,chr2,52506250,52506620,Sox19b_dome_peak_17838,477,.,20.32611,51.21317,47.760670000000005,193,True,True
7079,chr2,52715455,52715744,Sox19b_dome_peak_17840,361,.,18.46931,39.42311,36.14548,113,True,True
7080,chr2,52930220,52930381,Sox19b_dome_peak_17841,194,.,12.48953,22.38419,19.42851,75,True,False
7081,chr2,53076158,53076433,Sox19b_dome_peak_17842,229,.,14.039439999999999,26.0029,22.96813,184,True,False
7082,chr2,53194337,53194606,Sox19b_dome_peak_17844,191,.,12.34689,22.101470000000003,19.152379999999997,83,True,False
7083,chr2,53500417,53500642,Sox19b_dome_peak_17846,474,.,15.421679999999999,50.926109999999994,47.47765,96,True,False
7084,chr2,53500754,53501086,Sox19b_dome_peak_17847,753,.,21.15857,79.17532,75.38243,93,False,True
7085,chr2,53525736,53525998,Sox19b_dome_peak_17851,795,.,28.4083,83.37325,79.53432,166,False,True
7086,chr2,54070980,54071139,Sox19b_dome_peak_17858,189,.,12.333089999999999,21.87045,18.92679,82,True,False
7087,chr2,54139970,54140252,Sox19b_dome_peak_17861,701,.,27.16607,73.85555,70.1231,141,True,False
7088,chr2,54381490,54381753,Sox19b_dome_peak_17862,251,.,14.83649,28.207759999999997,25.12803,61,True,False
7089,chr2,54836618,54836839,Sox19b_dome_peak_17871,291,.,16.55707,32.3138,29.15646,120,True,False
7090,chr2,54859767,54859928,Sox19b_dome_peak_17872,523,.,25.06382,55.852059999999994,52.33662,96,True,True
7091,chr2,55302156,55302467,Sox19b_dome_peak_17877,637,.,22.393720000000002,67.36861,63.711290000000005,195,True,False
7092,chr2,55358535,55358728,Sox19b_dome_peak_17879,385,.,19.50031,41.87059,38.55526,108,True,True
7093,chr2,55365468,55365757,Sox19b_dome_peak_17880,760,.,25.84401,79.83574,76.03603000000001,94,True,True
7094,chr2,55534538,55534689,Sox19b_dome_peak_17881,155,.,10.79146,18.435660000000002,15.577029999999999,89,True,True
7095,chr2,55626649,55626990,Sox19b_dome_peak_17882,297,.,15.78181,32.92083,29.752709999999997,123,True,False
7096,chr2,55658347,55658502,Sox19b_dome_peak_17884,274,.,11.78934,30.547940000000004,27.423440000000003,110,True,False
7097,chr2,55663479,55663954,Sox19b_dome_peak_17886,1440,.,28.08045,148.5938,144.0607,319,False,False
7098,chr2,55797338,55797575,Sox19b_dome_peak_17888,188,.,12.2927,21.794929999999997,18.85322,87,True,True
7099,chr2,56215219,56215380,Sox19b_dome_peak_17891,259,.,15.37014,29.019920000000003,25.92473,87,True,False
7100,chr2,56327424,56327694,Sox19b_dome_peak_17892,145,.,10.34127,17.40113,14.57055,122,True,False
7101,chr2,56655732,56655849,Sox19b_dome_peak_17894,143,.,10.24676,17.19529,14.37011,70,True,False
7102,chr2,56874133,56874257,Sox19b_dome_peak_17896,413,.,20.741,44.72413,41.36525,64,True,False
7103,chr2,57086896,57087343,Sox19b_dome_peak_17902,401,.,14.69125,43.53005,40.18928,137,True,True
7104,chr2,57096361,57096665,Sox19b_dome_peak_17904,503,.,20.45626,53.834109999999995,50.345909999999996,103,True,True
7105,chr2,57172541,57172848,Sox19b_dome_peak_17905,312,.,15.97229,34.48402,31.28848,244,True,False
7106,chr2,57231092,57231284,Sox19b_dome_peak_17906,383,.,13.026819999999999,41.648379999999996,38.33657,100,True,False
7107,chr2,57231431,57231715,Sox19b_dome_peak_17907,265,.,10.383280000000001,29.699170000000002,26.59047,205,True,False
7108,chr2,57379156,57379344,Sox19b_dome_peak_17911,156,.,10.13825,18.555770000000003,15.6939,90,True,False
7109,chr2,57570307,57570474,Sox19b_dome_peak_17917,330,.,18.14524,36.240970000000004,33.015029999999996,105,True,True
7110,chr2,57868468,57868647,Sox19b_dome_peak_17918,691,.,29.15585,72.90463000000001,69.18288000000001,119,True,False
7111,chr2,57940953,57941132,Sox19b_dome_peak_17920,777,.,29.5238,81.53374000000001,77.71513,91,True,False
7112,chr2,58003679,58003950,Sox19b_dome_peak_17921,474,.,21.08132,50.93502,47.48642,167,False,True
7113,chr2,59106480,59106721,Sox19b_dome_peak_17927,680,.,25.96043,71.79611,68.08765,71,True,True
7114,chr2,59356108,59356207,Sox19b_dome_peak_17928,139,.,10.02064,16.76214,13.94841,41,True,False
7115,chr20,328824,328988,Sox19b_dome_peak_17935,172,.,11.46456,20.12445,17.22315,77,True,False
7116,chr20,1119108,1119235,Sox19b_dome_peak_17938,193,.,12.453560000000001,22.3125,19.3587,43,True,False
7117,chr20,1196147,1196414,Sox19b_dome_peak_17940,495,.,22.75902,53.05621,49.578379999999996,175,True,True
7118,chr20,1272309,1272469,Sox19b_dome_peak_17942,246,.,14.054839999999999,27.692690000000002,24.62344,32,True,False
7119,chr20,1373687,1373927,Sox19b_dome_peak_17943,665,.,28.556079999999998,70.20036,66.5099,137,False,True
7120,chr20,1772242,1772400,Sox19b_dome_peak_17950,555,.,26.0964,59.075469999999996,55.51841999999999,88,False,True
7121,chr20,1781450,1781756,Sox19b_dome_peak_17952,234,.,13.90006,26.452479999999998,23.408739999999998,168,True,False
7122,chr20,2350107,2350280,Sox19b_dome_peak_17954,223,.,13.87473,25.41052,22.38811,91,True,False
7123,chr20,2572500,2572700,Sox19b_dome_peak_17956,257,.,15.17731,28.876690000000004,25.78402,99,True,True
7124,chr20,2724348,2724663,Sox19b_dome_peak_17960,624,.,23.17184,66.10763,62.464969999999994,230,True,True
7125,chr20,2733790,2734089,Sox19b_dome_peak_17962,356,.,16.18904,38.93077,35.66088,128,False,False
7126,chr20,2918129,2918239,Sox19b_dome_peak_17963,189,.,12.333089999999999,21.87045,18.92679,69,True,True
7127,chr20,3227429,3227768,Sox19b_dome_peak_17968,613,.,25.013,64.93092,61.302209999999995,149,True,True
7128,chr20,3319708,3319925,Sox19b_dome_peak_17973,862,.,23.89803,90.2122,86.29847,89,True,False
7129,chr20,3402644,3402806,Sox19b_dome_peak_17975,198,.,12.75331,22.80632,19.84141,59,True,False
7130,chr20,3586902,3587470,Sox19b_dome_peak_17979,401,.,16.745,43.54071,40.199729999999995,366,True,False
7131,chr20,3663709,3664104,Sox19b_dome_peak_17982,229,.,13.03787,25.9505,22.91696,343,True,False
7132,chr20,3760408,3760642,Sox19b_dome_peak_17984,377,.,19.949170000000002,41.09082,37.78756,73,True,True
7133,chr20,4295053,4295609,Sox19b_dome_peak_17997,1881,.,34.06729,193.22365,188.19301000000002,187,False,True
7134,chr20,4302212,4302350,Sox19b_dome_peak_17998,295,.,16.53475,32.67331,29.50935,75,True,True
7135,chr20,4326785,4327211,Sox19b_dome_peak_17999,976,.,24.44813,101.72292,97.68295,213,False,True
7136,chr20,4348444,4348616,Sox19b_dome_peak_18000,139,.,10.02064,16.76214,13.94841,91,True,False
7137,chr20,4369216,4369687,Sox19b_dome_peak_18002,426,.,17.3262,46.065979999999996,42.68741,275,False,True
7138,chr20,4492595,4492775,Sox19b_dome_peak_18003,172,.,11.56228,20.13907,17.23669,100,True,True
7139,chr20,4549973,4550254,Sox19b_dome_peak_18004,2026,.,36.34675,207.80937,202.62135,111,True,True
7140,chr20,4625779,4626005,Sox19b_dome_peak_18009,171,.,11.54123,20.08841,17.188,112,True,True
7141,chr20,4687029,4687225,Sox19b_dome_peak_18012,267,.,15.51087,29.88608,26.77355,87,True,True
7142,chr20,4696793,4697285,Sox19b_dome_peak_18013,248,.,13.17775,27.916040000000002,24.842270000000003,159,True,True
7143,chr20,4706933,4707242,Sox19b_dome_peak_18014,221,.,13.4093,25.13249,22.11649,74,True,True
7144,chr20,4726093,4726211,Sox19b_dome_peak_18015,188,.,12.20748,21.8291,18.88666,65,True,True
7145,chr20,4737898,4738112,Sox19b_dome_peak_18016,366,.,18.00851,39.91735,36.63211,119,True,True
7146,chr20,4793496,4793700,Sox19b_dome_peak_18017,199,.,12.63598,22.95244,19.98433,76,True,False
7147,chr20,5093405,5093618,Sox19b_dome_peak_18024,176,.,11.694339999999999,20.57206,17.6595,146,True,True
7148,chr20,5322403,5322831,Sox19b_dome_peak_18027,629,.,22.94924,66.59509,62.94696,323,True,True
7149,chr20,5377951,5378240,Sox19b_dome_peak_18031,149,.,10.35421,17.75756,14.91744,230,True,False
7150,chr20,5400885,5401244,Sox19b_dome_peak_18032,833,.,28.449270000000002,87.2597,83.3778,164,True,False
7151,chr20,5561297,5561487,Sox19b_dome_peak_18035,189,.,12.333089999999999,21.87045,18.92679,104,True,False
7152,chr20,5767841,5768023,Sox19b_dome_peak_18037,390,.,20.34579,42.33578,39.01338,106,True,False
7153,chr20,5892661,5892963,Sox19b_dome_peak_18041,408,.,20.10707,44.22045,40.86931,122,False,True
7154,chr20,6034279,6034422,Sox19b_dome_peak_18042,229,.,13.85106,25.95426,22.92055,42,True,False
7155,chr20,6072892,6073241,Sox19b_dome_peak_18044,208,.,13.17441,23.808220000000002,20.82062,160,True,False
7156,chr20,6178984,6179259,Sox19b_dome_peak_18049,251,.,14.057920000000001,28.23603,25.15602,150,True,False
7157,chr20,6404197,6404324,Sox19b_dome_peak_18051,189,.,12.333089999999999,21.87045,18.92679,69,True,False
7158,chr20,6533132,6533297,Sox19b_dome_peak_18053,541,.,24.98477,57.714969999999994,54.17528000000001,88,True,True
7159,chr20,6630201,6630577,Sox19b_dome_peak_18055,914,.,28.10367,95.38819000000001,91.41736,95,True,False
7160,chr20,6639751,6639902,Sox19b_dome_peak_18056,140,.,10.00347,16.8419,14.02619,47,True,True
7161,chr20,6710063,6710334,Sox19b_dome_peak_18057,373,.,18.42707,40.63494,37.33853,87,True,True
7162,chr20,6826796,6827171,Sox19b_dome_peak_18060,562,.,22.49832,59.80028000000001,56.23438,94,False,True
7163,chr20,6909333,6909520,Sox19b_dome_peak_18062,485,.,23.37738,52.0629,48.59867,63,True,True
7164,chr20,7072509,7072663,Sox19b_dome_peak_18064,222,.,13.780370000000001,25.252110000000002,22.23358,51,True,False
7165,chr20,7166725,7166835,Sox19b_dome_peak_18066,449,.,22.86394,48.33696,44.92525,74,True,False
7166,chr20,7529564,7529771,Sox19b_dome_peak_18076,214,.,13.2278,24.41292,21.41229,107,True,True
7167,chr20,7547032,7547320,Sox19b_dome_peak_18078,141,.,10.153960000000001,16.99652,14.176870000000001,59,True,True
7168,chr20,7764924,7765068,Sox19b_dome_peak_18082,188,.,12.20748,21.8291,18.88666,47,True,True
7169,chr20,7984047,7984231,Sox19b_dome_peak_18084,238,.,14.16075,26.93047,23.87675,104,True,True
7170,chr20,7995054,7995400,Sox19b_dome_peak_18085,1937,.,34.1047,198.8132,193.72688,206,False,False
7171,chr20,8003696,8004039,Sox19b_dome_peak_18086,1228,.,26.7143,127.20665,122.89951,201,True,True
7172,chr20,8009290,8009436,Sox19b_dome_peak_18088,335,.,12.64077,36.76149,33.52731,60,True,True
7173,chr20,8011190,8011447,Sox19b_dome_peak_18089,321,.,14.103539999999999,35.34856,32.13847,163,True,True
7174,chr20,8017069,8017338,Sox19b_dome_peak_18091,1510,.,26.54278,155.64536999999999,151.03441,102,True,True
7175,chr20,8017967,8018227,Sox19b_dome_peak_18092,613,.,14.3292,64.94641999999999,61.31734,81,True,False
7176,chr20,8025401,8025612,Sox19b_dome_peak_18094,2386,.,41.28346,244.25502000000003,238.6429,134,False,False
7177,chr20,8157896,8158100,Sox19b_dome_peak_18096,158,.,10.912189999999999,18.66522,15.80057,136,True,False
7178,chr20,8363739,8364051,Sox19b_dome_peak_18100,1574,.,37.53666,162.1143,157.43463,124,True,True
7179,chr20,8406436,8406685,Sox19b_dome_peak_18103,366,.,16.33302,39.89179,36.60713,73,True,True
7180,chr20,8449825,8450161,Sox19b_dome_peak_18105,583,.,18.994629999999997,61.95543000000001,58.36303,95,True,False
7181,chr20,8708806,8708995,Sox19b_dome_peak_18110,242,.,14.638229999999998,27.26117,24.200570000000003,103,True,False
7182,chr20,8727097,8727350,Sox19b_dome_peak_18111,1090,.,34.07512,113.21525,109.05057,140,True,True
7183,chr20,8733854,8734063,Sox19b_dome_peak_18112,386,.,18.43013,42.01104,38.693540000000006,59,True,True
7184,chr20,8884798,8885200,Sox19b_dome_peak_18113,292,.,15.49107,32.4227,29.263279999999998,167,True,True
7185,chr20,9506611,9506774,Sox19b_dome_peak_18123,172,.,11.56228,20.13907,17.23669,125,True,False
7186,chr20,9519643,9519790,Sox19b_dome_peak_18125,189,.,12.333089999999999,21.87045,18.92679,76,True,True
7187,chr20,9594271,9594547,Sox19b_dome_peak_18127,197,.,12.53191,22.755489999999998,19.79143,196,True,False
7188,chr20,9616379,9616641,Sox19b_dome_peak_18129,228,.,11.287560000000001,25.93007,22.89722,76,True,False
7189,chr20,10048294,10048417,Sox19b_dome_peak_18138,164,.,11.1663,19.31551,16.43391,55,True,True
7190,chr20,10105686,10105820,Sox19b_dome_peak_18140,247,.,10.99237,27.832959999999996,24.76106,66,True,True
7191,chr20,10106285,10106720,Sox19b_dome_peak_18141,436,.,15.77025,47.062909999999995,43.6694,132,True,True
7192,chr20,10112773,10113176,Sox19b_dome_peak_18143,1155,.,11.29973,119.81863,115.58718999999999,280,True,False
7193,chr20,10115237,10115486,Sox19b_dome_peak_18145,1553,.,13.378029999999999,159.98044,155.32312,156,False,True
7194,chr20,10116405,10116715,Sox19b_dome_peak_18146,1732,.,14.29815,178.08595,173.22169,116,True,False
7195,chr20,10379779,10380050,Sox19b_dome_peak_18150,189,.,12.06807,21.896810000000002,18.952479999999998,154,True,True
7196,chr20,10395767,10395941,Sox19b_dome_peak_18151,372,.,19.08456,40.51935,37.224740000000004,85,True,False
7197,chr20,10409033,10409535,Sox19b_dome_peak_18152,487,.,20.47651,52.26147,48.79435,412,True,True
7198,chr20,10430649,10430798,Sox19b_dome_peak_18153,144,.,10.10914,17.311139999999998,14.483179999999999,66,True,False
7199,chr20,10434835,10434998,Sox19b_dome_peak_18154,145,.,10.16259,17.40772,14.57686,77,True,True
7200,chr20,10501923,10502097,Sox19b_dome_peak_18155,343,.,18.132070000000002,37.64479,34.39543,88,True,True
7201,chr20,10652933,10653188,Sox19b_dome_peak_18158,171,.,11.50037,20.00101,17.1028,39,True,False
7202,chr20,10676670,10677013,Sox19b_dome_peak_18159,208,.,12.399989999999999,23.81745,20.82924,105,True,False
7203,chr20,10791769,10791873,Sox19b_dome_peak_18162,153,.,10.61145,18.23686,15.3844,71,True,True
7204,chr20,10834924,10835178,Sox19b_dome_peak_18166,190,.,11.8862,21.98464,19.03828,161,True,True
7205,chr20,10955933,10956210,Sox19b_dome_peak_18170,373,.,18.83159,40.68589,37.388709999999996,180,True,False
7206,chr20,11101193,11101369,Sox19b_dome_peak_18173,212,.,11.70238,24.277279999999998,21.2796,57,True,False
7207,chr20,11102389,11102612,Sox19b_dome_peak_18174,412,.,18.22022,44.56592,41.20946,88,True,False
7208,chr20,11128949,11129173,Sox19b_dome_peak_18175,791,.,30.932340000000003,83.01965,79.18455,129,True,True
7209,chr20,11427646,11427823,Sox19b_dome_peak_18177,218,.,13.575460000000001,24.81932,21.80995,100,True,False
7210,chr20,11830189,11830369,Sox19b_dome_peak_18178,155,.,10.79146,18.435660000000002,15.577029999999999,108,True,False
7211,chr20,11956669,11956874,Sox19b_dome_peak_18179,187,.,11.74099,21.73238,18.79204,138,True,False
7212,chr20,11959733,11959921,Sox19b_dome_peak_18180,196,.,12.00535,22.6519,19.69033,130,True,True
7213,chr20,12426926,12427118,Sox19b_dome_peak_18185,219,.,13.65669,24.98961,21.97658,125,True,True
7214,chr20,12452191,12452370,Sox19b_dome_peak_18186,248,.,14.67175,27.890759999999997,24.81756,91,True,False
7215,chr20,12643811,12643927,Sox19b_dome_peak_18187,157,.,10.79017,18.5771,15.71442,61,True,False
7216,chr20,13191968,13192146,Sox19b_dome_peak_18193,253,.,14.47834,28.4349,25.35068,54,True,True
7217,chr20,13446438,13446638,Sox19b_dome_peak_18200,852,.,17.144920000000003,89.17258000000001,85.26997,124,True,False
7218,chr20,13447860,13448208,Sox19b_dome_peak_18201,1356,.,23.443279999999998,140.07416,135.6328,114,False,False
7219,chr20,13474788,13475125,Sox19b_dome_peak_18202,292,.,15.137960000000001,32.43975,29.28003,150,True,True
7220,chr20,13493877,13493986,Sox19b_dome_peak_18203,215,.,13.301029999999999,24.55188,21.54809,64,True,True
7221,chr20,13578517,13578683,Sox19b_dome_peak_18206,166,.,11.29757,19.58125,16.69323,94,True,False
7222,chr20,13672160,13672472,Sox19b_dome_peak_18209,200,.,12.20871,23.0016,20.03231,285,True,False
7223,chr20,13926722,13927005,Sox19b_dome_peak_18214,177,.,11.34804,20.61489,17.701,176,True,False
7224,chr20,13939345,13939613,Sox19b_dome_peak_18215,1236,.,32.944790000000005,127.98052,123.666,192,True,True
7225,chr20,14116611,14116726,Sox19b_dome_peak_18218,210,.,13.18339,24.01882,21.0264,55,True,False
7226,chr20,14122519,14122813,Sox19b_dome_peak_18219,354,.,17.30114,38.713840000000005,35.447390000000006,149,True,False
7227,chr20,14781576,14781914,Sox19b_dome_peak_18226,355,.,17.37698,38.842420000000004,35.57397,95,True,False
