,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain nanog motif
1215,chr21,13011227,13011418,Nanog_256_peak_7048,332,.,15.61599,37.95593,33.299,54,False
1216,chr21,13149409,13149528,Nanog_256_peak_7051,407,.,15.412820000000002,45.637229999999995,40.74134,79,True
1217,chr21,13150039,13150213,Nanog_256_peak_7052,233,.,10.88246,27.630309999999998,23.36306,48,False
1218,chr21,13692851,13693193,Nanog_256_peak_7055,392,.,12.57585,44.12382,39.26739,194,True
1219,chr21,13699774,13700067,Nanog_256_peak_7056,1106,.,25.24553,116.93793000000001,110.67307,77,True
1220,chr21,14093373,14093525,Nanog_256_peak_7061,218,.,13.09065,26.03983,21.83563,105,False
1221,chr21,14741162,14741330,Nanog_256_peak_7068,185,.,12.21163,22.556279999999997,18.50008,60,False
1222,chr21,15437995,15438169,Nanog_256_peak_7074,493,.,14.307210000000001,54.502340000000004,49.36805,110,False
1223,chr21,15439478,15439760,Nanog_256_peak_7075,1051,.,23.67551,111.35051999999999,105.15438,65,False
1224,chr21,15757463,15757685,Nanog_256_peak_7079,222,.,12.32579,26.490209999999998,22.26807,144,True
1225,chr21,15927124,15927427,Nanog_256_peak_7083,1013,.,14.478679999999999,107.50711000000001,101.38039,165,True
1226,chr21,16511950,16512117,Nanog_256_peak_7094,252,.,14.20006,29.63148,25.28151,113,True
1227,chr21,17398203,17398440,Nanog_256_peak_7103,210,.,13.22676,25.2486,21.0767,101,True
1228,chr21,17515621,17515781,Nanog_256_peak_7110,141,.,10.05109,17.96568,14.13631,14,False
1229,chr21,18008620,18008815,Nanog_256_peak_7112,172,.,10.843010000000001,21.20506,17.21432,118,False
1230,chr21,18261909,18262091,Nanog_256_peak_7121,185,.,11.04199,22.61374,18.55471,138,False
1231,chr21,18619190,18619419,Nanog_256_peak_7128,159,.,10.02378,19.8462,15.921570000000001,43,False
1232,chr21,19062443,19062568,Nanog_256_peak_7130,297,.,16.57977,34.30614,29.782790000000002,72,False
1233,chr21,19387519,19387735,Nanog_256_peak_7136,224,.,14.01495,26.66222,22.43402,44,False
1234,chr21,19919879,19920073,Nanog_256_peak_7144,209,.,12.843060000000001,25.08525,20.92145,64,False
1235,chr21,20169450,20169697,Nanog_256_peak_7147,191,.,12.341610000000001,23.2316,19.1481,152,False
1236,chr21,20557992,20558238,Nanog_256_peak_7150,237,.,12.182,28.08372,23.79808,182,True
1237,chr21,21416412,21416761,Nanog_256_peak_7161,140,.,10.22068,17.85386,14.03036,220,False
1238,chr21,21519903,21520259,Nanog_256_peak_7162,162,.,10.57169,20.2414,16.29605,282,False
1239,chr21,21850236,21850400,Nanog_256_peak_7164,269,.,15.22119,31.36727,26.951079999999997,70,True
1240,chr21,22878685,22878821,Nanog_256_peak_7172,180,.,11.3921,22.118679999999998,18.083029999999997,51,False
1241,chr21,23168976,23169219,Nanog_256_peak_7174,205,.,12.29242,24.69758,20.55114,150,False
1242,chr21,23637859,23638228,Nanog_256_peak_7177,206,.,11.31546,24.78838,20.638560000000002,263,True
1243,chr21,24879803,24880039,Nanog_256_peak_7189,209,.,12.53817,25.10908,20.94428,83,False
1244,chr21,25618236,25618465,Nanog_256_peak_7196,163,.,10.28275,20.27587,16.32881,109,True
1245,chr21,25865398,25865570,Nanog_256_peak_7197,267,.,15.43435,31.17118,26.76272,63,False
1246,chr21,26383030,26383259,Nanog_256_peak_7208,142,.,10.353010000000001,18.08566,14.25058,69,True
1247,chr21,27404644,27404968,Nanog_256_peak_7222,157,.,10.8149,19.69603,15.77915,184,True
1248,chr21,27611139,27611381,Nanog_256_peak_7223,154,.,10.634730000000001,19.39001,15.48739,163,False
1249,chr21,27633658,27633817,Nanog_256_peak_7225,189,.,11.6283,23.04205,18.9657,86,False
1250,chr21,27641447,27641788,Nanog_256_peak_7226,209,.,12.873619999999999,25.13733,20.97107,152,False
1251,chr21,28222591,28222763,Nanog_256_peak_7229,160,.,10.974260000000001,19.96846,16.0372,54,False
1252,chr21,28875808,28875956,Nanog_256_peak_7234,160,.,11.50564,20.00323,16.069879999999998,73,False
1253,chr21,29029256,29029549,Nanog_256_peak_7236,311,.,14.72066,35.72616,31.15137,114,True
1254,chr21,31011872,31012390,Nanog_256_peak_7251,262,.,11.16804,30.64136,26.25127,112,True
1255,chr21,31158802,31158989,Nanog_256_peak_7254,358,.,17.61948,40.63815,35.89387,65,True
1256,chr21,32079891,32080058,Nanog_256_peak_7259,1073,.,31.979329999999997,113.5943,107.36598000000001,96,True
1257,chr21,32704756,32704849,Nanog_256_peak_7265,144,.,10.65443,18.31811,14.468329999999998,50,False
1258,chr21,32894711,32894841,Nanog_256_peak_7269,130,.,10.01689,16.86735,13.09485,92,True
1259,chr21,33381202,33381564,Nanog_256_peak_7270,319,.,14.004,36.5555,31.94975,79,True
1260,chr21,33849259,33849503,Nanog_256_peak_7275,290,.,14.63676,33.54554,29.05013,116,True
1261,chr21,34119683,34119820,Nanog_256_peak_7277,191,.,12.6043,23.25945,19.17438,85,False
1262,chr21,37184355,37184625,Nanog_256_peak_7301,357,.,14.992120000000002,40.45061,35.71228,162,True
1263,chr21,37461629,37461950,Nanog_256_peak_7312,276,.,15.95798,32.09875,27.654940000000003,186,True
1264,chr21,38686145,38686279,Nanog_256_peak_7323,184,.,12.3719,22.45589,18.40471,49,True
1265,chr21,39323256,39323462,Nanog_256_peak_7329,270,.,14.567820000000001,31.48003,27.05943,77,True
1266,chr21,40417478,40417705,Nanog_256_peak_7343,146,.,10.12853,18.53955,14.679260000000001,78,False
1267,chr21,40822443,40822797,Nanog_256_peak_7348,347,.,14.4312,39.4367,34.72885,207,True
1268,chr21,42209240,42209486,Nanog_256_peak_7360,443,.,15.7578,49.31493,44.32863,177,False
1269,chr21,42685348,42685473,Nanog_256_peak_7365,329,.,10.87003,37.56923,32.92692,61,False
1270,chr21,42830766,42830878,Nanog_256_peak_7367,132,.,10.10295,17.03138,13.25026,50,False
1271,chr21,43141181,43141585,Nanog_256_peak_7373,217,.,10.96984,25.97484,21.7735,178,False
1272,chr21,44264593,44264827,Nanog_256_peak_7387,181,.,11.1032,22.16844,18.1307,84,True
1273,chr21,45814583,45814701,Nanog_256_peak_7408,140,.,10.24687,17.8996,14.073429999999998,69,False
1274,chr22,817446,817556,Nanog_256_peak_7417,139,.,10.1429,17.71844,13.90195,69,False
1275,chr22,1248718,1249071,Nanog_256_peak_7421,619,.,23.38577,67.35728,61.938109999999995,149,False
1276,chr22,1300410,1300534,Nanog_256_peak_7425,158,.,11.40997,19.77733,15.856679999999999,66,False
1277,chr22,2206432,2206609,Nanog_256_peak_7433,156,.,10.99047,19.584410000000002,15.672529999999998,130,True
1278,chr22,3153766,3153931,Nanog_256_peak_7440,145,.,10.544130000000001,18.423920000000003,14.569270000000001,91,True
1279,chr22,3299084,3299181,Nanog_256_peak_7444,135,.,10.13777,17.362820000000003,13.5643,63,False
1280,chr22,4795824,4796101,Nanog_256_peak_7458,308,.,10.21463,35.39755,30.833809999999996,80,False
1281,chr22,4796653,4797000,Nanog_256_peak_7459,516,.,14.07058,56.88541,51.68841,148,False
1282,chr22,5171451,5171554,Nanog_256_peak_7461,144,.,10.71676,18.25346,14.408760000000001,49,False
1283,chr22,5710496,5710683,Nanog_256_peak_7465,221,.,13.275379999999998,26.35326,22.13566,144,False
1284,chr22,6164109,6164237,Nanog_256_peak_7467,394,.,20.83689,44.31926,39.45816,72,False
1285,chr22,6470018,6470167,Nanog_256_peak_7468,175,.,11.91025,21.61103,17.59996,38,False
1286,chr22,7257470,7257567,Nanog_256_peak_7475,135,.,10.13777,17.362820000000003,13.5643,56,False
1287,chr22,8795756,8796061,Nanog_256_peak_7480,985,.,25.36066,104.62305,98.53605999999999,150,True
1288,chr22,8987157,8987337,Nanog_256_peak_7483,135,.,10.279580000000001,17.37322,13.57368,51,False
1289,chr22,10539197,10539367,Nanog_256_peak_7499,240,.,13.419820000000001,28.32122,24.0248,62,False
1290,chr22,10571538,10571729,Nanog_256_peak_7500,195,.,11.68186,23.679170000000003,19.573539999999998,145,True
1291,chr22,10650556,10650751,Nanog_256_peak_7501,351,.,17.56729,39.85051,35.13063,87,False
1292,chr22,11145975,11146250,Nanog_256_peak_7508,347,.,12.00726,39.48336,34.773790000000005,174,True
1293,chr22,11438591,11438784,Nanog_256_peak_7515,234,.,13.73163,27.67965,23.4105,62,False
1294,chr22,12693840,12693990,Nanog_256_peak_7533,417,.,19.03639,46.70284,41.779309999999995,99,False
1295,chr22,13788812,13789096,Nanog_256_peak_7544,223,.,12.34976,26.530379999999997,22.30668,68,False
1296,chr22,15387694,15388164,Nanog_256_peak_7564,293,.,14.024189999999999,33.84745,29.341340000000002,334,False
1297,chr22,17127903,17128304,Nanog_256_peak_7583,316,.,15.043479999999999,36.27831,31.68502,171,True
1298,chr22,18548775,18549095,Nanog_256_peak_7596,428,.,14.25898,47.7821,42.83484,141,False
1299,chr22,18748248,18748525,Nanog_256_peak_7601,238,.,10.832510000000001,28.14657,23.8584,178,False
1300,chr22,19224998,19225132,Nanog_256_peak_7606,140,.,10.41845,17.876170000000002,14.05132,76,False
1301,chr22,20463449,20463631,Nanog_256_peak_7624,488,.,12.38617,53.962540000000004,48.84261,41,True
1302,chr22,20588027,20588486,Nanog_256_peak_7629,219,.,11.776530000000001,26.165779999999998,21.95642,256,True
1303,chr22,20837514,20837899,Nanog_256_peak_7631,338,.,14.31487,38.51572,33.84001,127,False
1304,chr22,22301048,22301192,Nanog_256_peak_7646,599,.,23.20995,65.30108,59.920590000000004,87,True
1305,chr22,23249434,23249582,Nanog_256_peak_7654,175,.,11.05145,21.5513,17.543029999999998,63,False
1306,chr22,24642218,24642566,Nanog_256_peak_7662,191,.,10.09723,23.262729999999998,19.17732,225,True
1307,chr22,26853173,26853371,Nanog_256_peak_7669,179,.,11.902619999999999,22.01326,17.98293,152,False
1308,chr22,34687783,34688085,Nanog_256_peak_7706,183,.,11.26505,22.43747,18.387439999999998,129,False
1309,chr22,35275736,35275856,Nanog_256_peak_7715,174,.,11.986239999999999,21.40429,17.40361,32,False
1310,chr22,36839719,36839901,Nanog_256_peak_7737,147,.,10.174660000000001,18.61656,14.751970000000002,104,False
1311,chr22,37339658,37340025,Nanog_256_peak_7741,478,.,15.28268,52.91366,47.82588,113,True
1312,chr22,38803984,38804088,Nanog_256_peak_7769,249,.,11.77394,29.25174,24.91648,63,False
1313,chr23,1320248,1320740,Nanog_256_peak_7784,236,.,13.16934,27.90198,23.62435,342,False
1314,chr23,1329580,1329796,Nanog_256_peak_7785,158,.,11.07674,19.7371,15.818029999999998,88,False
1315,chr23,1486372,1486715,Nanog_256_peak_7790,216,.,12.63945,25.840989999999998,21.6444,276,False
1316,chr23,2471809,2471951,Nanog_256_peak_7802,290,.,16.13297,33.52687,29.03231,66,True
1317,chr23,3484797,3485125,Nanog_256_peak_7815,271,.,14.994229999999998,31.57773,27.153979999999997,134,True
1318,chr23,3759478,3759679,Nanog_256_peak_7818,348,.,15.308010000000001,39.56698,34.85483,70,True
1319,chr23,3761238,3761385,Nanog_256_peak_7819,285,.,13.16663,33.02633,28.55043,87,False
1320,chr23,5822798,5822915,Nanog_256_peak_7833,190,.,12.28023,23.12523,19.04545,48,True
1321,chr23,5978045,5978437,Nanog_256_peak_7834,154,.,10.05515,19.38583,15.48369,204,True
1322,chr23,6768958,6769145,Nanog_256_peak_7838,265,.,13.47195,30.918670000000002,26.518420000000003,80,True
1323,chr23,7366525,7366685,Nanog_256_peak_7840,169,.,11.27495,20.93286,16.95576,82,True
1324,chr23,7820542,7820655,Nanog_256_peak_7846,170,.,11.04449,21.02841,17.045820000000003,50,False
1325,chr23,8027664,8027993,Nanog_256_peak_7850,269,.,14.13429,31.389590000000002,26.972179999999998,178,True
1326,chr23,10210189,10210315,Nanog_256_peak_7868,213,.,13.398010000000001,25.551029999999997,21.36639,72,True
1327,chr23,11377985,11378364,Nanog_256_peak_7874,268,.,12.93135,31.293570000000003,26.879720000000002,288,True
1328,chr23,11434235,11434374,Nanog_256_peak_7876,213,.,13.09172,25.51025,21.32774,45,False
1329,chr23,12817269,12817369,Nanog_256_peak_7883,140,.,10.41845,17.876170000000002,14.05132,45,False
1330,chr23,14007790,14007972,Nanog_256_peak_7891,270,.,13.0181,31.444329999999997,27.025009999999998,118,True
1331,chr23,14405115,14405337,Nanog_256_peak_7895,221,.,12.97413,26.4015,22.18241,36,True
1332,chr23,14810499,14810613,Nanog_256_peak_7900,191,.,11.06901,23.21889,19.13579,63,True
1333,chr23,14811164,14811275,Nanog_256_peak_7901,242,.,12.81592,28.53752,24.23338,37,True
1334,chr23,16424041,16424253,Nanog_256_peak_7916,186,.,11.75442,22.725179999999998,18.6617,77,False
1335,chr23,16691627,16691824,Nanog_256_peak_7919,355,.,17.39607,40.26079,35.527770000000004,40,True
1336,chr23,16776564,16776689,Nanog_256_peak_7920,275,.,15.91644,32.02449,27.583759999999998,65,False
1337,chr23,16805203,16805303,Nanog_256_peak_7921,185,.,12.685139999999999,22.6521,18.59194,33,False
1338,chr23,17786385,17786700,Nanog_256_peak_7931,266,.,11.40217,31.09235,26.6871,240,True
1339,chr23,17958228,17958598,Nanog_256_peak_7932,148,.,10.2212,18.69435,14.82569,48,False
1340,chr23,18792937,18793157,Nanog_256_peak_7943,206,.,12.04397,24.84695,20.69474,62,False
1341,chr23,18854411,18854595,Nanog_256_peak_7946,390,.,17.83855,43.91847,39.0697,70,True
1342,chr23,18982688,18982876,Nanog_256_peak_7948,333,.,14.84118,38.03508,33.37522,46,True
1343,chr23,19256300,19256608,Nanog_256_peak_7953,217,.,12.34867,25.93517,21.73505,202,True
1344,chr23,20518443,20518602,Nanog_256_peak_7965,263,.,13.721960000000001,30.69636,26.304029999999997,107,True
1345,chr23,20563805,20564002,Nanog_256_peak_7967,182,.,11.17199,22.282770000000003,18.23985,89,True
1346,chr23,20865294,20865607,Nanog_256_peak_7971,354,.,11.44323,40.18979,35.45916,248,False
1347,chr23,21614203,21614372,Nanog_256_peak_7978,250,.,14.07417,29.419420000000002,25.07698,90,True
1348,chr23,21765239,21765594,Nanog_256_peak_7979,233,.,11.532739999999999,27.576079999999997,23.31062,148,False
1349,chr23,23401371,23401478,Nanog_256_peak_8001,156,.,10.7628,19.60734,15.69459,55,False
1350,chr23,24699088,24699248,Nanog_256_peak_8015,176,.,11.40143,21.62687,17.61488,84,True
1351,chr23,24954858,24954998,Nanog_256_peak_8022,193,.,11.88376,23.4684,19.37349,70,False
1352,chr23,25868594,25868800,Nanog_256_peak_8031,242,.,13.534229999999999,28.51285,24.2092,115,False
1353,chr23,25879719,25880051,Nanog_256_peak_8033,239,.,13.363339999999999,28.22665,23.9348,237,False
1354,chr23,27195420,27195583,Nanog_256_peak_8053,250,.,15.43655,29.398529999999997,25.05694,47,False
1355,chr23,27649629,27649998,Nanog_256_peak_8058,264,.,12.31759,30.862479999999998,26.46387,237,False
1356,chr23,28811377,28811575,Nanog_256_peak_8072,197,.,11.09406,23.83202,19.71884,53,True
1357,chr23,29130445,29130602,Nanog_256_peak_8075,164,.,11.58269,20.35321,16.402079999999998,87,True
1358,chr23,31053906,31054123,Nanog_256_peak_8100,205,.,13.39388,24.72922,20.58129,163,False
1359,chr23,31172707,31172818,Nanog_256_peak_8105,142,.,10.53512,18.0934,14.25735,61,True
1360,chr23,31257918,31258028,Nanog_256_peak_8107,237,.,13.61325,28.05203,23.767120000000002,56,True
1361,chr23,31372806,31373062,Nanog_256_peak_8109,262,.,14.43547,30.63467,26.245070000000002,119,False
1362,chr23,32233330,32233717,Nanog_256_peak_8120,257,.,12.99183,30.10203,25.73391,67,False
1363,chr23,32281959,32282176,Nanog_256_peak_8121,208,.,13.092889999999999,25.01376,20.85374,133,False
1364,chr23,32799570,32800160,Nanog_256_peak_8124,172,.,10.20365,21.21161,17.22033,300,False
1365,chr23,33546097,33546512,Nanog_256_peak_8130,344,.,16.307779999999998,39.13216,34.433820000000004,259,False
1366,chr23,33618405,33618556,Nanog_256_peak_8131,175,.,10.75015,21.58181,17.572779999999998,88,False
1367,chr23,35399848,35400060,Nanog_256_peak_8148,256,.,15.37231,30.046870000000002,25.68049,61,False
1368,chr23,35765639,35765933,Nanog_256_peak_8153,302,.,14.97764,34.793479999999995,30.253020000000003,44,True
1369,chr23,36177019,36177135,Nanog_256_peak_8168,217,.,11.30739,25.9644,21.763270000000002,63,True
1370,chr23,36301228,36301465,Nanog_256_peak_8175,222,.,11.94745,26.45556,22.23415,136,False
1371,chr23,37809393,37809775,Nanog_256_peak_8187,468,.,15.15276,51.883990000000004,46.82725,195,False
1372,chr23,37814978,37815201,Nanog_256_peak_8189,525,.,14.75341,57.77851,52.5593,150,False
1373,chr23,37861374,37861524,Nanog_256_peak_8192,151,.,11.029160000000001,19.04251,15.15685,75,False
1374,chr23,38942847,38943084,Nanog_256_peak_8205,383,.,14.51808,43.198840000000004,38.372840000000004,80,False
1375,chr23,40949853,40950035,Nanog_256_peak_8219,172,.,11.692110000000001,21.22069,17.2287,98,False
1376,chr23,43638735,43639075,Nanog_256_peak_8252,273,.,13.988920000000002,31.792959999999997,27.361420000000003,263,True
1377,chr23,44961596,44961816,Nanog_256_peak_8267,195,.,11.01413,23.69709,19.59042,78,True
1378,chr23,45025708,45025858,Nanog_256_peak_8270,207,.,13.30582,24.94339,20.78685,92,False
1379,chr23,45092166,45092699,Nanog_256_peak_8271,324,.,15.08729,37.05117,32.4265,306,True
1380,chr23,45571358,45571527,Nanog_256_peak_8274,264,.,15.242,30.83472,26.436940000000003,61,False
1381,chr23,45769913,45770055,Nanog_256_peak_8278,167,.,11.423110000000001,20.74612,16.77775,75,False
1382,chr24,1676054,1676197,Nanog_256_peak_8304,380,.,20.05937,42.88008,38.06292,61,True
1383,chr24,1901550,1902047,Nanog_256_peak_8305,193,.,11.17419,23.395,19.30319,332,True
1384,chr24,2041624,2041852,Nanog_256_peak_8308,142,.,10.099039999999999,18.0467,14.21274,90,False
1385,chr24,3532762,3533091,Nanog_256_peak_8327,145,.,10.03753,18.38787,14.53501,273,True
1386,chr24,4130808,4130977,Nanog_256_peak_8341,297,.,12.72763,34.23806,29.716390000000004,125,True
1387,chr24,4148884,4149155,Nanog_256_peak_8342,521,.,20.62381,57.40805,52.199329999999996,185,False
1388,chr24,4447889,4448211,Nanog_256_peak_8351,340,.,14.44677,38.75369,34.06801,181,False
1389,chr24,4969671,4969842,Nanog_256_peak_8356,332,.,14.395079999999998,37.95346,33.29685,65,True
1390,chr24,5009905,5010158,Nanog_256_peak_8363,187,.,10.844439999999999,22.84222,18.77369,156,False
1391,chr24,5452022,5452257,Nanog_256_peak_8368,240,.,12.67304,28.29631,24.00145,94,False
1392,chr24,5924306,5924556,Nanog_256_peak_8374,260,.,14.6929,30.46528,26.08219,83,False
1393,chr24,6141042,6141143,Nanog_256_peak_8376,141,.,10.476460000000001,17.98388,14.15346,47,False
1394,chr24,7511226,7511358,Nanog_256_peak_8385,142,.,10.12319,18.08755,14.252270000000001,60,False
1395,chr24,8514597,8515079,Nanog_256_peak_8391,255,.,12.51863,29.929059999999996,25.56891,222,False
1396,chr24,8640438,8640710,Nanog_256_peak_8393,390,.,19.1475,43.93845,39.08895,78,False
1397,chr24,8654428,8654573,Nanog_256_peak_8394,378,.,14.21292,42.61061,37.80134,82,True
1398,chr24,8654878,8655109,Nanog_256_peak_8395,524,.,17.61166,57.63661999999999,52.42093,111,True
1399,chr24,9479172,9479439,Nanog_256_peak_8408,172,.,10.86578,21.24286,17.249589999999998,116,False
1400,chr24,9496041,9496231,Nanog_256_peak_8409,164,.,10.959710000000001,20.39932,16.44585,130,False
1401,chr24,10299896,10300174,Nanog_256_peak_8415,363,.,16.63697,41.135290000000005,36.371179999999995,83,True
1402,chr24,10528671,10528868,Nanog_256_peak_8418,253,.,14.263860000000001,29.73907,25.386329999999997,97,True
1403,chr24,10650031,10650325,Nanog_256_peak_8422,251,.,11.936919999999999,29.543120000000002,25.19569,105,True
1404,chr24,12408513,12408701,Nanog_256_peak_8444,447,.,17.65266,49.74373,44.74337,113,False
1405,chr24,12833826,12834148,Nanog_256_peak_8451,286,.,10.28469,33.12753,28.647790000000004,140,False
1406,chr24,13274622,13275024,Nanog_256_peak_8455,249,.,11.120989999999999,29.304540000000003,24.96661,243,False
1407,chr24,14446309,14446484,Nanog_256_peak_8466,225,.,14.09128,26.80237,22.56748,71,False
1408,chr24,14591088,14591481,Nanog_256_peak_8470,256,.,12.18045,29.97598,25.61283,179,True
1409,chr24,15229132,15229237,Nanog_256_peak_8479,162,.,10.52662,20.16664,16.22576,71,False
1410,chr24,15365726,15366055,Nanog_256_peak_8483,155,.,11.13124,19.4931,15.585510000000001,167,True
1411,chr24,16819695,16819806,Nanog_256_peak_8493,561,.,26.255,61.45086,56.1485,54,False
1412,chr24,17334547,17334713,Nanog_256_peak_8509,138,.,10.27619,17.61443,13.802879999999998,60,False
1413,chr24,17622656,17622835,Nanog_256_peak_8512,278,.,14.318589999999999,32.3486,27.89645,118,False
1414,chr24,17807126,17807493,Nanog_256_peak_8513,760,.,19.53504,81.78979,76.09161999999999,175,True
1415,chr24,18461787,18462189,Nanog_256_peak_8516,170,.,11.06925,21.069770000000002,17.08465,183,False
1416,chr24,18787675,18787905,Nanog_256_peak_8518,264,.,14.89975,30.8173,26.420409999999997,115,True
1417,chr24,19514959,19515289,Nanog_256_peak_8522,264,.,11.28389,30.865070000000003,26.466379999999997,187,False
1418,chr24,19754711,19754971,Nanog_256_peak_8526,263,.,13.37311,30.750970000000002,26.35625,94,True
1419,chr24,20267016,20267182,Nanog_256_peak_8532,317,.,15.071029999999999,36.325309999999995,31.72962,104,True
1420,chr24,21099866,21100024,Nanog_256_peak_8541,142,.,10.099039999999999,18.0467,14.21274,108,True
1421,chr24,21148398,21148589,Nanog_256_peak_8542,235,.,12.757539999999999,27.82071,23.5462,83,False
1422,chr24,21540439,21540895,Nanog_256_peak_8545,323,.,13.85162,36.97655,32.35504,104,True
1423,chr24,21682068,21682299,Nanog_256_peak_8549,383,.,15.281310000000001,43.1661,38.340990000000005,131,False
1424,chr24,23515322,23515628,Nanog_256_peak_8562,294,.,14.89751,33.98513,29.47425,172,False
1425,chr24,23612461,23612732,Nanog_256_peak_8563,219,.,12.47462,26.14555,21.937379999999997,96,True
1426,chr24,23627799,23628015,Nanog_256_peak_8564,298,.,14.72195,34.36092,29.836009999999998,127,True
1427,chr24,23653738,23653894,Nanog_256_peak_8565,235,.,14.14003,27.84106,23.56595,94,True
1428,chr24,24357476,24357833,Nanog_256_peak_8576,210,.,11.5838,25.24244,21.071720000000003,161,False
1429,chr24,24463700,24463991,Nanog_256_peak_8578,403,.,14.419979999999999,45.19106,40.30616,168,True
1430,chr24,25516929,25517338,Nanog_256_peak_8596,281,.,12.20155,32.601209999999995,28.14058,259,True
1431,chr24,27681542,27681940,Nanog_256_peak_8622,168,.,10.922369999999999,20.82461,16.85229,143,False
1432,chr24,32199522,32199767,Nanog_256_peak_8654,226,.,12.922789999999999,26.894409999999997,22.65527,72,False
1433,chr24,32485699,32485918,Nanog_256_peak_8658,159,.,11.16437,19.89305,15.965689999999999,75,True
1434,chr24,33542031,33542265,Nanog_256_peak_8668,304,.,16.287760000000002,35.01993,30.47077,64,False
1435,chr24,34036892,34037088,Nanog_256_peak_8671,162,.,11.48289,20.159779999999998,16.219179999999998,128,False
1436,chr24,34110381,34110869,Nanog_256_peak_8675,481,.,16.59751,53.26954,48.1717,293,False
1437,chr24,36480404,36481259,Nanog_256_peak_8704,440,.,11.09394,49.0127,44.03577,550,True
1438,chr24,38786606,38787024,Nanog_256_peak_8721,498,.,18.79484,54.99205,49.846270000000004,308,False
1439,chr24,40727360,40727590,Nanog_256_peak_8733,311,.,16.30378,35.69165,31.11758,82,False
1440,chr24,40845343,40845502,Nanog_256_peak_8735,252,.,14.168379999999999,29.57808,25.229689999999998,78,False
1441,chr24,41160560,41160808,Nanog_256_peak_8740,151,.,10.65842,19.00374,15.120070000000002,168,False
1442,chr24,41220541,41220722,Nanog_256_peak_8741,285,.,16.69482,32.97912,28.50488,79,True
1443,chr24,41334649,41334765,Nanog_256_peak_8744,163,.,11.54923,20.28814,16.34085,65,False
1444,chr24,41606043,41606219,Nanog_256_peak_8749,142,.,10.32627,18.03867,14.205229999999998,96,False
1445,chr25,234611,234765,Nanog_256_peak_8758,207,.,13.50929,24.95155,20.79464,67,False
1446,chr25,381335,381573,Nanog_256_peak_8763,259,.,14.59162,30.293409999999998,25.917370000000002,138,False
1447,chr25,2592378,2592537,Nanog_256_peak_8784,157,.,11.22499,19.668689999999998,15.753029999999999,81,False
1448,chr25,2723307,2723574,Nanog_256_peak_8787,152,.,10.76685,19.1922,15.29885,75,True
1449,chr25,4366309,4366503,Nanog_256_peak_8806,283,.,15.389579999999999,32.86493,28.3943,70,True
1450,chr25,4738214,4739257,Nanog_256_peak_8812,335,.,10.10798,38.16957,33.50443,341,False
1451,chr25,6261667,6261783,Nanog_256_peak_8829,219,.,13.7177,26.1223,21.91508,38,False
1452,chr25,6390023,6390344,Nanog_256_peak_8831,401,.,17.62237,45.05444,40.17221,213,False
1453,chr25,7538802,7538955,Nanog_256_peak_8841,156,.,11.16231,19.55114,15.640920000000001,43,False
1454,chr25,9286167,9286508,Nanog_256_peak_8854,332,.,12.86351,37.87634,33.22275,244,False
1455,chr25,10012136,10012253,Nanog_256_peak_8858,180,.,12.44817,22.128610000000002,18.092470000000002,71,True
1456,chr25,11029881,11030123,Nanog_256_peak_8867,188,.,12.18931,22.96813,18.894289999999998,73,True
1457,chr25,11383941,11384159,Nanog_256_peak_8871,178,.,11.81295,21.85718,17.834220000000002,94,True
1458,chr25,12475473,12475738,Nanog_256_peak_8877,198,.,12.46219,23.923679999999997,19.80648,97,True
1459,chr25,13258688,13258927,Nanog_256_peak_8880,147,.,10.65654,18.62494,14.759979999999999,148,False
1460,chr25,13264056,13264237,Nanog_256_peak_8881,382,.,19.447110000000002,43.06657,38.24463,91,False
1461,chr25,14428101,14428275,Nanog_256_peak_8890,161,.,11.055710000000001,20.10841,16.16982,53,True
1462,chr25,14508381,14508692,Nanog_256_peak_8893,413,.,10.79017,46.22691,41.31641,210,False
1463,chr25,14537204,14537633,Nanog_256_peak_8896,213,.,11.73363,25.49522,21.313229999999997,264,True
1464,chr25,14568635,14568989,Nanog_256_peak_8897,395,.,16.82245,44.42708,39.56338,239,True
1465,chr25,14873401,14873570,Nanog_256_peak_8900,167,.,11.423110000000001,20.74612,16.77775,28,False
1466,chr25,15239559,15239872,Nanog_256_peak_8904,359,.,16.39284,40.71819,35.970009999999995,183,True
1467,chr25,16464886,16465188,Nanog_256_peak_8915,325,.,14.744439999999999,37.160709999999995,32.532709999999994,182,False
1468,chr25,16551585,16551791,Nanog_256_peak_8917,151,.,10.88872,19.04544,15.159329999999999,72,False
1469,chr25,16781863,16782059,Nanog_256_peak_8920,195,.,11.98911,23.64462,19.54048,62,False
1470,chr25,17585630,17585748,Nanog_256_peak_8927,132,.,10.10295,17.03138,13.25026,69,False
1471,chr25,17658213,17658800,Nanog_256_peak_8928,261,.,13.27571,30.58551,26.19766,55,True
1472,chr25,17885317,17885525,Nanog_256_peak_8931,212,.,12.70753,25.39347,21.21633,102,False
1473,chr25,18331407,18331622,Nanog_256_peak_8936,577,.,14.46176,63.056869999999996,57.721869999999996,80,True
1474,chr25,18333192,18333513,Nanog_256_peak_8937,327,.,10.53538,37.39894,32.76337,146,False
1475,chr25,18415629,18415808,Nanog_256_peak_8938,168,.,11.82243,20.82646,16.85406,116,False
1476,chr25,18436211,18436307,Nanog_256_peak_8939,137,.,10.24821,17.56332,13.75465,26,False
