,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain nanog motif,1k-cell new peak,in genome bin binding from 256-cell
2253,chr19,2602744,2602872,Nanog_1k_peak_9775,148,.,10.69759,18.213729999999998,14.82271,66,False,True,False
2254,chr19,3104350,3104469,Nanog_1k_peak_9779,148,.,10.2032,18.22318,14.831679999999999,52,False,False,True
2255,chr19,3164520,3164835,Nanog_1k_peak_9780,336,.,16.3314,37.76432,33.65323,107,False,False,True
2256,chr19,3170308,3170719,Nanog_1k_peak_9781,248,.,12.52304,28.6671,24.8577,213,False,True,True
2257,chr19,4353914,4354066,Nanog_1k_peak_9791,192,.,12.78395,22.87619,19.2849,97,True,True,False
2258,chr19,4415792,4416040,Nanog_1k_peak_9794,216,.,13.504679999999999,25.307879999999997,21.6214,61,True,False,True
2259,chr19,4851853,4852050,Nanog_1k_peak_9800,161,.,10.499139999999999,19.627860000000002,16.1731,101,False,True,True
2260,chr19,4968930,4969325,Nanog_1k_peak_9803,146,.,10.29342,17.98104,14.6007,149,False,True,False
2261,chr19,5252876,5253140,Nanog_1k_peak_9808,359,.,15.215770000000001,40.1262,35.94424,122,False,False,True
2262,chr19,5310334,5310485,Nanog_1k_peak_9810,158,.,11.04665,19.335910000000002,15.894520000000002,91,True,True,True
2263,chr19,5315840,5316127,Nanog_1k_peak_9811,244,.,13.356079999999999,28.21449,24.4221,166,False,False,True
2264,chr19,5865193,5865349,Nanog_1k_peak_9822,184,.,12.15564,22.05671,18.49914,76,False,True,False
2265,chr19,6042948,6043296,Nanog_1k_peak_9823,325,.,15.27706,36.67646,32.59892,164,True,False,True
2266,chr19,6134773,6134944,Nanog_1k_peak_9824,287,.,14.92919,32.7247,28.777109999999997,93,False,False,True
2267,chr19,6182053,6182281,Nanog_1k_peak_9826,149,.,10.647269999999999,18.30455,14.909189999999999,200,True,True,True
2268,chr19,6303965,6304115,Nanog_1k_peak_9832,239,.,12.33337,27.721220000000002,23.94656,37,True,False,True
2269,chr19,6383741,6383956,Nanog_1k_peak_9834,189,.,11.90373,22.4781,18.90297,71,False,False,True
2270,chr19,6444017,6444339,Nanog_1k_peak_9835,213,.,12.467360000000001,24.990389999999998,21.3158,85,False,True,False
2271,chr19,6775806,6776008,Nanog_1k_peak_9839,368,.,17.460729999999998,41.081920000000004,36.87129,97,False,True,False
2272,chr19,6880994,6881202,Nanog_1k_peak_9842,192,.,11.51485,22.853070000000002,19.26276,134,False,True,False
2273,chr19,7033622,7033722,Nanog_1k_peak_9846,144,.,10.52796,17.81863,14.445979999999999,59,False,True,False
2274,chr19,7149777,7149963,Nanog_1k_peak_9847,610,.,18.12012,66.01448,61.092780000000005,105,False,False,True
2275,chr19,7325213,7325512,Nanog_1k_peak_9852,324,.,16.41734,36.54489,32.47152,108,False,True,False
2276,chr19,7463842,7464102,Nanog_1k_peak_9854,285,.,11.78628,32.467209999999994,28.52822,84,False,True,False
2277,chr19,8481268,8481570,Nanog_1k_peak_9875,738,.,22.91199,79.05887,73.81307,154,True,False,True
2278,chr19,8634647,8634987,Nanog_1k_peak_9878,388,.,17.80557,43.1206,38.849059999999994,218,False,False,True
2279,chr19,8866659,8867056,Nanog_1k_peak_9880,214,.,11.89143,25.170939999999998,21.48984,108,True,True,False
2280,chr19,8940052,8940247,Nanog_1k_peak_9883,266,.,14.394879999999999,30.566390000000002,26.69107,74,False,True,False
2281,chr19,8972628,8973058,Nanog_1k_peak_9885,394,.,11.56816,43.7616,39.47197,142,True,True,False
2282,chr19,8984836,8984949,Nanog_1k_peak_9886,141,.,10.02488,17.514120000000002,14.15521,56,False,True,False
2283,chr19,9015246,9015486,Nanog_1k_peak_9888,290,.,16.19066,33.05402,29.094859999999997,118,True,False,True
2284,chr19,9429845,9430164,Nanog_1k_peak_9894,176,.,11.14172,21.19098,17.66967,250,True,False,True
2285,chr19,9741090,9741538,Nanog_1k_peak_9900,564,.,17.40633,61.26141,56.46978000000001,259,False,False,True
2286,chr19,9908231,9908431,Nanog_1k_peak_9906,165,.,11.227,20.005029999999998,16.53432,155,True,False,True
2287,chr19,10196335,10196514,Nanog_1k_peak_9909,154,.,10.34551,18.90258,15.48035,100,True,False,True
2288,chr19,10243537,10243773,Nanog_1k_peak_9912,156,.,11.031080000000001,19.04629,15.617510000000001,180,False,True,True
2289,chr19,10336525,10336756,Nanog_1k_peak_9915,170,.,11.65588,20.496370000000002,17.00467,92,True,True,False
2290,chr19,10410717,10410850,Nanog_1k_peak_9918,170,.,10.77388,20.57733,17.081870000000002,73,False,True,False
2291,chr19,10896227,10896442,Nanog_1k_peak_9922,322,.,15.03945,36.27142,32.20697,119,False,True,False
2292,chr19,11348044,11348214,Nanog_1k_peak_9938,137,.,10.2189,17.135270000000002,13.794379999999999,68,False,True,False
2293,chr19,12010928,12011179,Nanog_1k_peak_9947,188,.,12.13947,22.42871,18.85535,149,False,True,False
2294,chr19,12049842,12050055,Nanog_1k_peak_9950,251,.,14.501710000000001,29.000320000000002,25.17953,114,False,True,False
2295,chr19,12081047,12081293,Nanog_1k_peak_9951,172,.,11.15881,20.735689999999998,17.2332,131,False,True,False
2296,chr19,12143261,12143394,Nanog_1k_peak_9952,234,.,13.792929999999998,27.23919,23.48217,69,False,True,False
2297,chr19,12145768,12145910,Nanog_1k_peak_9953,149,.,10.2971,18.3829,14.98439,77,False,True,False
2298,chr19,12213315,12213489,Nanog_1k_peak_9954,188,.,11.8497,22.38593,18.81423,92,False,True,False
2299,chr19,12234607,12234696,Nanog_1k_peak_9956,149,.,10.49794,18.34178,14.94491,54,True,True,False
2300,chr19,12717211,12717433,Nanog_1k_peak_9961,155,.,10.8761,19.022389999999998,15.5949,167,False,True,False
2301,chr19,13959415,13959610,Nanog_1k_peak_9973,232,.,13.96039,27.02304,23.27375,108,True,True,True
2302,chr19,13994730,13994982,Nanog_1k_peak_9974,145,.,10.020439999999999,17.913970000000003,14.53686,120,True,False,True
2303,chr19,14053342,14053527,Nanog_1k_peak_9975,176,.,11.44122,21.21649,17.69407,83,False,False,True
2304,chr19,14157981,14158088,Nanog_1k_peak_9978,155,.,11.00057,18.98616,15.55975,50,False,True,True
2305,chr19,14191634,14191797,Nanog_1k_peak_9979,539,.,17.74608,58.70834,53.987230000000004,94,False,False,True
2306,chr19,14192280,14192507,Nanog_1k_peak_9980,555,.,17.74655,60.33201999999999,55.564859999999996,102,True,False,True
2307,chr19,14239584,14239797,Nanog_1k_peak_9982,170,.,11.05954,20.567729999999997,17.072860000000002,70,False,True,False
2308,chr19,14907743,14907974,Nanog_1k_peak_9990,328,.,13.8008,36.88449,32.80092,113,False,False,True
2309,chr19,15420764,15420855,Nanog_1k_peak_10000,228,.,13.72584,26.60962,22.87508,50,True,True,True
2310,chr19,15454271,15454591,Nanog_1k_peak_10006,527,.,15.971420000000002,57.4509,52.76497,131,False,False,True
2311,chr19,15545781,15545874,Nanog_1k_peak_10010,162,.,11.03326,19.66005,16.20425,38,False,True,False
2312,chr19,15569073,15569366,Nanog_1k_peak_10011,197,.,11.79997,23.328429999999997,19.718420000000002,142,False,True,False
2313,chr19,15649083,15649301,Nanog_1k_peak_10017,223,.,13.096689999999999,26.05005,22.33667,61,True,True,True
2314,chr19,15694773,15695212,Nanog_1k_peak_10019,545,.,17.61844,59.265209999999996,54.526990000000005,261,False,False,True
2315,chr19,15851272,15851564,Nanog_1k_peak_10022,200,.,11.019810000000001,23.706670000000003,20.08154,31,True,True,False
2316,chr19,16030737,16030881,Nanog_1k_peak_10027,145,.,10.268410000000001,17.93725,14.55945,72,False,True,False
2317,chr19,16045130,16045305,Nanog_1k_peak_10029,193,.,10.56939,22.94291,19.348979999999997,90,False,True,False
2318,chr19,16376111,16376407,Nanog_1k_peak_10037,287,.,12.63134,32.73312,28.7853,206,True,True,False
2319,chr19,16692920,16693118,Nanog_1k_peak_10044,209,.,13.47299,24.60675,20.94709,99,False,False,True
2320,chr19,16740410,16740562,Nanog_1k_peak_10045,245,.,14.91951,28.369040000000002,24.571260000000002,114,True,True,False
2321,chr19,17385207,17385317,Nanog_1k_peak_10051,157,.,11.09259,19.168210000000002,15.73396,19,False,True,False
2322,chr19,18095531,18095722,Nanog_1k_peak_10053,198,.,12.88503,23.43092,19.81655,112,False,True,False
2323,chr19,18325823,18325993,Nanog_1k_peak_10060,280,.,16.3651,31.933909999999997,28.01251,52,True,False,True
2324,chr19,18400909,18401131,Nanog_1k_peak_10061,218,.,13.610289999999999,25.503339999999998,21.810029999999998,175,False,True,False
2325,chr19,18533491,18533777,Nanog_1k_peak_10064,551,.,16.03102,59.9185,55.16264,167,False,False,True
2326,chr19,18860359,18860591,Nanog_1k_peak_10067,140,.,10.157919999999999,17.39927,14.045370000000002,125,False,True,False
2327,chr19,19512366,19512499,Nanog_1k_peak_10072,153,.,10.25567,18.75202,15.33642,38,False,True,False
2328,chr19,19559425,19559563,Nanog_1k_peak_10075,165,.,10.42956,20.0057,16.53461,36,False,True,False
2329,chr19,19600160,19600323,Nanog_1k_peak_10077,225,.,12.90594,26.28714,22.56482,54,False,True,True
2330,chr19,19612454,19612705,Nanog_1k_peak_10079,203,.,11.54021,24.00667,20.369220000000002,165,False,True,True
2331,chr19,19620065,19620313,Nanog_1k_peak_10080,298,.,13.647870000000001,33.87125,29.88382,125,False,False,True
2332,chr19,19715947,19716140,Nanog_1k_peak_10085,232,.,10.524280000000001,26.96385,23.21667,107,False,True,True
2333,chr19,19727836,19728156,Nanog_1k_peak_10088,359,.,12.29577,40.10625,35.92542,195,True,False,True
2334,chr19,19753058,19753297,Nanog_1k_peak_10093,267,.,12.205169999999999,30.661459999999998,26.782729999999997,133,True,True,True
2335,chr19,19785855,19786101,Nanog_1k_peak_10104,615,.,12.62032,66.43417,61.50179,118,True,True,True
2336,chr19,19869858,19870126,Nanog_1k_peak_10110,343,.,15.0778,38.44862,34.31687,134,True,True,True
2337,chr19,19878706,19879019,Nanog_1k_peak_10112,215,.,12.2691,25.22247,21.539170000000002,57,True,False,True
2338,chr19,20300089,20300324,Nanog_1k_peak_10128,295,.,13.07413,33.530159999999995,29.55463,168,False,False,True
2339,chr19,20618959,20619295,Nanog_1k_peak_10131,186,.,10.12255,22.17812,18.61485,100,False,True,False
2340,chr19,21365905,21366139,Nanog_1k_peak_10145,388,.,15.68505,43.16061,38.888,147,True,False,True
2341,chr19,21368628,21368779,Nanog_1k_peak_10146,242,.,11.45415,28.05459,24.2681,78,True,True,True
2342,chr19,21651470,21651743,Nanog_1k_peak_10147,326,.,16.55397,36.77568,32.69497,144,True,False,True
2343,chr19,21667182,21667489,Nanog_1k_peak_10148,320,.,14.9362,36.09507,32.036159999999995,184,False,False,True
2344,chr19,21678519,21678891,Nanog_1k_peak_10149,326,.,11.05971,36.737190000000005,32.65759,319,False,False,True
2345,chr19,21684352,21684719,Nanog_1k_peak_10151,518,.,14.510710000000001,56.46056,51.8021,206,False,False,True
2346,chr19,22021565,22021672,Nanog_1k_peak_10159,152,.,10.87461,18.637970000000003,15.22685,56,False,True,False
2347,chr19,22399093,22399395,Nanog_1k_peak_10166,181,.,11.94058,21.66571,18.12489,126,False,True,False
2348,chr19,22474038,22474218,Nanog_1k_peak_10168,284,.,14.722920000000002,32.37814,28.442,59,False,True,False
2349,chr19,22612436,22612585,Nanog_1k_peak_10174,152,.,10.87461,18.637970000000003,15.22685,57,True,True,False
2350,chr19,22765944,22766232,Nanog_1k_peak_10176,175,.,11.82001,21.09065,17.57299,172,False,True,False
2351,chr19,23700377,23700525,Nanog_1k_peak_10183,709,.,31.840329999999998,76.16841,70.98748,42,False,False,True
2352,chr19,24120503,24120720,Nanog_1k_peak_10187,274,.,12.586789999999999,31.34132,27.438990000000004,120,True,True,True
2353,chr19,24126189,24126365,Nanog_1k_peak_10190,543,.,18.77446,59.050290000000004,54.31889,133,True,False,True
2354,chr19,24546338,24546510,Nanog_1k_peak_10202,153,.,10.880230000000001,18.75101,15.33552,58,False,True,True
2355,chr19,24553356,24553746,Nanog_1k_peak_10203,400,.,17.67672,44.39228,40.08511,183,False,False,True
2356,chr19,24922666,24922806,Nanog_1k_peak_10205,174,.,11.959610000000001,20.99934,17.48559,52,True,True,False
2357,chr19,24931943,24932137,Nanog_1k_peak_10206,259,.,13.53744,29.75115,25.90268,117,False,True,False
2358,chr19,25773030,25773231,Nanog_1k_peak_10217,197,.,12.1385,23.37288,19.761029999999998,76,False,False,True
2359,chr19,25956433,25956669,Nanog_1k_peak_10225,290,.,11.384139999999999,32.96362,29.00818,200,False,True,False
2360,chr19,26049178,26049480,Nanog_1k_peak_10232,453,.,19.07153,49.86184,45.38982,142,False,True,False
2361,chr19,26210388,26210511,Nanog_1k_peak_10239,167,.,10.84252,20.20221,16.72332,44,False,True,False
2362,chr19,26312127,26312500,Nanog_1k_peak_10242,339,.,14.094489999999999,38.11627,33.99445,218,False,True,False
2363,chr19,26639957,26640142,Nanog_1k_peak_10247,193,.,12.153089999999999,22.90569,19.31336,126,False,True,False
2364,chr19,26768559,26768694,Nanog_1k_peak_10249,182,.,10.900310000000001,21.831329999999998,18.283379999999998,58,True,True,False
2365,chr19,26769893,26770059,Nanog_1k_peak_10250,183,.,10.963,21.935489999999998,18.38371,87,False,True,False
2366,chr19,26828417,26828835,Nanog_1k_peak_10251,434,.,17.4924,47.898509999999995,43.486740000000005,134,False,False,True
2367,chr19,26850855,26851105,Nanog_1k_peak_10252,436,.,18.47704,48.057809999999996,43.64085,149,False,False,True
2368,chr19,26947801,26948013,Nanog_1k_peak_10255,174,.,11.0241,20.99435,17.48094,72,False,True,False
2369,chr19,27211600,27211764,Nanog_1k_peak_10259,240,.,13.4501,27.77781,24.00135,77,True,True,True
2370,chr19,27254087,27254243,Nanog_1k_peak_10261,395,.,18.6743,43.856359999999995,39.56451,62,True,False,True
2371,chr19,27350008,27350106,Nanog_1k_peak_10268,183,.,11.26368,21.904529999999998,18.35351,58,False,True,True
2372,chr19,27390842,27391194,Nanog_1k_peak_10269,643,.,15.42095,69.34473,64.33891,285,True,False,True
2373,chr19,27391558,27391746,Nanog_1k_peak_10270,329,.,10.155610000000001,37.07665,32.9865,94,False,True,True
2374,chr19,27463393,27463525,Nanog_1k_peak_10272,179,.,11.57437,21.44487,17.91317,63,False,True,False
2375,chr19,27956766,27956876,Nanog_1k_peak_10277,207,.,13.03278,24.449939999999998,20.79628,42,False,True,False
2376,chr19,28131628,28132001,Nanog_1k_peak_10285,500,.,10.29684,54.69401,50.08204,149,False,True,True
2377,chr19,28147606,28147893,Nanog_1k_peak_10289,359,.,15.23908,40.16744,35.9841,106,False,False,True
2378,chr19,28163788,28164171,Nanog_1k_peak_10291,274,.,13.72385,31.345229999999997,27.44277,168,False,True,True
2379,chr19,28228043,28228526,Nanog_1k_peak_10294,438,.,14.50296,48.29141,43.867329999999995,228,False,True,True
2380,chr19,28255739,28255943,Nanog_1k_peak_10296,330,.,16.76323,37.12968,33.03751,66,False,False,True
2381,chr19,28312298,28312533,Nanog_1k_peak_10299,232,.,12.65133,27.03537,23.2854,129,True,True,False
2382,chr19,28558496,28558860,Nanog_1k_peak_10308,284,.,14.36319,32.42368,28.4858,165,False,True,False
2383,chr19,29453470,29453777,Nanog_1k_peak_10326,244,.,12.63596,28.23364,24.44067,59,False,True,False
2384,chr19,29746024,29746304,Nanog_1k_peak_10330,218,.,12.11427,25.54355,21.84872,160,False,True,True
2385,chr19,29768443,29768836,Nanog_1k_peak_10332,659,.,18.14457,71.03924,65.98826,249,False,False,True
2386,chr19,29785051,29785345,Nanog_1k_peak_10334,176,.,10.154819999999999,21.1295,17.61049,47,False,True,True
2387,chr19,29795802,29796292,Nanog_1k_peak_10335,1075,.,18.80511,113.43677,107.56997,142,True,False,True
2388,chr19,30420609,30420765,Nanog_1k_peak_10348,237,.,12.94405,27.525090000000002,23.757179999999998,79,False,True,False
2389,chr19,30562614,30562789,Nanog_1k_peak_10350,352,.,18.80601,39.4331,35.27193,79,False,False,True
2390,chr19,30692236,30692399,Nanog_1k_peak_10351,177,.,11.494110000000001,21.30707,17.78121,52,False,True,False
2391,chr19,30847916,30848138,Nanog_1k_peak_10352,272,.,14.37401,31.154609999999998,27.25811,112,True,False,True
2392,chr19,30884675,30884796,Nanog_1k_peak_10357,224,.,13.93725,26.11757,22.40174,69,True,False,True
2393,chr19,31326854,31327370,Nanog_1k_peak_10361,306,.,12.26887,34.70217,30.688259999999996,140,True,True,True
2394,chr19,31341849,31342010,Nanog_1k_peak_10362,317,.,11.204080000000001,35.78145,31.733970000000003,108,False,True,True
2395,chr19,31344570,31344835,Nanog_1k_peak_10363,1266,.,28.242279999999997,132.72195,126.63968999999999,105,False,False,True
2396,chr19,31402434,31402658,Nanog_1k_peak_10365,138,.,10.029869999999999,17.168670000000002,13.82571,104,True,True,False
2397,chr19,31802322,31802700,Nanog_1k_peak_10373,260,.,14.386460000000001,29.946109999999997,26.091070000000002,72,False,True,False
2398,chr19,32107983,32108284,Nanog_1k_peak_10376,183,.,11.85018,21.92191,18.37033,230,False,True,False
2399,chr19,32764786,32764949,Nanog_1k_peak_10394,295,.,15.75601,33.48664,29.51257,98,False,False,True
2400,chr19,33180623,33180831,Nanog_1k_peak_10401,151,.,10.60327,18.52949,15.124329999999999,102,False,True,True
2401,chr19,33199179,33199488,Nanog_1k_peak_10402,377,.,15.45633,42.01194,37.772420000000004,211,True,False,True
2402,chr19,33217985,33218314,Nanog_1k_peak_10404,206,.,12.96804,24.33405,20.6845,211,True,True,False
2403,chr19,33342595,33342886,Nanog_1k_peak_10406,206,.,11.692160000000001,24.26022,20.61355,116,False,True,True
2404,chr19,33374094,33374422,Nanog_1k_peak_10407,672,.,24.19313,72.33581,67.25523000000001,204,True,False,True
2405,chr19,33393910,33394087,Nanog_1k_peak_10409,361,.,16.996560000000002,40.29783,36.110459999999996,73,True,True,True
2406,chr19,33438991,33439315,Nanog_1k_peak_10411,217,.,11.36384,25.46269,21.77064,254,True,True,True
2407,chr19,33484935,33485308,Nanog_1k_peak_10414,822,.,24.97598,87.62865,82.2029,107,True,False,True
2408,chr19,33843570,33843976,Nanog_1k_peak_10421,320,.,16.18359,36.15052,32.08988,307,False,False,True
2409,chr19,34169312,34169512,Nanog_1k_peak_10427,236,.,12.529589999999999,27.43768,23.67333,67,False,False,True
2410,chr19,34446743,34447032,Nanog_1k_peak_10430,209,.,11.57214,24.6361,20.97532,126,False,False,True
2411,chr19,34579815,34580217,Nanog_1k_peak_10431,327,.,14.54178,36.80742,32.72572,158,False,False,True
2412,chr19,34868767,34869121,Nanog_1k_peak_10437,369,.,16.67435,41.199059999999996,36.98423,153,True,False,True
2413,chr19,34991609,34991885,Nanog_1k_peak_10438,1208,.,16.13534,126.9044,120.88775,146,False,False,True
2414,chr19,35015429,35015605,Nanog_1k_peak_10444,187,.,10.876669999999999,22.33812,18.76847,136,False,True,False
2415,chr19,35305484,35305750,Nanog_1k_peak_10450,177,.,10.90442,21.30702,17.78121,64,False,True,False
2416,chr19,35757984,35758300,Nanog_1k_peak_10458,140,.,10.18392,17.4464,14.090420000000002,190,True,False,True
2417,chr19,35765922,35766007,Nanog_1k_peak_10459,166,.,11.54319,20.09117,16.61695,32,False,True,True
2418,chr19,36015996,36016436,Nanog_1k_peak_10464,756,.,16.506339999999998,80.90755,75.62161,289,False,False,True
2419,chr19,36068481,36068853,Nanog_1k_peak_10469,324,.,15.197029999999998,36.54015,32.467209999999994,268,False,True,True
2420,chr19,36181170,36181306,Nanog_1k_peak_10472,296,.,15.065010000000001,33.603970000000004,29.62612,83,False,True,False
2421,chr19,36212757,36213196,Nanog_1k_peak_10474,151,.,10.16738,18.6044,15.195689999999999,184,False,True,False
2422,chr19,37848903,37849213,Nanog_1k_peak_10504,228,.,13.967139999999999,26.57478,22.841839999999998,110,True,True,False
2423,chr19,38513114,38513403,Nanog_1k_peak_10511,413,.,18.915789999999998,45.743840000000006,41.39723,135,True,False,True
2424,chr19,38665569,38665789,Nanog_1k_peak_10515,240,.,14.38168,27.77668,24.00039,106,True,False,True
2425,chr19,38978705,38978823,Nanog_1k_peak_10521,150,.,10.73345,18.468429999999998,15.065610000000001,48,False,True,False
2426,chr19,39579697,39579994,Nanog_1k_peak_10538,427,.,15.815179999999998,47.14761,42.758520000000004,169,False,False,True
2427,chr19,39971649,39971835,Nanog_1k_peak_10543,178,.,11.79156,21.39799,17.86835,129,True,True,False
2428,chr19,40824406,40824617,Nanog_1k_peak_10561,146,.,10.3438,18.069470000000003,14.68489,39,False,True,False
2429,chr19,40924020,40924147,Nanog_1k_peak_10563,716,.,29.431890000000003,76.83575,71.63775,67,False,False,True
2430,chr19,41067837,41068038,Nanog_1k_peak_10564,177,.,11.18947,21.27094,17.746589999999998,60,True,True,False
2431,chr19,41642360,41642627,Nanog_1k_peak_10577,305,.,13.63163,34.520379999999996,30.51245,155,False,False,True
2432,chr19,41976665,41976773,Nanog_1k_peak_10580,184,.,12.30758,22.024279999999997,18.46804,59,True,True,False
2433,chr19,42106814,42106914,Nanog_1k_peak_10583,137,.,10.2189,17.135270000000002,13.794379999999999,40,True,True,False
2434,chr19,42238239,42238427,Nanog_1k_peak_10587,220,.,10.81612,25.70245,22.00176,92,True,True,True
2435,chr19,42241317,42241579,Nanog_1k_peak_10588,427,.,16.65717,47.1776,42.787,122,True,False,True
2436,chr19,42321802,42322263,Nanog_1k_peak_10590,663,.,21.27542,71.46004,66.39838,162,False,False,True
2437,chr19,42328176,42328448,Nanog_1k_peak_10591,517,.,18.22683,56.386219999999994,51.73005,142,False,False,True
2438,chr19,42503141,42503337,Nanog_1k_peak_10593,201,.,12.04857,23.7442,20.11739,87,True,True,False
2439,chr19,42738363,42738480,Nanog_1k_peak_10596,184,.,12.27383,21.95825,18.40465,66,True,True,False
2440,chr19,42928532,42928660,Nanog_1k_peak_10599,183,.,12.06253,21.88673,18.33645,48,False,True,False
2441,chr19,43043728,43043953,Nanog_1k_peak_10603,249,.,14.03408,28.76217,24.94989,145,False,True,False
2442,chr19,43153597,43153826,Nanog_1k_peak_10608,274,.,15.83133,31.362659999999998,27.45955,139,False,True,False
2443,chr19,43523539,43523695,Nanog_1k_peak_10610,234,.,14.063379999999999,27.2059,23.44991,66,False,True,False
2444,chr19,43604151,43604239,Nanog_1k_peak_10612,318,.,17.73001,35.85988,31.80893,20,True,False,True
2445,chr19,43774202,43774396,Nanog_1k_peak_10617,318,.,10.948739999999999,35.85471,31.803990000000002,75,False,True,True
2446,chr19,43776809,43777052,Nanog_1k_peak_10619,481,.,13.84315,52.68949,48.13511,154,False,False,True
2447,chr19,44532169,44532630,Nanog_1k_peak_10627,242,.,12.17554,28.07263,24.285420000000002,250,False,True,False
2448,chr19,44546712,44546873,Nanog_1k_peak_10628,153,.,10.71075,18.72245,15.30775,74,False,True,False
2449,chr19,44747441,44747678,Nanog_1k_peak_10637,204,.,12.585339999999999,24.13464,20.492729999999998,159,False,True,False
2450,chr19,47037518,47037696,Nanog_1k_peak_10655,232,.,14.398439999999999,27.01037,23.26138,97,True,True,False
2451,chr19,47838946,47839133,Nanog_1k_peak_10663,273,.,15.79111,31.289209999999997,27.388579999999997,49,False,True,False
2452,chr2,25739,25935,Nanog_1k_peak_10666,143,.,10.34278,17.736539999999998,14.36711,78,True,False,True
2453,chr2,607506,607660,Nanog_1k_peak_10673,137,.,10.11721,17.05871,13.721129999999999,121,False,True,False
2454,chr2,614472,614640,Nanog_1k_peak_10674,204,.,12.84048,24.10685,20.46583,74,True,True,False
2455,chr2,686545,686816,Nanog_1k_peak_10677,396,.,12.4834,43.91469,39.620740000000005,57,False,True,False
2456,chr2,1173923,1174467,Nanog_1k_peak_10685,506,.,16.44833,55.32204,50.69392,244,True,False,True
2457,chr2,2164016,2164401,Nanog_1k_peak_10701,250,.,13.371889999999999,28.850690000000004,25.03514,248,False,False,True
2458,chr2,2967964,2968165,Nanog_1k_peak_10711,365,.,18.11628,40.7819,36.58033,138,False,False,True
2459,chr2,3615069,3615218,Nanog_1k_peak_10717,135,.,10.008610000000001,16.85164,13.52466,40,False,True,False
2460,chr2,3913604,3913763,Nanog_1k_peak_10721,763,.,23.771279999999997,81.61146,76.30973,100,False,False,True
2461,chr2,4205305,4205672,Nanog_1k_peak_10725,1242,.,20.830029999999997,130.34528999999998,124.29253,159,False,False,True
2462,chr2,4895155,4895310,Nanog_1k_peak_10730,136,.,10.15925,17.00777,13.672139999999999,80,False,True,False
2463,chr2,5079613,5080280,Nanog_1k_peak_10731,258,.,12.36174,29.65595,25.811529999999998,463,False,False,True
2464,chr2,5119670,5120084,Nanog_1k_peak_10733,197,.,11.82436,23.36917,19.75767,124,False,True,True
2465,chr2,5135114,5135254,Nanog_1k_peak_10735,200,.,10.01971,23.694979999999997,20.07023,73,False,True,True
2466,chr2,5136029,5136244,Nanog_1k_peak_10736,455,.,16.95342,50.03862,45.561690000000006,74,False,False,True
2467,chr2,5295174,5295443,Nanog_1k_peak_10740,290,.,13.53386,33.00087,29.04385,59,False,False,True
2468,chr2,5626170,5626476,Nanog_1k_peak_10745,526,.,15.5614,57.333369999999995,52.65169,113,True,True,False
2469,chr2,6242885,6243142,Nanog_1k_peak_10747,383,.,17.94575,42.62443,38.368109999999994,174,False,False,True
2470,chr2,6458357,6458453,Nanog_1k_peak_10749,135,.,10.08085,16.90811,13.5783,33,False,False,True
2471,chr2,6743670,6743911,Nanog_1k_peak_10752,247,.,13.19449,28.55348,24.748379999999997,158,False,True,False
2472,chr2,6852828,6853117,Nanog_1k_peak_10759,285,.,15.88419,32.515570000000004,28.574859999999997,175,False,True,False
2473,chr2,7188301,7188441,Nanog_1k_peak_10762,289,.,15.7996,32.95142,28.99648,53,True,False,True
2474,chr2,7557484,7557739,Nanog_1k_peak_10769,337,.,17.903270000000003,37.815459999999995,33.70258,178,False,False,True
2475,chr2,8016102,8016397,Nanog_1k_peak_10780,289,.,15.38618,32.859190000000005,28.907459999999997,135,False,False,True
2476,chr2,8258162,8258323,Nanog_1k_peak_10784,151,.,10.60327,18.52949,15.124329999999999,86,True,True,False
2477,chr2,8396269,8396580,Nanog_1k_peak_10787,211,.,13.45311,24.84306,21.17436,83,False,True,False
2478,chr2,8444315,8444643,Nanog_1k_peak_10789,474,.,16.73396,51.96888,47.43415,167,False,False,True
2479,chr2,8456013,8456549,Nanog_1k_peak_10790,279,.,12.874310000000001,31.84903,27.930629999999997,62,False,True,True
2480,chr2,8637071,8637217,Nanog_1k_peak_10793,150,.,10.70457,18.41335,15.01336,102,True,True,False
2481,chr2,9545846,9546164,Nanog_1k_peak_10804,252,.,12.37933,29.05115,25.228279999999998,232,True,True,False
2482,chr2,9818202,9818606,Nanog_1k_peak_10809,386,.,14.393289999999999,42.95901,38.69195,180,False,False,True
2483,chr2,9945942,9946249,Nanog_1k_peak_10813,206,.,12.70224,24.33568,20.68591,131,False,True,True
2484,chr2,10063680,10063901,Nanog_1k_peak_10818,329,.,17.06638,36.98878,32.90129,136,False,True,False
2485,chr2,10192383,10192602,Nanog_1k_peak_10820,342,.,11.50184,38.37082,34.24192,76,False,True,False
2486,chr2,10262352,10262504,Nanog_1k_peak_10827,160,.,10.95226,19.517039999999998,16.0675,46,False,True,False
2487,chr2,10281714,10281826,Nanog_1k_peak_10830,212,.,13.0352,24.912979999999997,21.24165,50,True,True,False
2488,chr2,10381168,10381328,Nanog_1k_peak_10832,134,.,10.042019999999999,16.7609,13.438220000000001,90,False,True,False
2489,chr2,11519490,11519632,Nanog_1k_peak_10841,145,.,10.45147,17.93742,14.55945,60,True,True,True
2490,chr2,11535067,11535255,Nanog_1k_peak_10842,201,.,12.8616,23.729429999999997,20.10316,139,False,False,True
