,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,FitCUT&RUN specific,contain nanog motif,dome new peak
8092,chr21,15288587,15288684,Nanog_dome_peak_22251,276,.,15.74637,30.74401,27.623459999999998,49,True,True,True
8093,chr21,15437968,15438255,Nanog_dome_peak_22255,1125,.,16.02034,116.86816,112.54964,137,True,False,False
8094,chr21,15439411,15439762,Nanog_dome_peak_22256,3063,.,32.22214,312.9053,306.30145,138,False,False,False
8095,chr21,15580680,15580936,Nanog_dome_peak_22258,460,.,15.47241,49.5129,46.06863,120,True,False,True
8096,chr21,15583359,15583805,Nanog_dome_peak_22259,250,.,10.50588,28.13073,25.0633,142,False,False,True
8097,chr21,15606679,15607001,Nanog_dome_peak_22260,254,.,13.887379999999999,28.5141,25.43873,236,True,False,False
8098,chr21,15695500,15695765,Nanog_dome_peak_22262,296,.,15.352229999999999,32.80175,29.64145,128,True,False,True
8099,chr21,15708982,15709148,Nanog_dome_peak_22264,152,.,10.32954,18.04441,15.217820000000001,63,True,False,False
8100,chr21,15723350,15723721,Nanog_dome_peak_22265,227,.,12.93501,25.77668,22.75948,232,True,True,True
8101,chr21,15853235,15853337,Nanog_dome_peak_22271,246,.,14.340639999999999,27.70259,24.644070000000003,44,False,True,False
8102,chr21,15913624,15913758,Nanog_dome_peak_22275,203,.,12.131260000000001,23.36061,20.39808,82,True,False,True
8103,chr21,15927052,15927476,Nanog_dome_peak_22278,2054,.,12.69778,210.85547999999997,205.45486,182,False,True,False
8104,chr21,15942141,15942337,Nanog_dome_peak_22281,170,.,11.47637,19.95071,17.07261,74,False,False,True
8105,chr21,15998312,15998474,Nanog_dome_peak_22284,142,.,10.16411,17.0181,14.219579999999999,77,False,False,True
8106,chr21,16037120,16037474,Nanog_dome_peak_22285,587,.,23.5427,62.42699,58.79594,159,True,False,True
8107,chr21,16045169,16045378,Nanog_dome_peak_22286,167,.,11.339939999999999,19.66799,16.79759,98,True,True,True
8108,chr21,16069659,16070051,Nanog_dome_peak_22287,563,.,22.58141,59.94214,56.34584,83,False,True,True
8109,chr21,16101173,16101415,Nanog_dome_peak_22292,392,.,17.0817,42.629940000000005,39.29578,46,True,False,True
8110,chr21,16360465,16360700,Nanog_dome_peak_22300,150,.,10.41165,17.86358,15.041920000000001,31,True,False,True
8111,chr21,16454691,16454868,Nanog_dome_peak_22304,517,.,18.5231,55.31084,51.77963,80,True,False,True
8112,chr21,16456639,16456879,Nanog_dome_peak_22305,299,.,12.862110000000001,33.14976,29.98268,136,False,False,True
8113,chr21,16466514,16466857,Nanog_dome_peak_22306,1018,.,29.02995,106.04585,101.85627,171,False,False,False
8114,chr21,16473045,16473212,Nanog_dome_peak_22307,222,.,12.9217,25.21935,22.21477,89,True,True,True
8115,chr21,16602649,16603027,Nanog_dome_peak_22313,354,.,16.875329999999998,38.681540000000005,35.41389,91,False,True,True
8116,chr21,16657762,16657953,Nanog_dome_peak_22315,269,.,15.11348,30.071709999999996,26.9647,102,True,False,True
8117,chr21,16714494,16714804,Nanog_dome_peak_22317,269,.,14.102789999999999,30.07569,26.968629999999997,74,True,True,True
8118,chr21,16740417,16740717,Nanog_dome_peak_22320,240,.,14.23831,27.07415,24.029020000000003,192,True,True,True
8119,chr21,16751561,16751906,Nanog_dome_peak_22321,382,.,16.8919,41.569790000000005,38.25336,179,False,True,False
8120,chr21,16777622,16777848,Nanog_dome_peak_22323,247,.,13.49446,27.852320000000002,24.7907,101,True,False,True
8121,chr21,16781260,16781544,Nanog_dome_peak_22324,239,.,12.95861,26.954309999999996,23.9115,144,True,False,True
8122,chr21,16901419,16901653,Nanog_dome_peak_22327,326,.,16.77535,35.85349,32.636,164,True,False,True
8123,chr21,17052056,17052259,Nanog_dome_peak_22335,357,.,17.088729999999998,39.04164,35.76767,99,True,False,True
8124,chr21,17081980,17082333,Nanog_dome_peak_22336,722,.,20.47798,76.01363,72.20085,195,False,False,False
8125,chr21,17122267,17122559,Nanog_dome_peak_22338,439,.,15.52919,47.35868,43.94778,201,True,False,True
8126,chr21,17123515,17123796,Nanog_dome_peak_22339,229,.,10.33377,26.0135,22.991429999999998,181,True,False,True
8127,chr21,17164416,17164536,Nanog_dome_peak_22343,153,.,10.58494,18.18692,15.35615,67,True,False,False
8128,chr21,17203775,17204125,Nanog_dome_peak_22344,481,.,21.021,51.6074,48.131029999999996,183,False,False,False
8129,chr21,17297299,17297410,Nanog_dome_peak_22348,149,.,10.475530000000001,17.76134,14.94255,66,True,False,True
8130,chr21,17351521,17351734,Nanog_dome_peak_22351,173,.,11.34173,20.21141,17.32616,117,True,False,True
8131,chr21,17398203,17398461,Nanog_dome_peak_22352,433,.,17.273039999999998,46.73985,43.33858,93,True,True,False
8132,chr21,17437784,17438023,Nanog_dome_peak_22355,364,.,17.08716,39.73939,36.45365,99,False,False,True
8133,chr21,17474882,17475078,Nanog_dome_peak_22357,304,.,11.08608,33.62386,30.448009999999996,149,True,False,True
8134,chr21,17475801,17476039,Nanog_dome_peak_22358,1185,.,27.46242,122.91761000000001,118.52588999999999,91,True,False,False
8135,chr21,17487880,17488088,Nanog_dome_peak_22360,475,.,16.649820000000002,51.02856,47.56095,144,False,True,True
8136,chr21,17515621,17515779,Nanog_dome_peak_22361,439,.,21.485670000000002,47.32715,43.91668,68,False,False,False
8137,chr21,17536161,17536285,Nanog_dome_peak_22362,211,.,12.284989999999999,24.141029999999997,21.160529999999998,44,True,False,True
8138,chr21,17603156,17603281,Nanog_dome_peak_22367,162,.,11.127239999999999,19.13363,16.27722,28,True,False,True
8139,chr21,17956400,17956580,Nanog_dome_peak_22377,166,.,11.15368,19.535,16.667920000000002,57,True,False,True
8140,chr21,18008598,18008830,Nanog_dome_peak_22380,181,.,10.10357,21.043229999999998,18.13719,71,True,False,False
8141,chr21,18013184,18013407,Nanog_dome_peak_22381,215,.,11.88872,24.58805,21.59747,153,False,False,True
8142,chr21,18023600,18023934,Nanog_dome_peak_22383,324,.,10.308069999999999,35.6209,32.40764,162,False,False,True
8143,chr21,18026820,18027159,Nanog_dome_peak_22384,727,.,18.37195,76.56429,72.74433,132,True,False,False
8144,chr21,18080199,18080418,Nanog_dome_peak_22386,350,.,14.184970000000002,38.28055,35.0196,128,True,False,True
8145,chr21,18162360,18162541,Nanog_dome_peak_22390,374,.,14.39274,40.79599,37.49227,100,True,True,True
8146,chr21,18168598,18169104,Nanog_dome_peak_22392,1016,.,18.8341,105.80367,101.617,346,False,False,False
8147,chr21,18195395,18195630,Nanog_dome_peak_22395,234,.,10.92835,26.502159999999996,23.46939,165,False,False,True
8148,chr21,18199245,18199436,Nanog_dome_peak_22396,251,.,12.28255,28.256079999999997,25.18635,76,True,False,True
8149,chr21,18206734,18207168,Nanog_dome_peak_22398,278,.,12.01866,30.96782,27.8431,365,True,True,True
8150,chr21,18225425,18225634,Nanog_dome_peak_22399,147,.,10.41783,17.570529999999998,14.75699,97,True,False,True
8151,chr21,18260121,18260295,Nanog_dome_peak_22400,184,.,10.61996,21.36541,18.451439999999998,120,True,False,True
8152,chr21,18292463,18292592,Nanog_dome_peak_22404,170,.,11.3727,19.94845,17.07057,74,False,True,True
8153,chr21,18587547,18587768,Nanog_dome_peak_22408,198,.,11.16819,22.82398,19.87412,43,True,False,True
8154,chr21,18588039,18588239,Nanog_dome_peak_22409,202,.,11.05129,23.18921,20.23081,46,True,True,False
8155,chr21,18599612,18599975,Nanog_dome_peak_22410,775,.,26.2116,81.42181,77.53962,173,True,False,False
8156,chr21,18619113,18619470,Nanog_dome_peak_22412,2032,.,32.84861,208.57849,203.20433,162,False,False,False
8157,chr21,18636464,18636691,Nanog_dome_peak_22415,230,.,12.41377,26.04392,23.02121,113,True,True,True
8158,chr21,18654338,18654749,Nanog_dome_peak_22416,449,.,18.23353,48.41636,44.988490000000006,172,True,True,True
8159,chr21,18784458,18784724,Nanog_dome_peak_22421,228,.,12.67207,25.89555,22.875770000000003,165,False,True,True
8160,chr21,18812508,18812765,Nanog_dome_peak_22422,204,.,12.85491,23.37248,20.409689999999998,76,False,True,True
8161,chr21,18820457,18820580,Nanog_dome_peak_22423,171,.,11.22311,19.998079999999998,17.118779999999997,43,False,False,True
8162,chr21,18827521,18827864,Nanog_dome_peak_22424,348,.,16.098470000000002,38.06982,34.81263,161,True,False,True
8163,chr21,18863368,18863639,Nanog_dome_peak_22428,150,.,10.54951,17.867810000000002,15.04594,219,False,False,True
8164,chr21,18914500,18914610,Nanog_dome_peak_22430,153,.,10.382439999999999,18.13748,15.308229999999998,46,True,False,True
8165,chr21,19039911,19040225,Nanog_dome_peak_22438,642,.,21.25283,67.91917,64.21336,147,True,False,True
8166,chr21,19062407,19062581,Nanog_dome_peak_22440,402,.,19.34445,43.57193,40.22253,82,True,False,False
8167,chr21,19070655,19070850,Nanog_dome_peak_22441,150,.,10.22532,17.86196,15.040579999999999,95,True,False,True
8168,chr21,19084943,19085099,Nanog_dome_peak_22443,168,.,11.2465,19.7092,16.83751,48,False,False,True
8169,chr21,19092677,19092950,Nanog_dome_peak_22444,182,.,11.39737,21.14152,18.2329,145,False,False,True
8170,chr21,19106404,19106766,Nanog_dome_peak_22446,180,.,11.316239999999999,21.00314,18.09807,187,False,True,True
8171,chr21,19129266,19129704,Nanog_dome_peak_22452,1173,.,16.85539,121.73226000000001,117.35428999999999,256,False,False,True
8172,chr21,19135201,19135592,Nanog_dome_peak_22454,635,.,15.834570000000001,67.27871999999999,63.5812,161,True,False,True
8173,chr21,19141538,19141712,Nanog_dome_peak_22456,365,.,19.29225,39.8074,36.520590000000006,71,True,False,True
8174,chr21,19179588,19179768,Nanog_dome_peak_22462,188,.,10.20043,21.755110000000002,18.83137,127,True,True,True
8175,chr21,19220803,19221159,Nanog_dome_peak_22466,186,.,10.74478,21.5729,18.6539,83,False,False,True
8176,chr21,19230849,19230981,Nanog_dome_peak_22467,357,.,19.1067,38.97869,35.70577,70,True,True,True
8177,chr21,19286422,19286808,Nanog_dome_peak_22469,310,.,14.669279999999999,34.2717,31.08318,219,False,False,True
8178,chr21,19301213,19301453,Nanog_dome_peak_22470,283,.,15.92066,31.526359999999997,28.390490000000003,154,False,True,True
8179,chr21,19356475,19356641,Nanog_dome_peak_22474,156,.,10.82421,18.47832,15.63896,101,True,False,True
8180,chr21,19378110,19378610,Nanog_dome_peak_22476,493,.,18.93684,52.816930000000006,49.32235,362,False,True,True
8181,chr21,19387476,19387749,Nanog_dome_peak_22477,1669,.,39.61833,171.94374,166.98508999999999,122,False,False,False
8182,chr21,19394290,19394533,Nanog_dome_peak_22479,439,.,22.413429999999998,47.40331,43.99174,67,True,True,True
8183,chr21,19429577,19429760,Nanog_dome_peak_22482,192,.,11.99953,22.182660000000002,19.24812,65,True,False,True
8184,chr21,19449231,19449430,Nanog_dome_peak_22484,164,.,11.1969,19.28911,16.428420000000003,106,True,True,True
8185,chr21,19547805,19547929,Nanog_dome_peak_22486,259,.,15.09027,29.08287,25.99558,57,False,False,True
8186,chr21,19554419,19554928,Nanog_dome_peak_22487,679,.,21.85112,71.66805,67.9124,390,False,False,True
8187,chr21,19587883,19588076,Nanog_dome_peak_22490,254,.,13.183910000000001,28.535759999999996,25.46004,87,True,False,True
8188,chr21,19612665,19612973,Nanog_dome_peak_22492,238,.,14.16145,26.931759999999997,23.88939,185,True,True,True
8189,chr21,19749635,19750036,Nanog_dome_peak_22495,361,.,17.30759,39.4113,36.13092,195,False,True,False
8190,chr21,19802938,19803391,Nanog_dome_peak_22497,1012,.,16.84563,105.39334,101.2118,335,False,True,False
8191,chr21,19883525,19883686,Nanog_dome_peak_22499,186,.,12.21092,21.57881,18.65952,69,True,False,True
8192,chr21,19895482,19895701,Nanog_dome_peak_22500,191,.,12.31812,22.04496,19.11355,123,True,True,True
8193,chr21,19906810,19906987,Nanog_dome_peak_22501,205,.,12.92827,23.515079999999998,20.549139999999998,89,False,False,True
8194,chr21,19919850,19920116,Nanog_dome_peak_22502,1115,.,29.40423,115.86845,111.56093999999999,132,False,False,False
8195,chr21,19927744,19927942,Nanog_dome_peak_22503,383,.,16.95511,41.67739,38.35925,97,True,False,True
8196,chr21,19934686,19934904,Nanog_dome_peak_22504,313,.,15.98809,34.51081,31.31792,104,True,False,True
8197,chr21,20097405,20097651,Nanog_dome_peak_22512,355,.,18.0984,38.77173,35.502590000000005,191,False,True,True
8198,chr21,20120487,20120693,Nanog_dome_peak_22515,437,.,12.42203,47.192170000000004,43.78365,95,False,True,True
8199,chr21,20151652,20152050,Nanog_dome_peak_22520,1361,.,30.44459,140.73018000000002,136.12463,160,False,False,False
8200,chr21,20169415,20169809,Nanog_dome_peak_22523,1436,.,32.50192,148.37403999999998,143.67914,129,False,False,False
8201,chr21,20209081,20209279,Nanog_dome_peak_22524,243,.,14.394570000000002,27.365790000000004,24.314429999999998,146,True,True,True
8202,chr21,20332566,20332717,Nanog_dome_peak_22527,152,.,10.6312,18.07698,15.249429999999998,54,True,False,True
8203,chr21,20458560,20458860,Nanog_dome_peak_22528,254,.,11.69582,28.48493,25.41016,197,True,False,True
8204,chr21,20459060,20459247,Nanog_dome_peak_22529,318,.,13.52329,35.00887,31.806729999999998,53,True,False,False
8205,chr21,20479280,20479701,Nanog_dome_peak_22530,160,.,10.82605,18.93119,16.07974,319,True,False,True
8206,chr21,20553420,20553657,Nanog_dome_peak_22536,573,.,12.421669999999999,60.95553,57.34536,108,True,False,True
8207,chr21,20557977,20558303,Nanog_dome_peak_22537,1299,.,23.15695,134.52867,129.99905,170,False,True,False
8208,chr21,20581728,20582213,Nanog_dome_peak_22540,209,.,12.47747,23.94981,20.97366,274,False,False,True
8209,chr21,20591572,20591729,Nanog_dome_peak_22541,198,.,12.72967,22.75264,19.80441,87,True,False,True
8210,chr21,20716820,20716969,Nanog_dome_peak_22549,190,.,10.025260000000001,22.0105,19.080070000000003,57,True,False,True
8211,chr21,20911956,20912169,Nanog_dome_peak_22555,340,.,17.25362,37.309540000000005,34.06581,78,False,True,True
8212,chr21,21010601,21010888,Nanog_dome_peak_22558,592,.,14.9776,62.853680000000004,59.21682,130,False,False,False
8213,chr21,21011479,21011836,Nanog_dome_peak_22559,751,.,17.33659,79.03664,75.18488,214,True,True,True
8214,chr21,21019913,21020206,Nanog_dome_peak_22560,201,.,11.68314,23.13348,20.17641,64,True,False,True
8215,chr21,21154841,21154988,Nanog_dome_peak_22562,210,.,12.5371,24.0519,21.07317,76,True,False,True
8216,chr21,21278893,21279159,Nanog_dome_peak_22569,168,.,10.8275,19.71751,16.8455,55,False,False,True
8217,chr21,21355862,21355982,Nanog_dome_peak_22573,167,.,11.33887,19.61221,16.7432,56,True,False,True
8218,chr21,21364302,21364642,Nanog_dome_peak_22574,147,.,10.24393,17.555529999999997,14.742410000000001,53,True,False,True
8219,chr21,21404667,21404854,Nanog_dome_peak_22575,142,.,10.16411,17.0181,14.219579999999999,108,True,True,True
8220,chr21,21416296,21416774,Nanog_dome_peak_22577,823,.,21.15259,86.28294,82.33834,325,False,False,False
8221,chr21,21425942,21426051,Nanog_dome_peak_22578,181,.,11.06799,21.06768,18.16092,53,True,True,True
8222,chr21,21434302,21434582,Nanog_dome_peak_22581,222,.,11.23231,25.23743,22.23254,129,True,False,True
8223,chr21,21455081,21455380,Nanog_dome_peak_22584,890,.,24.3684,93.03721999999999,89.00789,137,False,False,True
8224,chr21,21519858,21520399,Nanog_dome_peak_22589,1058,.,21.652520000000003,110.04637,105.80788000000001,236,False,False,False
8225,chr21,21612076,21612429,Nanog_dome_peak_22592,305,.,16.57466,33.73686,30.558840000000004,91,False,False,True
8226,chr21,21850159,21850443,Nanog_dome_peak_22594,1640,.,38.13353,168.94838000000001,164.02295,145,False,True,False
8227,chr21,21999706,21999963,Nanog_dome_peak_22598,206,.,12.30193,23.65034,20.680989999999998,108,True,False,True
8228,chr21,22036111,22036259,Nanog_dome_peak_22600,255,.,14.845220000000001,28.62503,25.54721,110,True,False,True
8229,chr21,22338278,22338398,Nanog_dome_peak_22605,270,.,15.65001,30.157120000000003,27.0484,51,True,False,True
8230,chr21,22357915,22358063,Nanog_dome_peak_22606,266,.,14.60714,29.73788,26.63731,92,True,False,True
8231,chr21,22364289,22364426,Nanog_dome_peak_22607,183,.,10.87407,21.25662,18.34521,56,True,False,True
8232,chr21,22364849,22365031,Nanog_dome_peak_22608,302,.,14.9507,33.4118,30.23965,75,True,False,False
8233,chr21,22376184,22376307,Nanog_dome_peak_22611,168,.,10.85343,19.76175,16.88895,61,True,False,True
8234,chr21,22398988,22399172,Nanog_dome_peak_22612,494,.,22.68631,52.9299,49.43358,104,True,False,True
8235,chr21,22585614,22585886,Nanog_dome_peak_22620,805,.,25.82206,84.48579000000001,80.56443,172,False,True,False
8236,chr21,22625294,22625586,Nanog_dome_peak_22622,256,.,12.93943,28.74573,25.66565,61,True,False,False
8237,chr21,22635309,22635462,Nanog_dome_peak_22623,346,.,18.8009,37.9507,34.695679999999996,96,True,False,False
8238,chr21,22878598,22878849,Nanog_dome_peak_22627,648,.,23.579729999999998,68.57866999999999,64.86341,131,True,False,False
8239,chr21,22970387,22970642,Nanog_dome_peak_22629,238,.,14.16145,26.931759999999997,23.88939,169,True,True,True
8240,chr21,23017149,23017355,Nanog_dome_peak_22630,178,.,11.803139999999999,20.7879,17.887929999999997,165,False,False,True
8241,chr21,23168976,23169214,Nanog_dome_peak_22634,205,.,12.73653,23.49999,20.53465,76,True,False,False
8242,chr21,23303328,23303540,Nanog_dome_peak_22639,414,.,18.399639999999998,44.86995,41.49926,113,True,True,True
8243,chr21,23307786,23307925,Nanog_dome_peak_22640,194,.,10.8919,22.36351,19.42441,62,True,False,True
8244,chr21,23347122,23347426,Nanog_dome_peak_22641,565,.,21.2169,60.11991999999999,56.52097,184,False,False,False
8245,chr21,23451722,23451862,Nanog_dome_peak_22644,227,.,13.92659,25.77466,22.7576,82,False,True,True
8246,chr21,23514463,23514696,Nanog_dome_peak_22648,182,.,11.842360000000001,21.13256,18.22441,64,True,False,True
8247,chr21,23573929,23574170,Nanog_dome_peak_22650,143,.,10.22637,17.15135,14.34934,140,True,False,True
8248,chr21,23637811,23638229,Nanog_dome_peak_22655,231,.,11.0666,26.14563,23.12067,314,True,True,False
8249,chr21,23644498,23644749,Nanog_dome_peak_22656,249,.,12.87877,28.024179999999998,24.95891,115,True,False,True
8250,chr21,23672717,23672871,Nanog_dome_peak_22658,152,.,10.32954,18.04441,15.217820000000001,108,True,True,True
8251,chr21,24042549,24042670,Nanog_dome_peak_22674,153,.,10.58494,18.18692,15.35615,51,True,False,True
8252,chr21,24065775,24066143,Nanog_dome_peak_22675,298,.,15.45515,32.975970000000004,29.81225,272,False,False,True
8253,chr21,24111853,24112455,Nanog_dome_peak_22679,165,.,10.67445,19.4573,16.5923,170,False,True,True
8254,chr21,24317539,24317823,Nanog_dome_peak_22684,709,.,23.53593,74.77677,70.98055,161,False,False,False
8255,chr21,24473151,24473336,Nanog_dome_peak_22691,290,.,15.686320000000002,32.17065,29.0224,68,True,False,False
8256,chr21,24535467,24535731,Nanog_dome_peak_22694,488,.,20.9928,52.3447,48.85731,124,False,False,False
8257,chr21,24579310,24579972,Nanog_dome_peak_22696,321,.,13.69116,35.30825,32.10073,488,False,False,True
8258,chr21,24589576,24589779,Nanog_dome_peak_22697,143,.,10.177489999999999,17.17476,14.372060000000001,117,True,False,True
8259,chr21,24597479,24597775,Nanog_dome_peak_22699,422,.,17.07725,45.63085,42.24758,175,False,False,True
8260,chr21,24625186,24625543,Nanog_dome_peak_22701,460,.,21.11482,49.47984,46.03601,135,False,False,True
8261,chr21,24678209,24678447,Nanog_dome_peak_22705,296,.,15.352229999999999,32.80175,29.64145,98,True,False,False
8262,chr21,24690266,24690712,Nanog_dome_peak_22706,727,.,20.30235,76.52219000000001,72.70295,265,True,True,False
8263,chr21,24707542,24707665,Nanog_dome_peak_22709,368,.,18.50105,40.10802,36.81604,66,False,True,True
8264,chr21,24865485,24865671,Nanog_dome_peak_22711,163,.,11.16196,19.21088,16.35204,59,True,False,True
8265,chr21,24879713,24879930,Nanog_dome_peak_22712,173,.,11.50176,20.1962,17.311320000000002,76,False,False,False
8266,chr21,24924316,24924719,Nanog_dome_peak_22717,260,.,14.595479999999998,29.163090000000004,26.07418,156,False,True,False
8267,chr21,25096981,25097179,Nanog_dome_peak_22724,198,.,12.34106,22.78632,19.8371,46,False,False,True
8268,chr21,25113708,25113978,Nanog_dome_peak_22726,451,.,21.44383,48.6032,45.17277,122,False,False,True
8269,chr21,25403446,25403658,Nanog_dome_peak_22733,176,.,11.759319999999999,20.55509,17.66125,111,True,True,True
8270,chr21,25521951,25522059,Nanog_dome_peak_22735,197,.,12.50027,22.69594,19.748739999999998,44,False,True,True
8271,chr21,25596032,25596302,Nanog_dome_peak_22738,713,.,26.88488,75.18431,71.38287,161,False,False,True
8272,chr21,25605012,25605385,Nanog_dome_peak_22739,964,.,26.6901,100.53909,96.41845,127,False,False,True
8273,chr21,25618203,25618552,Nanog_dome_peak_22742,852,.,21.69197,89.26033000000001,85.27818,159,False,True,False
8274,chr21,25620393,25620554,Nanog_dome_peak_22743,395,.,12.34551,42.92178,39.583079999999995,74,True,False,True
8275,chr21,25646817,25646955,Nanog_dome_peak_22747,211,.,12.82537,24.08005,21.10071,78,True,True,True
8276,chr21,25709651,25709755,Nanog_dome_peak_22753,255,.,14.58288,28.62,25.54249,45,True,True,False
8277,chr21,25985643,25986063,Nanog_dome_peak_22760,276,.,14.129010000000001,30.74353,27.62303,232,True,True,True
8278,chr21,25992500,25992759,Nanog_dome_peak_22762,292,.,13.96446,32.4084,29.25569,164,False,False,True
8279,chr21,26153661,26153993,Nanog_dome_peak_22777,835,.,16.840120000000002,87.48892,83.52881,171,True,True,True
8280,chr21,26176225,26176493,Nanog_dome_peak_22780,179,.,11.8376,20.85684,17.95521,203,True,False,True
8281,chr21,26338813,26339132,Nanog_dome_peak_22784,474,.,14.36186,50.93679,47.47092,86,True,False,True
8282,chr21,26339954,26340253,Nanog_dome_peak_22785,551,.,15.503160000000001,58.74179,55.161840000000005,140,True,False,True
8283,chr21,26383028,26383323,Nanog_dome_peak_22789,1054,.,33.860459999999996,109.72128000000001,105.48698,108,False,True,False
8284,chr21,26406241,26406449,Nanog_dome_peak_22792,347,.,17.66592,38.01983,34.76343,84,True,False,False
8285,chr21,26454862,26455071,Nanog_dome_peak_22793,320,.,17.82461,35.23806,32.0315,121,True,False,True
8286,chr21,26483176,26483449,Nanog_dome_peak_22794,528,.,21.493579999999998,56.423159999999996,52.875890000000005,121,False,True,False
8287,chr21,26490116,26490324,Nanog_dome_peak_22795,206,.,12.56788,23.62613,20.6573,111,True,False,True
8288,chr21,26650292,26650401,Nanog_dome_peak_22803,189,.,12.342130000000001,21.90023,18.97251,58,True,False,True
8289,chr21,26675354,26675573,Nanog_dome_peak_22806,799,.,27.05937,83.86394,79.94998000000001,121,True,False,False
8290,chr21,26691958,26692197,Nanog_dome_peak_22807,260,.,14.88631,29.162059999999997,26.0733,41,False,False,True
8291,chr21,26704909,26705109,Nanog_dome_peak_22809,173,.,11.50176,20.1962,17.311320000000002,105,True,False,True
8292,chr21,26726573,26726694,Nanog_dome_peak_22811,305,.,15.13435,33.72052,30.542920000000002,27,True,True,True
8293,chr21,26733137,26733322,Nanog_dome_peak_22813,629,.,26.528879999999997,66.67716999999999,62.98761,95,True,False,True
8294,chr21,26895933,26896404,Nanog_dome_peak_22815,160,.,10.94944,18.88586,16.03556,419,True,True,True
8295,chr21,26997590,26998008,Nanog_dome_peak_22819,653,.,22.34054,69.03326,65.31204,256,False,False,False
8296,chr21,27010718,27010913,Nanog_dome_peak_22820,306,.,16.61744,33.81354,30.634209999999996,76,True,True,True
8297,chr21,27188405,27188510,Nanog_dome_peak_22821,176,.,10.11096,20.51762,17.62486,66,True,False,False
8298,chr21,27188744,27188976,Nanog_dome_peak_22822,308,.,14.507029999999999,33.99661,30.81365,103,True,False,True
8299,chr21,27259563,27259797,Nanog_dome_peak_22827,391,.,17.411170000000002,42.45218,39.12103,98,False,True,True
8300,chr21,27279165,27279387,Nanog_dome_peak_22831,236,.,11.75207,26.73013,23.69216,58,True,True,False
8301,chr21,27340608,27340740,Nanog_dome_peak_22833,222,.,13.6868,25.29787,22.29141,41,True,True,True
8302,chr21,27386988,27387240,Nanog_dome_peak_22840,447,.,20.761960000000002,48.13942,44.716159999999995,94,False,True,True
8303,chr21,27404684,27404972,Nanog_dome_peak_22841,764,.,24.55258,80.29673000000001,76.42891,90,False,True,False
8304,chr21,27611116,27611418,Nanog_dome_peak_22851,1378,.,30.271379999999997,142.43166000000002,137.80463,113,True,False,False
8305,chr21,27621409,27621589,Nanog_dome_peak_22852,771,.,25.99514,81.03757,77.15966999999999,107,False,False,False
8306,chr21,27641528,27641728,Nanog_dome_peak_22855,162,.,11.09274,19.05731,16.202720000000003,110,False,False,False
8307,chr21,27658434,27658861,Nanog_dome_peak_22856,264,.,12.29901,29.546490000000002,26.44987,243,True,True,True
8308,chr21,27817760,27818063,Nanog_dome_peak_22860,252,.,14.43575,28.359720000000003,25.28775,108,True,True,True
8309,chr21,27869961,27870495,Nanog_dome_peak_22862,618,.,16.782529999999998,65.55072,61.87644,177,True,True,True
8310,chr21,27876372,27876653,Nanog_dome_peak_22865,224,.,11.38552,25.49977,22.488670000000003,61,True,False,True
8311,chr21,28205464,28205737,Nanog_dome_peak_22871,1033,.,30.938609999999997,107.57703000000001,103.369,130,False,False,False
8312,chr21,28222567,28222789,Nanog_dome_peak_22873,1146,.,31.55177,119.01613,114.67175,72,True,False,False
8313,chr21,28232234,28232446,Nanog_dome_peak_22875,437,.,20.16147,47.11302,43.70583,106,True,False,True
8314,chr21,28238551,28238872,Nanog_dome_peak_22876,797,.,23.89752,83.69965,79.78801999999999,80,False,False,False
8315,chr21,28283985,28284283,Nanog_dome_peak_22880,953,.,13.110489999999999,99.41624,95.30932,178,False,True,True
8316,chr21,28287387,28287703,Nanog_dome_peak_22883,749,.,10.66915,78.79223,74.94351999999999,118,True,False,True
8317,chr21,28444958,28445091,Nanog_dome_peak_22887,168,.,11.37374,19.73755,16.86526,58,True,False,True
8318,chr21,28496153,28496269,Nanog_dome_peak_22889,144,.,10.20653,17.23096,14.426770000000001,58,True,False,True
8319,chr21,28524510,28524731,Nanog_dome_peak_22890,140,.,10.1026,16.88786,14.09331,66,False,False,True
8320,chr21,28569211,28569456,Nanog_dome_peak_22891,188,.,12.178339999999999,21.77263,18.84842,80,True,True,False
8321,chr21,28965971,28966174,Nanog_dome_peak_22899,519,.,23.70447,55.44645,51.91323,102,True,True,True
8322,chr21,29023711,29023889,Nanog_dome_peak_22900,179,.,11.8376,20.85684,17.95521,134,True,True,True
8323,chr21,29029210,29029618,Nanog_dome_peak_22901,1110,.,24.98956,115.38035,111.07925,203,True,True,False
8324,chr21,29066631,29066784,Nanog_dome_peak_22905,177,.,11.55545,20.60032,17.70528,56,True,True,True
8325,chr21,29116866,29116995,Nanog_dome_peak_22907,172,.,11.54161,20.08931,17.20724,61,True,True,True
8326,chr21,29226827,29226924,Nanog_dome_peak_22908,139,.,10.00273,16.71913,13.9292,46,True,False,True
8327,chr21,29581304,29581451,Nanog_dome_peak_22910,277,.,16.15825,30.823759999999996,27.70188,70,True,False,True
8328,chr21,30032117,30032348,Nanog_dome_peak_22914,911,.,30.1986,95.20007,91.14461999999999,102,True,False,False
8329,chr21,30048593,30048785,Nanog_dome_peak_22915,215,.,12.812660000000001,24.526329999999998,21.53734,121,True,False,True
8330,chr21,30078391,30078603,Nanog_dome_peak_22920,348,.,16.531270000000003,38.10131,34.84342,63,False,False,True
