,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,FitCUT&RUN specific,contain pou5f3 motif
493,chr18,7021251,7021363,Pou5f3_dome_peak_1607,171,.,11.517710000000001,21.34755,17.18926,28,True,True
494,chr18,10711766,10711965,Pou5f3_dome_peak_1616,257,.,14.55115,30.2248,25.77188,74,True,True
495,chr18,12284792,12285022,Pou5f3_dome_peak_1627,216,.,13.63936,25.98147,21.66178,149,True,True
496,chr18,12327446,12327620,Pou5f3_dome_peak_1628,323,.,16.69046,37.00649,32.38697,89,True,True
497,chr18,13287696,13287809,Pou5f3_dome_peak_1629,139,.,10.60421,18.02177,13.99311,75,True,True
498,chr18,15342703,15342942,Pou5f3_dome_peak_1634,188,.,12.50196,23.07464,18.85304,125,False,False
499,chr18,18437742,18438158,Pou5f3_dome_peak_1643,217,.,11.74145,26.10622,21.7827,272,True,True
500,chr18,18454103,18454210,Pou5f3_dome_peak_1645,188,.,11.64798,23.07486,18.85304,60,True,False
501,chr18,20148895,20149086,Pou5f3_dome_peak_1649,204,.,11.634269999999999,24.74028,20.46125,94,True,True
502,chr18,20157963,20158239,Pou5f3_dome_peak_1651,432,.,17.60081,48.08971,43.23855,85,True,True
503,chr18,20173499,20173974,Pou5f3_dome_peak_1652,830,.,19.39136,88.35911,83.01017,204,True,False
504,chr18,21046256,21046422,Pou5f3_dome_peak_1661,197,.,11.88889,24.024060000000002,19.76919,114,True,False
505,chr18,22606003,22606112,Pou5f3_dome_peak_1664,155,.,10.80463,19.67853,15.58322,33,True,True
506,chr18,24730911,24731119,Pou5f3_dome_peak_1667,303,.,15.87674,34.97018,30.397540000000003,82,True,True
507,chr18,24925146,24925377,Pou5f3_dome_peak_1670,282,.,12.99469,32.72211,28.20321,65,True,True
508,chr18,26347526,26347795,Pou5f3_dome_peak_1677,209,.,12.63408,25.27006,20.97334,73,True,True
509,chr18,26550889,26551092,Pou5f3_dome_peak_1680,511,.,23.22926,56.15283,51.173840000000006,113,True,True
510,chr18,29963555,29963643,Pou5f3_dome_peak_1685,170,.,11.158439999999999,21.21898,17.06578,36,True,False
511,chr18,31576198,31576311,Pou5f3_dome_peak_1689,174,.,11.42618,21.66854,17.49746,52,True,True
512,chr18,32814495,32814680,Pou5f3_dome_peak_1691,172,.,11.547039999999999,21.39789,17.23775,76,True,True
513,chr18,34726379,34726639,Pou5f3_dome_peak_1695,161,.,11.55,20.28964,16.17016,84,True,False
514,chr18,36075933,36076057,Pou5f3_dome_peak_1696,388,.,19.78105,43.64832,38.8778,72,True,True
515,chr18,37312893,37313006,Pou5f3_dome_peak_1701,152,.,10.83366,19.308870000000002,15.22821,26,True,True
516,chr18,38139145,38139237,Pou5f3_dome_peak_1708,186,.,12.77481,22.8553,18.64114,50,True,False
517,chr18,38776627,38776728,Pou5f3_dome_peak_1709,216,.,12.68919,25.92417,21.606070000000003,64,True,True
518,chr18,40348350,40348530,Pou5f3_dome_peak_1712,196,.,12.13584,23.89049,19.64049,72,False,True
519,chr18,40930241,40930520,Pou5f3_dome_peak_1716,195,.,12.07962,23.79622,19.54958,112,True,True
520,chr18,43087563,43087771,Pou5f3_dome_peak_1720,260,.,14.69081,30.46172,26.00239,51,True,True
521,chr18,46342367,46342502,Pou5f3_dome_peak_1727,132,.,10.08497,17.26761,13.27015,56,True,True
522,chr18,46679945,46680159,Pou5f3_dome_peak_1731,145,.,10.44552,18.63668,14.58189,141,True,True
523,chr18,48160283,48160538,Pou5f3_dome_peak_1734,153,.,10.07272,19.4149,15.3291,97,True,False
524,chr18,49321405,49321577,Pou5f3_dome_peak_1737,221,.,13.0095,26.46085,22.124760000000002,81,True,False
525,chr18,49333707,49333974,Pou5f3_dome_peak_1738,278,.,13.13974,32.31459,27.806179999999998,111,True,True
526,chr19,99284,99411,Pou5f3_dome_peak_1744,315,.,17.27088,36.10496,31.50625,60,True,True
527,chr19,204961,205079,Pou5f3_dome_peak_1745,127,.,10.02225,16.71973,12.746789999999999,40,True,True
528,chr19,806844,806998,Pou5f3_dome_peak_1748,197,.,13.185360000000001,24.02276,19.76817,78,True,True
529,chr19,6503050,6503157,Pou5f3_dome_peak_1760,180,.,12.28319,22.29137,18.09755,53,True,True
530,chr19,8940150,8940286,Pou5f3_dome_peak_1767,142,.,10.23596,18.27884,14.237729999999999,81,True,False
531,chr19,8970598,8970793,Pou5f3_dome_peak_1768,201,.,11.43125,24.39961,20.132920000000002,119,True,False
532,chr19,9400585,9400803,Pou5f3_dome_peak_1769,169,.,10.7804,21.10115,16.9521,130,True,True
533,chr19,10196383,10196524,Pou5f3_dome_peak_1772,237,.,12.96411,28.16732,23.77618,65,True,True
534,chr19,10912957,10913231,Pou5f3_dome_peak_1775,245,.,11.95918,28.9505,24.53494,123,True,True
535,chr19,11996557,11996713,Pou5f3_dome_peak_1778,268,.,14.460510000000001,31.29982,26.81702,86,True,True
536,chr19,14220325,14220507,Pou5f3_dome_peak_1786,263,.,14.537279999999999,30.80606,26.33693,60,True,True
537,chr19,15454274,15454526,Pou5f3_dome_peak_1793,163,.,10.73097,20.50597,16.37867,137,True,True
538,chr19,18533575,18533680,Pou5f3_dome_peak_1800,148,.,10.580910000000001,18.869670000000003,14.80572,16,True,True
539,chr19,18743607,18743717,Pou5f3_dome_peak_1801,218,.,13.185039999999999,26.199820000000003,21.87215,56,True,True
540,chr19,18860363,18860561,Pou5f3_dome_peak_1802,243,.,13.704320000000001,28.797990000000002,24.387,104,True,True
541,chr19,18942007,18942138,Pou5f3_dome_peak_1803,128,.,10.085930000000001,16.8528,12.87387,67,True,True
542,chr19,19828689,19828893,Pou5f3_dome_peak_1805,228,.,14.3042,27.19677,22.83729,65,True,True
543,chr19,20300112,20300295,Pou5f3_dome_peak_1808,321,.,16.13573,36.746140000000004,32.13185,100,True,False
544,chr19,20938332,20938638,Pou5f3_dome_peak_1809,153,.,10.07272,19.4149,15.3291,143,True,True
545,chr19,22063752,22063885,Pou5f3_dome_peak_1813,259,.,13.909939999999999,30.3761,25.919,83,True,True
546,chr19,22570642,22570742,Pou5f3_dome_peak_1814,142,.,10.23596,18.27884,14.237729999999999,53,True,True
547,chr19,23753860,23754001,Pou5f3_dome_peak_1815,175,.,10.82593,21.70775,17.535020000000003,86,True,True
548,chr19,24126209,24126352,Pou5f3_dome_peak_1822,142,.,10.23596,18.27884,14.237729999999999,43,True,False
549,chr19,24553417,24553736,Pou5f3_dome_peak_1824,509,.,18.84361,55.89518,50.92073,166,True,True
550,chr19,25773047,25773196,Pou5f3_dome_peak_1825,278,.,16.0753,32.30919,27.801140000000004,57,True,False
551,chr19,25955768,25955987,Pou5f3_dome_peak_1827,646,.,17.57915,69.77739,64.62061,143,True,True
552,chr19,25956260,25956649,Pou5f3_dome_peak_1828,372,.,12.228069999999999,41.98125,37.2466,152,True,True
553,chr19,25973981,25974151,Pou5f3_dome_peak_1830,160,.,10.22786,20.184829999999998,16.06914,82,True,False
554,chr19,25990639,25990863,Pou5f3_dome_peak_1832,489,.,20.50279,53.913759999999996,48.968720000000005,73,True,True
555,chr19,26009218,26009456,Pou5f3_dome_peak_1833,273,.,14.03784,31.87548,27.3796,133,True,True
556,chr19,26769893,26770073,Pou5f3_dome_peak_1838,672,.,25.811510000000002,72.43904,67.25012,97,True,False
557,chr19,28131686,28131972,Pou5f3_dome_peak_1843,872,.,25.13424,92.66803,87.28489,163,True,True
558,chr19,28913657,28913770,Pou5f3_dome_peak_1849,205,.,12.66635,24.78496,20.50431,61,True,True
559,chr19,29294449,29294572,Pou5f3_dome_peak_1851,160,.,11.111130000000001,20.2039,16.0876,49,True,True
560,chr19,29746062,29746308,Pou5f3_dome_peak_1852,170,.,10.54148,21.23489,17.0808,176,True,True
561,chr19,29768526,29768936,Pou5f3_dome_peak_1853,508,.,16.68308,55.79577,50.822109999999995,190,True,False
562,chr19,29795839,29795989,Pou5f3_dome_peak_1854,228,.,12.049380000000001,27.23825,22.877489999999998,62,True,False
563,chr19,30869505,30869640,Pou5f3_dome_peak_1860,285,.,10.25689,33.06498,28.538520000000002,74,True,False
564,chr19,30874597,30874745,Pou5f3_dome_peak_1863,485,.,14.190610000000001,53.49609,48.557759999999995,82,True,True
565,chr19,32944117,32944264,Pou5f3_dome_peak_1873,252,.,14.21335,29.653879999999997,25.216260000000002,67,True,False
566,chr19,33342778,33342911,Pou5f3_dome_peak_1876,154,.,11.18149,19.58703,15.49487,54,True,True
567,chr19,34868802,34869116,Pou5f3_dome_peak_1884,279,.,13.252670000000002,32.51182,27.99813,139,True,False
568,chr19,34991659,34991889,Pou5f3_dome_peak_1885,521,.,14.78235,57.094409999999996,52.10208,107,True,True
569,chr19,35020392,35020524,Pou5f3_dome_peak_1888,140,.,10.134310000000001,18.106370000000002,14.0731,67,True,False
570,chr19,38101290,38101492,Pou5f3_dome_peak_1892,302,.,14.20401,34.83717,30.267509999999998,72,True,True
571,chr19,38102080,38102209,Pou5f3_dome_peak_1893,405,.,16.906029999999998,45.33054,40.52725,59,True,False
572,chr19,38121999,38122183,Pou5f3_dome_peak_1894,394,.,19.75464,44.27859,39.4952,57,True,True
573,chr19,41548810,41549107,Pou5f3_dome_peak_1906,298,.,15.52607,34.37942,29.819779999999998,225,True,True
574,chr19,43115873,43116084,Pou5f3_dome_peak_1911,244,.,13.0281,28.895090000000003,24.481279999999998,103,True,True
575,chr19,43774028,43774400,Pou5f3_dome_peak_1913,622,.,18.78387,67.39078,62.2663,212,True,True
576,chr19,44546682,44546871,Pou5f3_dome_peak_1915,483,.,21.10474,53.32906,48.39314,108,True,True
577,chr2,25722,25906,Pou5f3_dome_peak_1920,279,.,15.830329999999998,32.421479999999995,27.90997,100,True,False
578,chr2,1365214,1365502,Pou5f3_dome_peak_1922,157,.,10.312669999999999,19.81204,15.71146,184,True,True
579,chr2,2164153,2164324,Pou5f3_dome_peak_1923,226,.,12.9646,26.96433,22.61285,108,True,True
580,chr2,2967965,2968161,Pou5f3_dome_peak_1924,170,.,11.68362,21.2056,17.05292,84,True,True
581,chr2,3045872,3046117,Pou5f3_dome_peak_1925,332,.,15.97679,37.86395,33.22515,97,True,False
582,chr2,4205405,4205613,Pou5f3_dome_peak_1927,307,.,15.680579999999999,35.3033,30.722009999999997,68,True,True
583,chr2,6242903,6243198,Pou5f3_dome_peak_1933,1141,.,30.801209999999998,119.64161000000001,114.14708,138,True,False
584,chr2,7246802,7247016,Pou5f3_dome_peak_1937,236,.,12.911389999999999,28.07889,23.68995,103,True,False
585,chr2,11580852,11581003,Pou5f3_dome_peak_1947,204,.,13.38768,24.71733,20.43929,68,True,True
586,chr2,11757167,11757345,Pou5f3_dome_peak_1949,311,.,14.75869,35.79133,31.19973,96,True,True
587,chr2,14005841,14005949,Pou5f3_dome_peak_1950,556,.,20.553739999999998,60.63831,55.6002,70,False,True
588,chr2,14426684,14426920,Pou5f3_dome_peak_1951,143,.,10.31355,18.41096,14.36478,89,True,False
589,chr2,14493428,14493585,Pou5f3_dome_peak_1952,708,.,26.8782,76.08570999999999,70.85293,82,True,True
590,chr2,14676130,14676266,Pou5f3_dome_peak_1953,1702,.,54.817280000000004,175.9594,170.2963,60,False,False
591,chr2,14712106,14712243,Pou5f3_dome_peak_1954,180,.,12.48519,22.20916,18.0183,76,True,False
592,chr2,14730080,14730232,Pou5f3_dome_peak_1955,470,.,24.18703,51.96188,47.04889,68,False,False
593,chr2,15048237,15048418,Pou5f3_dome_peak_1956,359,.,17.231070000000003,40.69404,35.9885,88,True,False
594,chr2,15407350,15407490,Pou5f3_dome_peak_1957,146,.,10.2397,18.72529,14.66744,52,True,True
595,chr2,15420004,15420306,Pou5f3_dome_peak_1958,251,.,14.14766,29.54317,25.1081,64,True,True
596,chr2,15446933,15447306,Pou5f3_dome_peak_1959,171,.,11.517710000000001,21.34755,17.18926,173,True,True
597,chr2,15478710,15478959,Pou5f3_dome_peak_1960,153,.,10.89148,19.41018,15.32494,134,True,True
598,chr2,16661627,16661775,Pou5f3_dome_peak_1961,180,.,12.037410000000001,22.24909,18.05663,78,True,True
599,chr2,16811637,16811770,Pou5f3_dome_peak_1965,193,.,12.53943,23.5763,19.33687,69,True,True
600,chr2,19436720,19436824,Pou5f3_dome_peak_1971,233,.,14.753910000000001,27.723029999999998,23.34538,55,True,False
601,chr2,20249075,20249284,Pou5f3_dome_peak_1972,338,.,16.76933,38.50274,33.84834,95,True,False
602,chr2,20393414,20393519,Pou5f3_dome_peak_1973,139,.,10.08423,18.02166,13.99311,68,True,False
603,chr2,21582515,21582802,Pou5f3_dome_peak_1974,172,.,11.547039999999999,21.39789,17.23775,241,True,True
604,chr2,21615008,21615450,Pou5f3_dome_peak_1975,206,.,10.7144,24.930229999999998,20.64409,55,True,True
605,chr2,21747484,21747646,Pou5f3_dome_peak_1976,144,.,10.33968,18.45554,14.407670000000001,65,True,True
606,chr2,22589395,22589495,Pou5f3_dome_peak_1980,183,.,12.42488,22.55467,18.35081,46,True,False
607,chr2,26714586,26714842,Pou5f3_dome_peak_1993,297,.,15.866270000000002,34.30442,29.746920000000003,149,True,True
608,chr2,27497730,27497920,Pou5f3_dome_peak_1997,268,.,13.34477,31.35285,26.869290000000003,132,True,True
609,chr2,27514774,27514909,Pou5f3_dome_peak_1999,149,.,10.412930000000001,19.01582,14.946129999999998,64,True,False
610,chr2,32067206,32067454,Pou5f3_dome_peak_2009,161,.,10.611410000000001,20.30734,16.18723,102,True,False
611,chr2,32126546,32126694,Pou5f3_dome_peak_2010,295,.,17.40072,34.05648,29.50409,72,True,True
612,chr2,32133808,32134105,Pou5f3_dome_peak_2011,244,.,14.079139999999999,28.838490000000004,24.425929999999997,156,True,False
613,chr2,32193001,32193222,Pou5f3_dome_peak_2012,246,.,14.83874,29.07658,24.65645,145,True,False
614,chr2,32513502,32513708,Pou5f3_dome_peak_2013,175,.,11.16648,21.74266,17.5689,102,True,True
615,chr2,32693443,32693631,Pou5f3_dome_peak_2015,372,.,16.72531,42.02023,37.2846,120,True,True
616,chr2,32727595,32727715,Pou5f3_dome_peak_2016,195,.,11.76044,23.81004,19.56311,49,True,True
617,chr2,32728489,32728722,Pou5f3_dome_peak_2017,292,.,15.157810000000001,33.75998,29.2152,88,True,True
618,chr2,33038287,33038404,Pou5f3_dome_peak_2018,384,.,16.993470000000002,43.22229,38.460770000000004,59,True,True
619,chr2,33074029,33074165,Pou5f3_dome_peak_2021,162,.,11.226939999999999,20.404239999999998,16.280070000000002,55,True,False
620,chr2,33325457,33325695,Pou5f3_dome_peak_2023,224,.,10.147780000000001,26.841479999999997,22.49391,76,True,True
621,chr2,33987213,33987374,Pou5f3_dome_peak_2028,354,.,14.4355,40.15868,35.466120000000004,96,True,True
622,chr2,34249486,34249705,Pou5f3_dome_peak_2030,232,.,14.51225,27.58744,23.21371,125,True,True
623,chr2,34751509,34751727,Pou5f3_dome_peak_2031,206,.,11.38527,24.906679999999998,20.62155,101,True,True
624,chr2,35190405,35190630,Pou5f3_dome_peak_2033,139,.,10.03465,17.937929999999998,13.91286,132,True,False
625,chr2,37638452,37638630,Pou5f3_dome_peak_2043,158,.,10.40278,19.96132,15.85481,73,True,True
626,chr2,40478608,40478861,Pou5f3_dome_peak_2049,271,.,15.01869,31.61917,27.128970000000002,140,True,False
627,chr2,41687163,41687517,Pou5f3_dome_peak_2051,531,.,20.55016,58.11235,53.106280000000005,176,False,True
628,chr2,41715966,41716155,Pou5f3_dome_peak_2052,148,.,10.33797,18.88994,14.825120000000002,91,True,True
629,chr2,41738100,41738332,Pou5f3_dome_peak_2053,708,.,25.29721,76.09704,70.86215,172,True,True
630,chr2,44163360,44163547,Pou5f3_dome_peak_2059,326,.,17.58926,37.26359,32.63791,84,True,True
631,chr2,44732600,44732817,Pou5f3_dome_peak_2061,186,.,12.155339999999999,22.909570000000002,18.69333,169,True,True
632,chr2,44779392,44779628,Pou5f3_dome_peak_2062,267,.,14.3972,31.19353,26.714129999999997,89,True,True
633,chr2,44788013,44788270,Pou5f3_dome_peak_2063,222,.,11.644,26.54471,22.20597,141,True,True
634,chr2,47961270,47961477,Pou5f3_dome_peak_2066,147,.,10.74515,18.78455,14.72375,117,True,True
635,chr2,48230756,48230877,Pou5f3_dome_peak_2068,220,.,13.59051,26.37289,22.0396,42,True,True
636,chr2,50279955,50280178,Pou5f3_dome_peak_2071,139,.,10.05938,17.979670000000002,13.952520000000002,104,True,True
637,chr2,50966862,50967034,Pou5f3_dome_peak_2072,143,.,10.510769999999999,18.36457,14.32075,111,True,True
638,chr2,52431353,52431465,Pou5f3_dome_peak_2074,155,.,11.008980000000001,19.61712,15.52409,58,True,True
639,chr2,53501584,53501738,Pou5f3_dome_peak_2077,358,.,15.02554,40.51058,35.81041,70,True,True
640,chr2,55298056,55298311,Pou5f3_dome_peak_2081,399,.,20.00359,44.70991,39.91649,110,True,True
641,chr2,55365469,55365683,Pou5f3_dome_peak_2083,168,.,11.31653,21.00364,16.85773,70,True,True
642,chr2,55655653,55655865,Pou5f3_dome_peak_2084,846,.,22.02685,89.99056999999999,84.62701,129,True,True
643,chr2,55658394,55658517,Pou5f3_dome_peak_2085,279,.,10.561539999999999,32.5125,27.998790000000003,64,True,True
644,chr2,57096406,57096622,Pou5f3_dome_peak_2088,271,.,14.65385,31.6246,27.134209999999996,52,True,False
645,chr2,57404964,57405121,Pou5f3_dome_peak_2089,381,.,18.952679999999997,42.90101,38.14725,91,True,True
646,chr2,57605981,57606117,Pou5f3_dome_peak_2090,218,.,13.75216,26.18445,21.85774,53,True,False
647,chr2,58003736,58003891,Pou5f3_dome_peak_2091,320,.,17.2328,36.642720000000004,32.03051,67,True,True
648,chr20,1119097,1119193,Pou5f3_dome_peak_2095,208,.,13.62907,25.18465,20.8901,48,True,False
649,chr20,2102628,2102726,Pou5f3_dome_peak_2098,137,.,10.37331,17.79276,13.773270000000002,63,True,False
650,chr20,2381011,2381116,Pou5f3_dome_peak_2099,145,.,10.87545,18.58687,14.53395,57,True,False
651,chr20,6630206,6630405,Pou5f3_dome_peak_2112,249,.,15.002360000000001,29.371370000000002,24.94165,99,True,False
652,chr20,6826759,6827092,Pou5f3_dome_peak_2114,247,.,13.954189999999999,29.21759,24.793429999999997,174,True,True
653,chr20,8016748,8016874,Pou5f3_dome_peak_2118,204,.,11.280389999999999,24.72888,20.4504,49,True,False
654,chr20,8025338,8025577,Pou5f3_dome_peak_2120,242,.,13.26198,28.666559999999997,24.2592,208,True,False
655,chr20,17021003,17021109,Pou5f3_dome_peak_2131,298,.,16.9243,34.36757,29.80857,68,True,False
656,chr20,20100089,20100303,Pou5f3_dome_peak_2142,495,.,18.99935,54.54597,49.59169,147,True,True
657,chr20,20350573,20350833,Pou5f3_dome_peak_2146,243,.,13.704320000000001,28.797990000000002,24.387,174,True,True
658,chr20,22132262,22132373,Pou5f3_dome_peak_2151,136,.,10.09779,17.64019,13.625929999999999,36,True,True
659,chr20,23025354,23025530,Pou5f3_dome_peak_2155,183,.,11.343960000000001,22.56868,18.36421,49,True,False
660,chr20,23584949,23585052,Pou5f3_dome_peak_2160,135,.,10.07141,17.594520000000003,13.582139999999999,46,True,True
661,chr20,24005856,24006005,Pou5f3_dome_peak_2161,272,.,15.431339999999999,31.72905,27.23609,72,True,True
662,chr20,25222269,25222473,Pou5f3_dome_peak_2166,417,.,19.86562,46.60946,41.78309,115,True,True
663,chr20,25377736,25377888,Pou5f3_dome_peak_2167,173,.,11.04289,21.53709,17.37086,74,True,False
664,chr20,25409856,25410037,Pou5f3_dome_peak_2169,257,.,15.20822,30.2398,25.7861,136,True,True
665,chr20,27743409,27743597,Pou5f3_dome_peak_2181,225,.,11.83257,26.86798,22.52005,105,True,True
666,chr20,28091129,28091266,Pou5f3_dome_peak_2186,182,.,12.38915,22.48801,18.287670000000002,85,True,False
667,chr20,28367203,28367482,Pou5f3_dome_peak_2189,423,.,16.25255,47.20312,42.3673,134,True,True
668,chr20,28445869,28446141,Pou5f3_dome_peak_2191,541,.,19.72598,59.14793,54.12836,103,True,True
669,chr20,28616219,28616354,Pou5f3_dome_peak_2192,140,.,10.109210000000001,18.06389,14.03324,92,True,True
670,chr20,29959884,29960067,Pou5f3_dome_peak_2193,153,.,10.36005,19.39634,15.311720000000001,57,True,False
671,chr20,30005506,30005676,Pou5f3_dome_peak_2195,229,.,12.43109,27.27195,22.9098,43,True,True
672,chr20,30090178,30090446,Pou5f3_dome_peak_2201,389,.,16.39914,43.6854,38.91377,142,True,True
673,chr20,30105722,30106344,Pou5f3_dome_peak_2202,269,.,12.29038,31.4613,26.97505,507,True,True
674,chr20,30842509,30842695,Pou5f3_dome_peak_2203,197,.,12.479330000000001,23.95299,19.70054,93,True,True
675,chr20,30857705,30857981,Pou5f3_dome_peak_2205,277,.,14.63729,32.23431,27.72948,131,True,False
676,chr20,31027791,31027915,Pou5f3_dome_peak_2208,160,.,11.4812,20.15652,16.04204,56,True,True
677,chr20,31726729,31726936,Pou5f3_dome_peak_2210,388,.,16.34285,43.58638,38.81678,110,True,True
678,chr20,31728047,31728250,Pou5f3_dome_peak_2211,205,.,10.97054,24.7872,20.506320000000002,70,True,False
679,chr20,31738281,31738419,Pou5f3_dome_peak_2212,136,.,10.31433,17.684279999999998,13.66888,57,True,True
680,chr20,33330589,33331012,Pou5f3_dome_peak_2220,180,.,10.13439,22.19851,18.00819,223,True,True
681,chr20,33355555,33355716,Pou5f3_dome_peak_2223,416,.,19.36175,46.49876,41.67508,108,True,False
682,chr20,34505443,34505633,Pou5f3_dome_peak_2227,284,.,15.058489999999999,32.94208,28.418309999999998,136,True,True
683,chr20,34543975,34544182,Pou5f3_dome_peak_2228,277,.,13.513279999999998,32.29988,27.79259,110,True,False
684,chr20,35075463,35075645,Pou5f3_dome_peak_2235,226,.,10.85046,26.965009999999996,22.6135,140,True,False
685,chr20,36912984,36913278,Pou5f3_dome_peak_2240,552,.,17.31738,60.27154,55.23713000000001,135,True,True
686,chr20,36920554,36920740,Pou5f3_dome_peak_2241,289,.,14.60735,33.49592,28.95867,85,True,False
687,chr20,39736028,39736131,Pou5f3_dome_peak_2250,159,.,11.44711,20.0909,15.97925,51,True,True
688,chr20,40187915,40188131,Pou5f3_dome_peak_2252,192,.,12.23449,23.53571,19.29833,78,True,True
689,chr20,40199221,40199680,Pou5f3_dome_peak_2253,255,.,13.31903,30.017229999999998,25.56938,152,True,True
690,chr20,40821806,40821899,Pou5f3_dome_peak_2256,141,.,10.42549,18.21346,14.17581,41,True,True
691,chr20,41293457,41293607,Pou5f3_dome_peak_2258,228,.,14.484639999999999,27.18109,22.822010000000002,75,True,True
692,chr20,42347791,42348012,Pou5f3_dome_peak_2259,1339,.,35.02431,139.50145,133.94182,85,True,True
693,chr20,45812222,45812455,Pou5f3_dome_peak_2266,228,.,13.137939999999999,27.254409999999996,22.89282,47,True,True
694,chr20,51170438,51170570,Pou5f3_dome_peak_2277,172,.,11.9782,21.38901,17.22964,64,True,True
695,chr20,53633163,53633364,Pou5f3_dome_peak_2282,700,.,24.80623,75.23222,70.00842,127,True,True
696,chr20,55168362,55168480,Pou5f3_dome_peak_2292,228,.,13.10873,27.2055,22.84587,59,True,False
697,chr21,76463,76601,Pou5f3_dome_peak_2293,153,.,10.89148,19.41018,15.32494,58,True,False
698,chr21,723107,723228,Pou5f3_dome_peak_2297,390,.,19.084039999999998,43.83041,39.05587,49,True,False
699,chr21,1118197,1118407,Pou5f3_dome_peak_2298,151,.,10.5403,19.23038,15.15269,126,True,True
700,chr21,2026879,2027074,Pou5f3_dome_peak_2301,139,.,10.05938,17.979670000000002,13.952520000000002,85,True,True
701,chr21,2177508,2177673,Pou5f3_dome_peak_2302,164,.,11.570730000000001,20.62837,16.49625,96,True,False
702,chr21,2247420,2247697,Pou5f3_dome_peak_2303,445,.,21.06839,49.40036,44.52726,192,True,False
703,chr21,2261806,2261982,Pou5f3_dome_peak_2304,219,.,12.92055,26.311629999999997,21.98068,85,True,True
704,chr21,2274717,2274844,Pou5f3_dome_peak_2305,212,.,13.614970000000001,25.51204,21.20704,73,True,False
705,chr21,3448479,3448697,Pou5f3_dome_peak_2310,454,.,18.43715,50.34281,45.455890000000004,143,True,True
706,chr21,7187432,7187693,Pou5f3_dome_peak_2319,415,.,17.09176,46.42053,41.59816,118,True,True
707,chr21,10295174,10295337,Pou5f3_dome_peak_2324,188,.,12.680860000000001,23.0379,18.81789,61,True,True
708,chr21,10409858,10410068,Pou5f3_dome_peak_2325,373,.,17.20767,42.10675,37.36909,87,True,True
709,chr21,13011212,13011413,Pou5f3_dome_peak_2334,177,.,11.59308,21.950229999999998,17.76891,111,True,True
710,chr21,13144014,13144306,Pou5f3_dome_peak_2338,848,.,25.35078,90.23666,84.87016,132,True,True
711,chr21,13690827,13691138,Pou5f3_dome_peak_2339,868,.,19.54911,92.21436,86.8348,198,True,True
712,chr21,14534443,14534616,Pou5f3_dome_peak_2345,171,.,12.05569,21.29966,17.14334,77,True,True
713,chr21,14868465,14868653,Pou5f3_dome_peak_2346,175,.,11.72617,21.70673,17.53407,102,False,True
714,chr21,15438026,15438274,Pou5f3_dome_peak_2347,600,.,21.15308,65.13506,60.03827,82,True,False
715,chr21,15439486,15439732,Pou5f3_dome_peak_2348,238,.,11.57756,28.27474,23.88039,48,True,False
716,chr21,16101192,16101280,Pou5f3_dome_peak_2352,157,.,11.15948,19.884320000000002,15.78082,29,True,True
717,chr21,16454710,16454882,Pou5f3_dome_peak_2353,249,.,13.661470000000001,29.335759999999997,24.907420000000002,94,True,True
718,chr21,18206887,18207193,Pou5f3_dome_peak_2361,173,.,11.04289,21.53709,17.37086,73,True,True
719,chr21,18332718,18332954,Pou5f3_dome_peak_2363,155,.,10.2241,19.66541,15.571079999999998,158,True,True
720,chr21,19129391,19129602,Pou5f3_dome_peak_2366,255,.,11.47311,29.963459999999998,25.51673,132,True,True
721,chr21,19135804,19136038,Pou5f3_dome_peak_2368,191,.,11.14282,23.3425,19.11283,162,True,False
722,chr21,19934708,19934856,Pou5f3_dome_peak_2375,255,.,15.04676,29.9537,25.5072,77,True,False
723,chr21,20123761,20123954,Pou5f3_dome_peak_2376,301,.,14.15335,34.7496,30.18233,57,True,True
724,chr21,20169455,20169640,Pou5f3_dome_peak_2378,337,.,17.495279999999998,38.374359999999996,33.72237,124,True,True
725,chr21,20459060,20459205,Pou5f3_dome_peak_2380,281,.,14.501170000000002,32.655879999999996,28.138690000000004,48,True,True
726,chr21,20712935,20713109,Pou5f3_dome_peak_2383,232,.,11.93982,27.66715,23.29165,113,True,True
727,chr21,24473165,24473339,Pou5f3_dome_peak_2395,277,.,14.63729,32.23431,27.72948,89,True,False
728,chr21,25865404,25865556,Pou5f3_dome_peak_2398,691,.,27.97883,74.34746,69.13553,72,False,False
729,chr21,26565359,26565565,Pou5f3_dome_peak_2402,228,.,14.067039999999999,27.21241,22.85236,89,True,True
730,chr21,31253014,31253159,Pou5f3_dome_peak_2411,389,.,18.99523,43.67934,38.90789,71,True,True
731,chr21,32704746,32704849,Pou5f3_dome_peak_2416,181,.,12.10165,22.36204,18.16605,63,True,False
732,chr21,33763560,33763656,Pou5f3_dome_peak_2417,308,.,16.13178,35.40074,30.81718,57,True,False
733,chr21,36096093,36096189,Pou5f3_dome_peak_2423,193,.,12.294789999999999,23.63821,19.39742,46,True,False
734,chr21,36623210,36623440,Pou5f3_dome_peak_2425,197,.,12.22115,24.03371,19.77835,89,True,False
735,chr21,37184272,37184604,Pou5f3_dome_peak_2429,947,.,21.33944,100.18738,94.75971,192,False,True
736,chr21,37193133,37193478,Pou5f3_dome_peak_2430,810,.,19.64369,86.36945,81.03495,248,True,False
