chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain Nanog motif,1k-cell new peak,in genome bin binding from 256-cell
chr2,34233467,34233868,Nanog_1k_peak_11321,227,.,12.32612,26.4907599999999,22.76098,230,False,True,False
chr2,34284667,34284848,Nanog_1k_peak_11323,224,.,11.78712,26.18376,22.46528,99,True,True,False
chr2,34537334,34537554,Nanog_1k_peak_11328,239,.,10.93087,27.71968,23.94511,42,True,True,False
chr2,34757798,34758114,Nanog_1k_peak_11336,283,.,13.87021,32.2484,28.31609,236,False,False,True
chr2,35297753,35297996,Nanog_1k_peak_11343,423,.,17.2384299999999,46.67897,42.30573,136,False,True,False
chr2,35421469,35421838,Nanog_1k_peak_11349,237,.,13.61251,27.47752,23.71143,93,False,True,False
chr2,35428479,35428857,Nanog_1k_peak_11350,317,.,15.5801799999999,35.8102,31.7613299999999,171,True,True,False
chr2,35758813,35758940,Nanog_1k_peak_11354,232,.,13.92639,26.96286,23.2157299999999,62,True,False,True
chr2,35880460,35880675,Nanog_1k_peak_11360,172,.,11.18391,20.7782299999999,17.27382,61,False,True,False
chr2,36156666,36156979,Nanog_1k_peak_11364,292,.,13.66512,33.22822,29.26237,159,False,True,False
chr2,36158333,36158587,Nanog_1k_peak_11365,180,.,10.11327,21.60698,18.0686,146,True,True,False
chr2,36703781,36704097,Nanog_1k_peak_11369,283,.,13.9187299999999,32.3308,28.39612,138,True,True,False
chr2,36938513,36938985,Nanog_1k_peak_11375,753,.,17.30531,80.59602,75.31773,308,False,False,True
chr2,37309713,37309928,Nanog_1k_peak_11384,217,.,13.3208899999999,25.41455,21.72423,110,False,True,False
chr2,37357748,37358122,Nanog_1k_peak_11387,513,.,13.99715,55.9731,51.32731,101,True,True,False
chr2,37684610,37684789,Nanog_1k_peak_11396,165,.,11.43515,20.06793,16.59446,74,False,True,False
chr2,37761097,37761238,Nanog_1k_peak_11399,236,.,14.4086299999999,27.39217,23.6294799999999,40,True,True,False
chr2,38117479,38117824,Nanog_1k_peak_11402,432,.,17.79935,47.66151,43.2566,133,True,False,True
chr2,38147369,38147697,Nanog_1k_peak_11403,151,.,10.16738,18.6044,15.1956899999999,265,True,True,True
chr2,38293480,38293774,Nanog_1k_peak_11407,655,.,23.21432,70.60155,65.56441,146,True,False,True
chr2,38340709,38341269,Nanog_1k_peak_11409,385,.,10.04684,42.8574,38.59404,138,False,False,True
chr2,38345399,38345899,Nanog_1k_peak_11410,590,.,12.49576,63.95216,59.08831,261,True,False,True
chr2,38362389,38362603,Nanog_1k_peak_11411,189,.,11.64742,22.5456799999999,18.96783,67,True,True,True
chr2,38518058,38518225,Nanog_1k_peak_11416,177,.,10.88273,21.271,17.7465899999999,68,False,True,False
chr2,38892486,38893049,Nanog_1k_peak_11422,359,.,14.05601,40.1657,35.98255,208,True,False,True
chr2,39005662,39005829,Nanog_1k_peak_11425,320,.,17.59664,36.1231299999999,32.06319,86,True,True,False
chr2,39334689,39334967,Nanog_1k_peak_11432,203,.,12.77763,23.99546,20.35885,120,False,False,True
chr2,39357685,39357869,Nanog_1k_peak_11434,197,.,12.1385,23.37288,19.7610299999999,71,False,True,True
chr2,40021669,40022055,Nanog_1k_peak_11444,358,.,16.4093,40.02163,35.84309,283,False,True,False
chr2,40189595,40189710,Nanog_1k_peak_11450,214,.,13.4351899999999,25.17998,21.4985,49,False,True,False
chr2,40498351,40498924,Nanog_1k_peak_11453,354,.,13.06131,39.64124,35.4739299999999,198,False,True,True
chr2,40819415,40819571,Nanog_1k_peak_11462,170,.,10.42638,20.51402,17.0215,78,False,True,False
chr2,41505005,41505292,Nanog_1k_peak_11476,178,.,11.52074,21.35275,17.82484,88,False,True,False
chr2,41687208,41687518,Nanog_1k_peak_11481,279,.,14.78669,31.8479599999999,27.92965,94,True,False,True
chr2,41854942,41855260,Nanog_1k_peak_11484,571,.,19.01122,61.98726,57.17558,141,True,True,True
chr2,41861100,41861271,Nanog_1k_peak_11486,261,.,13.32861,30.0334,26.17534,92,False,True,True
chr2,41878440,41878703,Nanog_1k_peak_11487,426,.,16.5607,47.00282,42.61831,135,False,False,True
chr2,43023867,43024175,Nanog_1k_peak_11498,509,.,19.58912,55.5931699999999,50.9581,172,False,False,True
chr2,43369267,43369571,Nanog_1k_peak_11500,142,.,10.28928,17.6383799999999,14.27339,153,True,True,False
chr2,43433968,43434183,Nanog_1k_peak_11502,444,.,20.35369,48.93499,44.49168,71,True,True,False
chr2,43539474,43539660,Nanog_1k_peak_11506,165,.,11.40429,20.00881,16.53736,96,True,True,False
chr2,43573567,43573732,Nanog_1k_peak_11508,175,.,11.0474199999999,21.0333,17.51838,64,True,True,False
chr2,43605766,43605915,Nanog_1k_peak_11510,216,.,13.5046799999999,25.3078799999999,21.6214,88,False,True,False
chr2,43615484,43615569,Nanog_1k_peak_11511,285,.,16.46015,32.53181,28.5903299999999,50,False,True,False
chr2,44163387,44163547,Nanog_1k_peak_11514,141,.,10.00116,17.47322,14.11622,75,False,True,False
chr2,44315958,44316071,Nanog_1k_peak_11520,140,.,10.34032,17.39903,14.04525,72,True,True,False
chr2,44366238,44366475,Nanog_1k_peak_11523,203,.,12.47058,23.93802,20.30312,53,False,True,False
chr2,44397705,44397850,Nanog_1k_peak_11524,231,.,14.31946,26.8550799999999,23.11218,76,False,True,False
chr2,44414914,44415113,Nanog_1k_peak_11525,185,.,11.96423,22.12086,18.55967,94,True,True,True
chr2,44694646,44694912,Nanog_1k_peak_11528,199,.,11.92297,23.53397,19.91592,166,False,True,False
chr2,44732584,44732826,Nanog_1k_peak_11532,283,.,15.73527,32.25579,28.32334,60,True,True,True
chr2,44779443,44779764,Nanog_1k_peak_11535,774,.,19.98722,82.81432,77.48621,83,True,False,True
chr2,45239845,45240048,Nanog_1k_peak_11540,281,.,16.45536,32.11184,28.18434,116,False,False,True
chr2,45353141,45353311,Nanog_1k_peak_11542,263,.,14.87359,30.19588,26.33242,97,False,True,False
chr2,45945000,45945200,Nanog_1k_peak_11551,260,.,14.01808,29.93354,26.07907,131,False,True,False
chr2,45957992,45958305,Nanog_1k_peak_11553,207,.,13.03278,24.4499399999999,20.79628,205,False,True,False
chr2,45978084,45978363,Nanog_1k_peak_11555,204,.,11.9195,24.07507,20.43556,239,True,True,False
chr2,46141253,46141470,Nanog_1k_peak_11561,145,.,10.5463399999999,17.90406,14.52765,132,False,True,False
chr2,46462716,46462992,Nanog_1k_peak_11568,146,.,10.31855,18.02511,14.64294,150,False,True,False
chr2,47436940,47437309,Nanog_1k_peak_11583,235,.,10.07646,27.29203,23.5333,295,False,True,False
chr2,47958463,47958946,Nanog_1k_peak_11587,380,.,14.03992,42.27447,38.02811,361,False,False,True
chr2,47968565,47968977,Nanog_1k_peak_11589,316,.,11.4480399999999,35.66197,31.61769,141,False,True,True
chr2,47976693,47977037,Nanog_1k_peak_11593,491,.,14.27304,53.68563,49.10242,111,False,False,True
chr2,48074019,48074213,Nanog_1k_peak_11596,486,.,22.82991,53.17951,48.61097,93,False,False,True
chr2,48302986,48303255,Nanog_1k_peak_11600,398,.,12.01017,44.16965,39.86888,128,False,False,True
chr2,48375416,48375610,Nanog_1k_peak_11602,144,.,10.5166,17.84395,14.4698799999999,42,False,True,True
chr2,49900310,49900404,Nanog_1k_peak_11610,180,.,12.19388,21.58655,18.0492,30,False,True,False
chr2,49919301,49919549,Nanog_1k_peak_11611,181,.,12.14065,21.69984,18.15749,66,False,True,False
chr2,50562942,50563136,Nanog_1k_peak_11614,156,.,11.06175,19.10697,15.67561,58,False,True,False
chr2,50961195,50961420,Nanog_1k_peak_11618,178,.,11.26187,21.3923299999999,17.86321,150,False,True,True
chr2,50966829,50967136,Nanog_1k_peak_11619,162,.,10.56607,19.73946,16.28012,213,False,False,True
chr2,52390359,52390636,Nanog_1k_peak_11630,312,.,16.03666,35.24006,31.20903,122,False,False,True
chr2,53328427,53328566,Nanog_1k_peak_11642,142,.,10.07266,17.59668,14.2339299999999,45,True,True,False
chr2,53438976,53439339,Nanog_1k_peak_11644,246,.,12.39815,28.45387,24.6530299999999,214,False,True,False
chr2,53500272,53500666,Nanog_1k_peak_11646,558,.,14.68051,60.6098699999999,55.83557,241,True,False,True
chr2,53500770,53501087,Nanog_1k_peak_11647,485,.,13.4269299999999,53.1369199999999,48.56975,124,True,False,True
chr2,55297971,55298304,Nanog_1k_peak_11661,464,.,19.68936,50.9199,46.41488,121,False,False,True
chr2,55365515,55365718,Nanog_1k_peak_11663,299,.,16.93914,33.894,29.9061299999999,103,False,True,False
chr2,55655599,55655903,Nanog_1k_peak_11664,698,.,16.69092,74.96647,69.8180199999999,180,True,False,True
chr2,55658317,55658573,Nanog_1k_peak_11665,558,.,13.54902,60.64506,55.87003,148,False,True,True
chr2,55663415,55663838,Nanog_1k_peak_11667,436,.,14.0351799999999,48.03606,43.6201299999999,140,True,True,True
chr2,55797349,55797467,Nanog_1k_peak_11668,257,.,15.51182,29.55234,25.71181,72,False,True,False
chr2,56655741,56655848,Nanog_1k_peak_11676,156,.,11.06175,19.10697,15.67561,72,False,True,False
chr2,57096406,57096620,Nanog_1k_peak_11679,195,.,11.97901,23.10323,19.50227,160,False,True,False
chr2,57214309,57214510,Nanog_1k_peak_11680,163,.,11.28253,19.77721,16.31626,92,True,True,False
chr2,57379112,57379267,Nanog_1k_peak_11681,338,.,16.86081,37.96888,33.8513,82,False,True,False
chr2,57518050,57518147,Nanog_1k_peak_11685,136,.,10.09785,16.94972,13.6172899999999,52,False,True,False
chr2,57940997,57941144,Nanog_1k_peak_11693,289,.,16.98767,32.93484,28.98078,62,False,True,True
chr2,58016279,58016573,Nanog_1k_peak_11696,302,.,12.35853,34.21172,30.2141,62,False,True,True
chr2,58841909,58842026,Nanog_1k_peak_11702,157,.,11.12361,19.23003,15.7933799999999,68,False,True,False
chr2,59278314,59278616,Nanog_1k_peak_11708,151,.,10.60327,18.52949,15.1243299999999,90,True,False,True
chr2,59303707,59303807,Nanog_1k_peak_11709,152,.,10.87461,18.63797,15.22685,53,False,True,False
chr2,59470839,59470940,Nanog_1k_peak_11711,171,.,11.75311,20.68832,17.18807,58,False,True,False
chr20,328824,328992,Nanog_1k_peak_11717,306,.,16.79031,34.6770099999999,30.6642799999999,88,True,True,False
chr20,1196148,1196409,Nanog_1k_peak_11728,257,.,15.51182,29.55234,25.71181,186,False,True,False
chr20,1272256,1272562,Nanog_1k_peak_11730,315,.,16.62629,35.59789,31.55557,160,False,False,True
chr20,1773000,1773090,Nanog_1k_peak_11738,139,.,10.22819,17.27302,13.92472,40,False,True,False
chr20,2335239,2335549,Nanog_1k_peak_11746,172,.,11.63563,20.74784,17.24491,249,True,True,False
chr20,3319710,3319863,Nanog_1k_peak_11759,219,.,13.8657399999999,25.6526399999999,21.95394,73,False,True,False
chr20,3402678,3402779,Nanog_1k_peak_11760,179,.,12.12393,21.44068,17.9092,61,False,True,False
chr20,3587198,3587444,Nanog_1k_peak_11762,162,.,11.03326,19.66005,16.20425,66,True,False,True
chr20,3630545,3630899,Nanog_1k_peak_11763,192,.,11.82365,22.84153,19.25169,279,False,True,False
chr20,4295071,4295316,Nanog_1k_peak_11767,187,.,12.08049,22.3248,18.7557799999999,128,False,True,False
chr20,4302236,4302350,Nanog_1k_peak_11770,368,.,19.05109,41.0723,36.8619,61,False,False,True
chr20,4522025,4522157,Nanog_1k_peak_11776,188,.,12.51406,22.43325,18.8596799999999,101,False,False,True
chr20,4608809,4608982,Nanog_1k_peak_11778,788,.,32.14416,84.19805,78.84264,87,False,False,True
chr20,4704868,4705065,Nanog_1k_peak_11779,157,.,10.48325,19.13417,15.70159,115,False,True,True
chr20,4793418,4793718,Nanog_1k_peak_11782,686,.,23.4975,73.8028,68.6833099999999,164,True,False,True
chr20,5215706,5215839,Nanog_1k_peak_11785,155,.,11.07891,19.02687,15.59886,79,False,True,False
chr20,5270222,5270517,Nanog_1k_peak_11786,250,.,14.74736,28.91293,25.0955,163,False,True,False
chr20,5806929,5807206,Nanog_1k_peak_11792,203,.,11.8720699999999,23.9960299999999,20.35928,140,False,True,True
chr20,5834506,5834751,Nanog_1k_peak_11794,323,.,15.94346,36.4222599999999,32.3531599999999,100,True,False,True
chr20,5892698,5892923,Nanog_1k_peak_11796,308,.,16.87169,34.82104,30.8036599999999,68,False,True,True
chr20,6630200,6630438,Nanog_1k_peak_11800,262,.,14.80546,30.07847,26.21924,84,False,False,True
chr20,6818659,6819032,Nanog_1k_peak_11802,521,.,20.2595,56.77195,52.10611,58,True,False,True
chr20,7013423,7013733,Nanog_1k_peak_11809,196,.,12.60088,23.25325,19.6461799999999,69,False,True,False
chr20,7133182,7133278,Nanog_1k_peak_11811,194,.,12.8371,23.09205,19.49182,22,False,True,True
chr20,7176823,7176969,Nanog_1k_peak_11813,163,.,11.41809,19.7963299999999,16.33481,90,False,False,True
chr20,8017895,8018264,Nanog_1k_peak_11827,357,.,13.90971,39.8898,35.71481,192,True,True,False
chr20,8025446,8025584,Nanog_1k_peak_11828,227,.,13.66026,26.49475,22.76466,87,False,True,False
chr20,8164031,8164308,Nanog_1k_peak_11830,224,.,13.4990399999999,26.21356,22.49383,77,True,True,False
chr20,8186780,8186963,Nanog_1k_peak_11831,208,.,12.79135,24.48948,20.83467,112,True,True,False
chr20,8474719,8475110,Nanog_1k_peak_11836,683,.,21.39492,73.45078,68.34056,156,False,False,True
chr20,8595489,8595663,Nanog_1k_peak_11841,279,.,11.8303,31.9061,27.9853,113,True,True,False
chr20,8884813,8885332,Nanog_1k_peak_11844,304,.,12.8612,34.48471,30.47768,69,True,False,True
chr20,8946611,8946827,Nanog_1k_peak_11845,200,.,12.82842,23.66838,20.0445399999999,89,True,False,True
chr20,9373984,9374074,Nanog_1k_peak_11848,163,.,11.41076,19.81408,16.3515,46,False,False,True
chr20,9384984,9385129,Nanog_1k_peak_11849,146,.,10.111,18.06691,14.68257,74,True,True,True
chr20,10067129,10067321,Nanog_1k_peak_11859,146,.,10.479,17.98862,14.6080399999999,74,True,True,False
chr20,10116377,10116654,Nanog_1k_peak_11865,839,.,13.48432,89.43354,83.97182,119,False,False,True
chr20,10118238,10118513,Nanog_1k_peak_11866,617,.,11.15661,66.72693,61.78738,110,False,False,True
chr20,10154814,10154994,Nanog_1k_peak_11867,186,.,12.25021,22.23048,18.66489,66,True,True,True
chr20,10644976,10645198,Nanog_1k_peak_11879,135,.,10.1003,16.88301,13.55445,140,False,True,False
chr20,12452186,12452358,Nanog_1k_peak_11899,319,.,17.55227,36.04238,31.9853599999999,97,False,False,True
chr20,14336117,14337124,Nanog_1k_peak_11910,383,.,12.49773,42.58068,38.32572,638,True,False,True
chr20,14631831,14632066,Nanog_1k_peak_11912,224,.,13.1834899999999,26.19719,22.47803,109,False,False,True
chr20,14941090,14941241,Nanog_1k_peak_11917,166,.,11.46617,20.12755,16.65191,64,False,True,False
chr20,15018350,15018583,Nanog_1k_peak_11918,310,.,16.33501,35.1004,31.07412,56,False,True,False
chr20,15252994,15253086,Nanog_1k_peak_11922,443,.,23.30274,48.78971,44.35144,38,False,False,True
chr20,15661022,15661221,Nanog_1k_peak_11931,172,.,11.18391,20.7782299999999,17.27382,125,True,True,False
chr20,16156439,16156645,Nanog_1k_peak_11938,274,.,15.2008299999999,31.33233,27.43024,54,True,True,False
chr20,16455623,16455912,Nanog_1k_peak_11940,350,.,17.19507,39.22119,35.06689,213,False,False,True
chr20,17443701,17444271,Nanog_1k_peak_11949,247,.,13.91326,28.55782,24.75245,371,False,True,False
chr20,17730526,17730776,Nanog_1k_peak_11953,608,.,19.64689,65.7363199999999,60.82252,146,True,False,True
chr20,17742390,17742740,Nanog_1k_peak_11957,674,.,14.90101,72.54443,67.45654,138,True,False,True
chr20,18774998,18775092,Nanog_1k_peak_11974,161,.,11.31341,19.61361,16.15944,33,True,True,False
chr20,19328867,19329104,Nanog_1k_peak_11986,287,.,16.29854,32.7125599999999,28.76533,55,True,True,False
chr20,19748411,19748569,Nanog_1k_peak_11999,215,.,13.78755,25.26747,21.58288,104,False,True,False
chr20,20131314,20131847,Nanog_1k_peak_12009,251,.,11.26211,28.9468,25.12787,355,False,True,False
chr20,20133124,20133272,Nanog_1k_peak_12010,244,.,10.5786699999999,28.27125,24.47673,37,False,True,False
chr20,20270242,20270378,Nanog_1k_peak_12016,153,.,10.71075,18.72245,15.30775,66,False,True,False
chr20,20486143,20486315,Nanog_1k_peak_12022,168,.,10.32795,20.35082,16.86564,65,True,False,True
chr20,20502928,20503101,Nanog_1k_peak_12023,253,.,14.28211,29.18308,25.35581,68,False,True,True
chr20,20530013,20530226,Nanog_1k_peak_12024,406,.,15.0664299999999,44.98042,40.65598,53,False,False,True
chr20,20731764,20732040,Nanog_1k_peak_12030,221,.,11.5908699999999,25.85013,22.14355,210,True,True,False
chr20,21102041,21102281,Nanog_1k_peak_12036,142,.,10.3993,17.6091899999999,14.24584,97,True,True,False
chr20,21391355,21391521,Nanog_1k_peak_12042,204,.,12.25513,24.09082,20.45054,136,True,False,True
chr20,21665982,21666181,Nanog_1k_peak_12048,596,.,22.28545,64.56011,59.67965,130,False,False,True
chr20,21829422,21829663,Nanog_1k_peak_12053,217,.,13.03742,25.41718,21.72674,85,False,True,False
chr20,22286736,22287048,Nanog_1k_peak_12064,337,.,14.7483,37.87223,33.7573299999999,197,False,True,False
chr20,22378407,22378724,Nanog_1k_peak_12068,154,.,10.0534,18.88766,15.46616,191,False,True,False
chr20,22440203,22440314,Nanog_1k_peak_12069,145,.,10.26841,17.93725,14.55945,38,False,True,False
chr20,22481045,22481362,Nanog_1k_peak_12070,410,.,14.1492,45.37301,41.03776,191,True,True,False
chr20,22895023,22895373,Nanog_1k_peak_12074,449,.,18.3531899999999,49.40742,44.94918,185,True,True,False
chr20,23083669,23083842,Nanog_1k_peak_12079,195,.,12.0317,23.19221,19.58764,61,False,True,False
chr20,23226452,23226746,Nanog_1k_peak_12082,487,.,18.75408,53.29931,48.72647,154,False,False,True
chr20,23254277,23254491,Nanog_1k_peak_12085,497,.,18.90402,54.37573,49.77339,116,False,False,True
chr20,23620371,23620624,Nanog_1k_peak_12096,196,.,12.08487,23.28209,19.67406,114,False,False,True
chr20,24010274,24010436,Nanog_1k_peak_12104,285,.,14.04155,32.53915,28.5974599999999,63,True,True,True
chr20,24017577,24017746,Nanog_1k_peak_12105,149,.,10.24993,18.3026,14.90763,61,False,True,True
chr20,24034425,24034662,Nanog_1k_peak_12108,570,.,12.9655,61.86931,57.06025,106,True,False,True
chr20,24035422,24035871,Nanog_1k_peak_12109,467,.,11.41912,51.25149,46.73725,171,True,True,True
chr20,24157490,24157721,Nanog_1k_peak_12110,204,.,12.25513,24.09082,20.45054,102,False,True,False
chr20,24302399,24302724,Nanog_1k_peak_12114,345,.,16.0517,38.69757,34.55859,143,True,True,True
chr20,24326525,24326843,Nanog_1k_peak_12122,541,.,10.59314,58.87319,54.1473,103,False,True,True
chr20,24389195,24389466,Nanog_1k_peak_12123,741,.,23.0944,79.4076099999999,74.15491,165,True,False,True
chr20,24607743,24607857,Nanog_1k_peak_12129,204,.,13.06434,24.10557,20.4648,37,True,True,False
chr20,24627689,24627976,Nanog_1k_peak_12130,165,.,11.0213,20.0492299999999,16.5764399999999,158,True,True,False
chr20,24987656,24987952,Nanog_1k_peak_12136,173,.,10.01843,20.89977,17.39072,222,False,True,False
chr20,24996037,24996157,Nanog_1k_peak_12137,217,.,10.66152,25.42718,21.7364399999999,45,False,True,False
chr20,24996764,24997044,Nanog_1k_peak_12138,343,.,14.27658,38.44648,34.31483,175,False,True,False
chr20,25144496,25144752,Nanog_1k_peak_12143,171,.,11.39343,20.69416,17.19334,139,False,True,False
chr20,25222248,25222489,Nanog_1k_peak_12144,304,.,14.36156,34.4259599999999,30.4209,122,False,True,True
chr20,25234371,25234711,Nanog_1k_peak_12145,278,.,13.99801,31.80829,27.89127,213,True,False,True
chr20,25350369,25350527,Nanog_1k_peak_12148,140,.,10.18392,17.4464,14.09042,115,False,True,False
chr20,25377665,25377920,Nanog_1k_peak_12149,182,.,10.90031,21.8313299999999,18.2833799999999,144,True,True,False
chr20,25626850,25627085,Nanog_1k_peak_12154,326,.,11.64728,36.73277,32.65338,84,False,True,False
chr20,25754898,25755103,Nanog_1k_peak_12157,161,.,10.77004,19.61965,16.16514,121,True,True,False
chr20,25947628,25948072,Nanog_1k_peak_12164,425,.,13.87681,46.97441,42.59121,381,True,True,False
chr20,26137064,26137148,Nanog_1k_peak_12175,150,.,10.73345,18.4684299999999,15.06561,39,False,True,False
chr20,26432814,26433136,Nanog_1k_peak_12186,243,.,12.21542,28.14104,24.35174,134,False,False,True
chr20,26549855,26550001,Nanog_1k_peak_12188,188,.,10.25095,22.39872,18.82664,81,False,True,False
chr20,26844376,26844641,Nanog_1k_peak_12196,482,.,15.5811,52.77503,48.21844,138,False,False,True
chr20,26947641,26947853,Nanog_1k_peak_12200,500,.,19.96981,54.62279,50.01271,155,False,False,True
chr20,26987303,26987451,Nanog_1k_peak_12204,199,.,11.94788,23.57563,19.95573,78,False,False,True
chr20,27086008,27086464,Nanog_1k_peak_12206,704,.,19.09412,75.6573,70.48875,151,False,False,True
chr20,27263380,27263511,Nanog_1k_peak_12209,172,.,11.78588,20.75348,17.25005,95,True,True,False
chr20,27458183,27458469,Nanog_1k_peak_12211,480,.,19.2636799999999,52.58421,48.0325099999999,87,True,False,True
chr20,27754008,27754167,Nanog_1k_peak_12218,183,.,10.31465,21.94882,18.39577,93,False,True,False
chr20,28266606,28266991,Nanog_1k_peak_12232,319,.,15.2970899999999,36.01752,31.96127,232,False,True,False
chr20,28360656,28361021,Nanog_1k_peak_12233,399,.,14.33365,44.2923599999999,39.9882799999999,162,True,True,False
chr20,28367124,28367444,Nanog_1k_peak_12235,225,.,10.47405,26.27373,22.55176,186,False,True,False
chr20,28378372,28378503,Nanog_1k_peak_12237,169,.,11.25768,20.45757,16.96724,33,False,True,False
chr20,28448961,28449315,Nanog_1k_peak_12242,457,.,16.22318,50.2145,45.73262,194,False,True,False
chr20,28584058,28584260,Nanog_1k_peak_12243,214,.,12.22086,25.14198,21.46186,84,False,False,True
chr20,28616112,28616349,Nanog_1k_peak_12244,223,.,11.36169,26.05832,22.34471,115,False,True,False
chr20,28931272,28931539,Nanog_1k_peak_12256,180,.,11.05874,21.56343,18.02717,48,True,True,False
chr20,29218353,29218540,Nanog_1k_peak_12262,293,.,14.91921,33.35887,29.38865,102,True,False,True
chr20,29254944,29255334,Nanog_1k_peak_12265,569,.,16.17353,61.80214,56.99508,177,True,False,True
chr20,29505832,29506072,Nanog_1k_peak_12268,451,.,19.41659,49.66585,45.19889,65,True,False,True
chr20,29552494,29552868,Nanog_1k_peak_12269,235,.,12.82045,27.31834,23.55851,240,False,True,True
chr20,29565649,29565920,Nanog_1k_peak_12270,571,.,20.3375299999999,61.9407099999999,57.12969,117,False,False,True
chr20,30041160,30041698,Nanog_1k_peak_12281,644,.,18.17476,69.44389,64.43613,220,False,False,True
chr20,30062689,30063209,Nanog_1k_peak_12282,279,.,12.49201,31.82481,27.90723,103,False,False,True
chr20,30231457,30231634,Nanog_1k_peak_12287,251,.,14.46796,28.94184,25.12302,45,False,True,False
chr20,30260696,30261021,Nanog_1k_peak_12288,171,.,10.48634,20.61345,17.11628,88,False,True,False
chr20,30510452,30510848,Nanog_1k_peak_12295,246,.,13.8536299999999,28.4571099999999,24.65597,268,True,False,True
chr20,30857706,30857979,Nanog_1k_peak_12300,857,.,21.38288,91.27637,85.77625,131,True,False,True
chr20,31491408,31491641,Nanog_1k_peak_12309,209,.,10.20917,24.61336,20.95328,159,True,True,False
chr20,31649194,31649427,Nanog_1k_peak_12314,183,.,10.60603,21.88615,18.33607,75,False,True,False
chr20,31652112,31652276,Nanog_1k_peak_12315,183,.,10.28053,21.891,18.34045,106,False,True,False
chr20,31673508,31673785,Nanog_1k_peak_12316,190,.,11.03762,22.60645,19.02608,144,True,True,False
chr20,31715129,31715408,Nanog_1k_peak_12322,389,.,17.4205799999999,43.20779,38.9334799999999,167,False,False,True
chr20,31727915,31728326,Nanog_1k_peak_12324,379,.,13.28092,42.17314,37.9293599999999,146,False,False,True
chr20,31742699,31742819,Nanog_1k_peak_12325,177,.,11.2135,21.31121,17.78523,59,False,True,True
chr20,32027485,32027645,Nanog_1k_peak_12328,174,.,11.56071,20.988,17.47491,94,False,True,False
chr20,32083409,32083574,Nanog_1k_peak_12329,231,.,14.4709799999999,26.90109,23.15672,78,False,True,False
chr20,32152144,32152412,Nanog_1k_peak_12331,169,.,11.45691,20.42027,16.93172,141,False,True,False
chr20,32224240,32224384,Nanog_1k_peak_12334,155,.,10.61458,18.92784,15.5041,86,False,True,True
chr20,32231543,32231966,Nanog_1k_peak_12336,759,.,19.2793,81.20375,75.9104,276,True,False,True
chr20,32475433,32475696,Nanog_1k_peak_12342,224,.,12.46464,26.12887,22.4125,53,False,True,False
chr20,32493164,32493404,Nanog_1k_peak_12344,264,.,13.49744,30.31819,26.4501,174,False,True,False
chr20,32602593,32602837,Nanog_1k_peak_12347,140,.,10.1579199999999,17.39927,14.04537,203,False,True,False
chr20,32892832,32893047,Nanog_1k_peak_12352,589,.,20.4080899999999,63.77043,58.91084,122,True,False,True
chr20,33247782,33248106,Nanog_1k_peak_12360,212,.,12.07838,24.9043399999999,21.23347,249,False,True,False
chr20,33316390,33316605,Nanog_1k_peak_12362,270,.,10.41821,30.98443,27.09455,102,False,True,True
chr20,33330590,33331046,Nanog_1k_peak_12368,461,.,14.90264,50.60894,46.11424,169,True,False,True
chr20,33336563,33336865,Nanog_1k_peak_12369,233,.,10.90471,27.06384,23.313,118,False,True,True
chr20,33377971,33378335,Nanog_1k_peak_12373,329,.,14.25865,37.00849,32.92,77,False,False,True
chr20,33546183,33546595,Nanog_1k_peak_12377,187,.,11.50049,22.29975,18.73142,123,True,True,False
chr20,33638250,33638456,Nanog_1k_peak_12380,231,.,12.91279,26.8776799999999,23.13403,147,False,True,False
chr20,33872072,33872329,Nanog_1k_peak_12381,250,.,11.54614,28.84202,25.02729,128,False,True,False
chr20,33994433,33994555,Nanog_1k_peak_12386,193,.,12.18144,22.95456,19.36015,43,False,True,False
chr20,34325656,34325814,Nanog_1k_peak_12391,492,.,18.17655,53.86924,49.2803599999999,84,False,False,True
chr20,34372567,34372815,Nanog_1k_peak_12394,250,.,14.43436,28.8837,25.0670799999999,127,False,True,True
chr20,34504271,34504380,Nanog_1k_peak_12398,146,.,10.29342,17.98104,14.6007,37,True,True,False
chr20,34543888,34544274,Nanog_1k_peak_12400,244,.,13.3560799999999,28.21449,24.4221,233,False,True,False
chr20,34705566,34705795,Nanog_1k_peak_12407,405,.,15.40111,44.86962,40.54814,168,True,True,False
chr20,34711458,34711681,Nanog_1k_peak_12408,508,.,20.44884,55.4523199999999,50.82089,155,True,True,False
chr20,34875200,34875588,Nanog_1k_peak_12413,173,.,10.62898,20.84996,17.34314,241,True,True,False
chr20,35011809,35012348,Nanog_1k_peak_12418,376,.,13.48441,41.88454,37.64823,349,False,False,True
chr20,35022110,35022358,Nanog_1k_peak_12420,291,.,12.84892,33.12603,29.16389,70,False,True,True
chr20,35055239,35055359,Nanog_1k_peak_12421,393,.,18.1127799999999,43.64058,39.35378,38,True,True,True
chr20,35576239,35576507,Nanog_1k_peak_12442,372,.,15.16455,41.48705,37.2643799999999,122,False,False,True
chr20,35861081,35861272,Nanog_1k_peak_12445,234,.,12.0449399999999,27.23069,23.47396,121,True,True,False
chr20,36368689,36368987,Nanog_1k_peak_12454,154,.,10.82042,18.92097,15.49779,245,False,True,True
chr20,36392656,36392998,Nanog_1k_peak_12455,195,.,12.29619,23.15285,19.54971,102,False,False,True
