chrom,start,end,Nanog_binding_status,replication_timing_pre_MBT
chr19,25900000,26000000,1k-cell new,0.0787614
chr19,26000000,26100000,1k-cell new,0.468758
chr19,26100000,26200000,dome new,0.579834
chr19,26200000,26300000,1k-cell new,0.6746939999999999
chr19,26300000,26400000,1k-cell new,0.607267
chr19,26400000,26500000,dome new,0.321294
chr19,26500000,26600000,non binding,0.43388000000000004
chr19,26600000,26700000,1k-cell new,0.9219799999999999
chr19,26700000,26800000,1k-cell new,1.26016
chr19,26800000,26900000,256-cell,1.2558200000000002
chr19,26900000,27000000,1k-cell new,1.02827
chr19,27000000,27100000,non binding,0.83725
chr19,27100000,27200000,non binding,0.559916
chr19,27200000,27300000,256-cell,0.627302
chr19,27300000,27400000,256-cell,1.06535
chr19,27400000,27500000,1k-cell new,1.2728899999999999
chr19,27500000,27600000,non binding,0.957872
chr19,27600000,27700000,non binding,0.322818
chr19,27700000,27800000,dome new,0.0120389
chr19,27800000,27900000,dome new,0.11256
chr19,27900000,28000000,1k-cell new,0.12425599999999999
chr19,28000000,28100000,non binding,0.147795
chr19,28100000,28200000,256-cell,0.43737700000000007
chr19,28200000,28300000,256-cell,0.586536
chr19,28300000,28400000,1k-cell new,0.41479799999999994
chr19,28400000,28500000,dome new,0.13083
chr19,28500000,28600000,1k-cell new,-0.0596275
chr19,28600000,28700000,non binding,-0.21248899999999998
chr19,28700000,28800000,non binding,-0.520784
chr19,28800000,28900000,256-cell,-0.637034
chr19,28900000,29000000,dome new,-0.570804
chr19,29000000,29100000,non binding,-0.25354699999999997
chr19,29100000,29200000,dome new,0.294804
chr19,29200000,29300000,dome new,1.0173
chr19,29300000,29400000,non binding,0.907711
chr19,29400000,29500000,1k-cell new,0.204443
chr19,29500000,29600000,non binding,0.0271524
chr19,29600000,29700000,non binding,0.41880500000000004
chr19,29700000,29800000,256-cell,0.9361219999999999
chr19,29800000,29900000,dome new,0.918358
chr19,29900000,30000000,non binding,0.207837
chr19,30000000,30100000,non binding,-0.339572
chr19,30100000,30200000,dome new,-0.12271900000000001
chr19,30200000,30300000,dome new,0.47075
chr19,30300000,30400000,dome new,1.06415
chr19,30400000,30500000,1k-cell new,1.04895
chr19,30500000,30600000,256-cell,0.446296
chr19,30600000,30700000,1k-cell new,-0.10364000000000001
chr19,30700000,30800000,dome new,-0.24986799999999998
chr19,30800000,30900000,256-cell,0.205722
chr19,30900000,31000000,non binding,0.675358
chr19,31000000,31100000,dome new,0.8375819999999999
chr19,31100000,31200000,non binding,0.444538
chr19,31200000,31300000,dome new,0.10473800000000001
chr19,31300000,31400000,256-cell,0.331782
chr19,31400000,31500000,1k-cell new,0.687485
chr19,31500000,31600000,non binding,0.720618
chr19,31600000,31700000,dome new,0.5138010000000001
chr19,31700000,31800000,non binding,0.38271900000000003
chr19,31800000,31900000,1k-cell new,0.19203800000000001
chr19,31900000,32000000,dome new,0.057069299999999996
chr19,32000000,32100000,dome new,0.040854800000000004
chr19,32100000,32200000,1k-cell new,0.0992377
chr19,32200000,32300000,256-cell,-0.19362200000000002
chr19,32300000,32400000,non binding,-0.5475770000000001
chr19,32400000,32500000,dome new,-0.506037
chr19,32500000,32600000,dome new,-0.19639700000000002
chr19,32600000,32700000,non binding,0.324214
chr19,32700000,32800000,256-cell,1.15024
chr19,32800000,32900000,dome new,1.5845200000000002
chr19,32900000,33000000,dome new,1.17303
chr19,33000000,33100000,non binding,0.272029
chr19,33100000,33200000,256-cell,0.105804
chr19,33200000,33300000,1k-cell new,0.6244609999999999
chr19,33300000,33400000,256-cell,1.14096
chr19,33400000,33500000,256-cell,1.15852
chr19,33500000,33600000,dome new,0.6543399999999999
chr19,33600000,33700000,non binding,0.00144498
chr19,33700000,33800000,non binding,-0.5223220000000001
chr19,33800000,33900000,256-cell,-0.573822
chr19,33900000,34000000,dome new,-0.284047
chr19,34000000,34100000,dome new,0.260385
chr19,34100000,34200000,256-cell,0.444846
chr19,34200000,34300000,non binding,0.157625
chr19,34300000,34400000,non binding,-0.2602
chr19,34400000,34500000,256-cell,-0.434667
chr19,34500000,34600000,256-cell,-0.282544
chr19,34600000,34700000,dome new,-0.197121
chr19,34700000,34800000,dome new,0.248852
chr19,34800000,34900000,256-cell,1.1185
chr19,34900000,35000000,256-cell,1.7289
chr19,35000000,35100000,1k-cell new,1.2575399999999999
chr19,35100000,35200000,dome new,0.255284
chr19,35200000,35300000,dome new,-0.08828079999999999
chr19,35300000,35400000,1k-cell new,0.108471
chr19,35400000,35500000,dome new,0.170079
chr19,35500000,35600000,non binding,-0.10300999999999999
chr19,35600000,35700000,dome new,-0.227109
chr19,35700000,35800000,256-cell,-0.0651856
chr19,35800000,35900000,non binding,-0.237787
chr19,35900000,36000000,non binding,-0.5954
chr19,36000000,36100000,256-cell,-0.536944
chr19,36100000,36200000,1k-cell new,-0.496507
chr19,36200000,36300000,1k-cell new,-0.7858189999999999
chr19,36300000,36400000,non binding,-1.03617
chr19,36400000,36500000,non binding,-0.665792
chr19,36500000,36600000,dome new,0.0760654
chr19,36600000,36700000,dome new,0.6297699999999999
chr19,36700000,36800000,non binding,0.53513
chr19,36800000,36900000,dome new,-0.0356272
chr19,36900000,37000000,non binding,-0.5755140000000001
chr19,37000000,37100000,non binding,-0.723522
chr19,37100000,37200000,dome new,-0.5073350000000001
chr19,37200000,37300000,non binding,-0.546277
chr19,37300000,37400000,dome new,-0.634472
chr19,37400000,37500000,dome new,-0.0764355
chr19,37500000,37600000,non binding,0.21126999999999999
chr19,37600000,37700000,dome new,-0.284671
chr19,37700000,37800000,non binding,-0.438431
chr19,37800000,37900000,1k-cell new,-0.11483
chr19,37900000,38000000,dome new,0.137693
chr19,38000000,38100000,dome new,0.17182999999999998
chr19,38100000,38200000,non binding,-0.12069200000000001
chr19,38200000,38300000,non binding,-0.356288
chr19,38300000,38400000,non binding,-0.264462
chr19,38400000,38500000,non binding,-0.09077869999999999
chr19,38500000,38600000,256-cell,-0.11991600000000001
chr19,38600000,38700000,256-cell,-0.38900500000000005
chr19,38700000,38800000,non binding,-0.757396
chr19,38800000,38900000,256-cell,-0.741438
chr19,38900000,39000000,1k-cell new,-0.504105
chr19,39000000,39100000,dome new,-0.300863
chr19,39100000,39200000,non binding,-0.0349887
chr19,39200000,39300000,dome new,0.18262
chr19,39300000,39400000,dome new,0.06909610000000001
chr19,39400000,39500000,dome new,-0.14618499999999998
chr19,39500000,39600000,256-cell,-0.245259
chr19,39600000,39700000,non binding,-0.22841199999999998
chr19,39700000,39800000,non binding,-0.0344263
chr19,39800000,39900000,dome new,0.319922
chr19,39900000,40000000,1k-cell new,0.7909609999999999
chr19,40000000,40100000,non binding,1.0151
chr19,40100000,40200000,non binding,1.13333
chr19,40200000,40300000,dome new,1.14609
chr19,40300000,40400000,non binding,0.587721
chr19,40400000,40500000,non binding,0.00919438
chr19,40500000,40600000,non binding,-0.18421600000000002
chr19,40600000,40700000,non binding,-0.190947
chr19,40700000,40800000,non binding,-0.00749242
chr19,40800000,40900000,1k-cell new,0.527315
chr19,40900000,41000000,256-cell,0.816056
chr19,41000000,41100000,1k-cell new,0.49116499999999996
chr19,41100000,41200000,non binding,-0.0764967
chr19,41200000,41300000,non binding,-0.181816
chr19,41300000,41400000,dome new,0.448258
chr19,41400000,41500000,dome new,1.07118
chr19,41500000,41600000,dome new,0.680502
chr19,41600000,41700000,256-cell,0.00975553
chr19,41700000,41800000,dome new,-0.420778
chr19,41800000,41900000,non binding,-0.641423
chr19,41900000,42000000,1k-cell new,-0.549141
chr19,42000000,42100000,256-cell,-0.0452318
chr19,42100000,42200000,1k-cell new,0.459608
chr19,42200000,42300000,256-cell,0.755229
chr19,42300000,42400000,256-cell,1.03288
chr19,42400000,42500000,dome new,1.17082
chr19,42500000,42600000,1k-cell new,0.924374
chr19,42600000,42700000,non binding,0.132471
chr19,42700000,42800000,1k-cell new,-0.368637
chr19,42800000,42900000,non binding,-0.439349
chr19,42900000,43000000,1k-cell new,-0.26064899999999996
chr19,43000000,43100000,1k-cell new,0.042863
chr19,43100000,43200000,1k-cell new,0.0053003
chr19,43200000,43300000,dome new,-0.299334
chr19,43300000,43400000,non binding,-0.355151
chr19,43400000,43500000,non binding,0.12956800000000002
chr19,43500000,43600000,1k-cell new,0.764442
chr19,43600000,43700000,256-cell,0.8856
chr19,43700000,43800000,256-cell,0.609471
chr19,43800000,43900000,non binding,0.301555
chr19,43900000,44000000,non binding,-0.0436159
chr19,44000000,44100000,non binding,-0.486555
chr19,44100000,44200000,non binding,-0.84315
chr19,44200000,44300000,dome new,-0.831975
chr19,44300000,44400000,non binding,-0.7158800000000001
chr19,44400000,44500000,non binding,-0.89499
chr19,44500000,44600000,1k-cell new,-1.18144
chr19,44600000,44700000,non binding,-1.1230200000000001
chr19,44700000,44800000,1k-cell new,-0.824982
chr19,44800000,44900000,non binding,-0.8862620000000001
chr19,44900000,45000000,non binding,-1.11143
chr19,45000000,45100000,non binding,-1.16456
chr19,45100000,45200000,non binding,-1.2455
chr19,45200000,45300000,dome new,-1.26023
chr19,45300000,45400000,non binding,-1.2809700000000002
chr19,45400000,45500000,non binding,-1.41727
chr19,45500000,45600000,non binding,-1.30877
chr19,45600000,45700000,dome new,-0.8243950000000001
chr19,45700000,45800000,256-cell,-0.5789449999999999
chr19,45800000,45900000,dome new,-0.329723
chr19,45900000,46000000,non binding,-0.13331800000000002
chr19,46000000,46100000,non binding,-0.033824900000000005
chr19,46100000,46200000,dome new,-0.13842000000000002
chr19,46200000,46300000,dome new,-0.41973299999999997
chr19,46300000,46400000,non binding,-0.997059
chr19,46400000,46500000,non binding,-1.88897
chr19,46500000,46600000,dome new,-2.42055
chr19,46600000,46700000,dome new,-2.43995
chr19,46700000,46800000,non binding,-2.46382
chr19,46800000,46900000,non binding,-2.31081
chr19,46900000,47000000,non binding,-2.022
chr19,47000000,47100000,1k-cell new,-1.8643
chr19,47100000,47200000,non binding,-1.55279
chr19,47200000,47300000,non binding,-1.0361
chr19,47300000,47400000,dome new,-0.756365
chr19,47400000,47500000,non binding,-0.565752
chr19,47500000,47600000,dome new,-1.19951
chr19,47600000,47700000,non binding,-2.0588
chr19,47700000,47800000,dome new,-1.74587
chr19,47800000,47900000,1k-cell new,-1.3452600000000001
chr19,47900000,48000000,non binding,-1.41244
chr19,48000000,48100000,dome new,-2.56032
chr19,48100000,48200000,non binding,-2.0806299999999998
chr19,48200000,48300000,non binding,-1.4706
chr19,48300000,48400000,dome new,-1.1558
chr19,48400000,48449771,non binding,-1.1427100000000001
chr2,0,100000,256-cell,-3.18971
chr2,100000,200000,1k-cell new,-2.27746
chr2,200000,300000,256-cell,-1.55195
chr2,300000,400000,non binding,-1.22353
chr2,400000,500000,non binding,-1.696
chr2,500000,600000,non binding,-2.36429
chr2,600000,700000,1k-cell new,-1.30095
chr2,700000,800000,dome new,-0.08437230000000001
chr2,800000,900000,non binding,-0.14417
chr2,900000,1000000,256-cell,-0.597255
chr2,1000000,1100000,non binding,-0.900957
chr2,1100000,1200000,256-cell,-0.789266
chr2,1200000,1300000,non binding,-0.674845
chr2,1300000,1400000,dome new,-0.334671
chr2,1400000,1500000,dome new,0.224075
chr2,1500000,1600000,non binding,0.32627399999999995
chr2,1600000,1700000,dome new,-0.162707
chr2,1700000,1800000,dome new,-0.518067
chr2,1800000,1900000,non binding,-0.46596499999999996
chr2,1900000,2000000,non binding,-0.313261
chr2,2000000,2100000,dome new,-0.0763101
chr2,2100000,2200000,256-cell,0.0114862
chr2,2200000,2300000,non binding,-0.24063800000000002
chr2,2300000,2400000,dome new,-0.499474
chr2,2400000,2500000,dome new,-0.591087
chr2,2500000,2600000,non binding,-0.509259
chr2,2600000,2700000,non binding,-0.5407350000000001
chr2,2700000,2800000,non binding,-0.364114
chr2,2800000,2900000,non binding,0.023953099999999998
chr2,2900000,3000000,256-cell,0.76798
chr2,3000000,3100000,non binding,0.993611
chr2,3100000,3200000,256-cell,0.36352199999999996
chr2,3200000,3300000,non binding,-0.43153400000000003
chr2,3300000,3400000,non binding,-0.77758
chr2,3400000,3500000,dome new,-0.640288
chr2,3500000,3600000,non binding,-0.349643
chr2,3600000,3700000,1k-cell new,-0.35518
chr2,3700000,3800000,non binding,-0.491993
chr2,3800000,3900000,dome new,-0.605065
chr2,3900000,4000000,256-cell,-0.5738310000000001
chr2,4000000,4100000,dome new,-0.506947
chr2,4100000,4200000,non binding,-0.70426
chr2,4200000,4300000,256-cell,-0.798151
chr2,4300000,4400000,non binding,-0.386146
chr2,4400000,4500000,non binding,0.0529365
chr2,4500000,4600000,non binding,-0.0547696
chr2,4600000,4700000,non binding,-0.635156
chr2,4700000,4800000,dome new,-0.8265790000000001
chr2,4800000,4900000,1k-cell new,-0.490201
chr2,4900000,5000000,non binding,-0.198194
chr2,5000000,5100000,256-cell,0.11473599999999999
chr2,5100000,5200000,256-cell,0.22300599999999998
chr2,5200000,5300000,256-cell,0.174242
chr2,5300000,5400000,non binding,-0.164446
chr2,5400000,5500000,dome new,-0.615321
chr2,5500000,5600000,non binding,-0.5727869999999999
chr2,5600000,5700000,1k-cell new,-0.266623
chr2,5700000,5800000,non binding,-0.20111300000000001
chr2,5800000,5900000,non binding,-0.309479
chr2,5900000,6000000,non binding,-0.20063499999999998
chr2,6000000,6100000,non binding,0.37899499999999997
chr2,6100000,6200000,non binding,0.511286
chr2,6200000,6300000,256-cell,0.20638499999999999
chr2,6300000,6400000,non binding,0.23843000000000003
chr2,6400000,6500000,256-cell,0.511572
chr2,6500000,6600000,non binding,0.301799
chr2,6600000,6700000,dome new,-0.08268980000000001
chr2,6700000,6800000,1k-cell new,-0.249594
chr2,6800000,6900000,1k-cell new,0.0432877
chr2,6900000,7000000,non binding,0.0520706
chr2,7000000,7100000,non binding,-0.314922
chr2,7100000,7200000,256-cell,-0.431666
chr2,7200000,7300000,dome new,-0.310276
chr2,7300000,7400000,dome new,-0.251224
chr2,7400000,7500000,non binding,-0.0468602
chr2,7500000,7600000,256-cell,-0.049452699999999995
chr2,7600000,7700000,non binding,0.337739
chr2,7700000,7800000,256-cell,0.899057
chr2,7800000,7900000,dome new,0.551236
chr2,7900000,8000000,dome new,-0.00992842
chr2,8000000,8100000,256-cell,-0.101833
chr2,8100000,8200000,dome new,-0.14034100000000002
chr2,8200000,8300000,1k-cell new,-0.202034
chr2,8300000,8400000,1k-cell new,-0.438021
chr2,8400000,8500000,256-cell,-0.5242859999999999
chr2,8500000,8600000,dome new,-0.211709
chr2,8600000,8700000,1k-cell new,-0.019243
chr2,8700000,8800000,dome new,-0.5433939999999999
chr2,8800000,8900000,non binding,-1.08484
chr2,8900000,9000000,non binding,-0.939378
chr2,9000000,9100000,non binding,-0.500247
chr2,9100000,9200000,non binding,-0.42605
chr2,9200000,9300000,non binding,-0.493341
chr2,9300000,9400000,non binding,-0.38066300000000003
chr2,9400000,9500000,non binding,-0.0966543
chr2,9500000,9600000,1k-cell new,0.350274
chr2,9600000,9700000,dome new,0.529312
chr2,9700000,9800000,dome new,0.42910600000000004
chr2,9800000,9900000,256-cell,0.485386
chr2,9900000,10000000,256-cell,0.793729
chr2,10000000,10100000,1k-cell new,0.7793220000000001
chr2,10100000,10200000,1k-cell new,0.6497569999999999
chr2,10200000,10300000,1k-cell new,0.623311
chr2,10300000,10400000,1k-cell new,0.41083400000000003
chr2,10400000,10500000,non binding,0.103689
chr2,10500000,10600000,dome new,0.11192300000000001
chr2,10600000,10700000,dome new,0.46037799999999995
chr2,10700000,10800000,non binding,0.739374
chr2,10800000,10900000,non binding,0.43481499999999995
chr2,10900000,11000000,dome new,-0.00952008
chr2,11000000,11100000,dome new,-0.249705
chr2,11100000,11200000,non binding,-0.5104479999999999
chr2,11200000,11300000,non binding,-0.95729
chr2,11300000,11400000,non binding,-0.8665229999999999
chr2,11400000,11500000,non binding,-0.035749300000000005
chr2,11500000,11600000,256-cell,0.594551
chr2,11600000,11700000,non binding,0.835525
chr2,11700000,11800000,dome new,0.735468
chr2,11800000,11900000,non binding,0.545083
chr2,11900000,12000000,non binding,0.394755
chr2,12000000,12100000,non binding,-0.219387
chr2,12100000,12200000,non binding,-0.513534
chr2,12200000,12300000,dome new,-0.13001500000000002
chr2,12300000,12400000,dome new,-0.0316457
chr2,12400000,12500000,non binding,-0.721329
chr2,12500000,12600000,non binding,-1.2151399999999999
chr2,12600000,12700000,non binding,-1.4086299999999998
chr2,12700000,12800000,non binding,-1.22498
chr2,12800000,12900000,1k-cell new,-0.738887
chr2,12900000,13000000,non binding,-0.745402
chr2,13000000,13100000,non binding,-0.999553
chr2,13100000,13200000,non binding,-1.0690600000000001
chr2,13200000,13300000,256-cell,-1.19725
chr2,13300000,13400000,non binding,-1.58631
chr2,13400000,13500000,non binding,-1.6539599999999999
chr2,13500000,13600000,non binding,-1.37445
chr2,13600000,13700000,non binding,-0.966147
chr2,13700000,13800000,dome new,-0.810652
chr2,13800000,13900000,non binding,-0.846426
chr2,13900000,14000000,256-cell,0.06847360000000001
chr2,14000000,14100000,256-cell,-1.13239
chr2,14100000,14200000,non binding,-1.3129600000000001
chr2,14200000,14300000,non binding,-1.28599
chr2,14300000,14400000,256-cell,-1.0113299999999998
chr2,14400000,14500000,dome new,-0.9860700000000001
chr2,14500000,14600000,256-cell,-1.05719
chr2,14600000,14700000,256-cell,-0.22460300000000002
chr2,14700000,14800000,256-cell,0.814699
chr2,14800000,14900000,dome new,0.908301
chr2,14900000,15000000,non binding,0.6653680000000001
chr2,15000000,15100000,dome new,0.358103
chr2,15100000,15200000,1k-cell new,0.226674
chr2,15200000,15300000,dome new,0.519515
chr2,15300000,15400000,dome new,0.84688
chr2,15400000,15500000,256-cell,0.7218600000000001
chr2,15500000,15600000,non binding,0.244446
chr2,15600000,15700000,dome new,-0.0954673
chr2,15700000,15800000,non binding,-0.023611700000000003
chr2,15800000,15900000,1k-cell new,-0.014091
chr2,15900000,16000000,non binding,-0.332588
chr2,16000000,16100000,non binding,-0.402309
chr2,16100000,16200000,non binding,-0.259814
chr2,16200000,16300000,non binding,-0.07233969999999999
chr2,16300000,16400000,dome new,0.449007
chr2,16400000,16500000,non binding,1.06918
chr2,16500000,16600000,256-cell,1.5738
chr2,16600000,16700000,1k-cell new,1.5806
chr2,16700000,16800000,1k-cell new,0.825526
chr2,16800000,16900000,256-cell,-0.216995
chr2,16900000,17000000,non binding,-0.743466
chr2,17000000,17100000,1k-cell new,-0.421513
chr2,17100000,17200000,256-cell,0.00613876
chr2,17200000,17300000,non binding,0.145849
chr2,17300000,17400000,non binding,0.33350100000000005
chr2,17400000,17500000,dome new,0.33011799999999997
chr2,17500000,17600000,dome new,-0.0358931
chr2,17600000,17700000,1k-cell new,-0.485303
chr2,17700000,17800000,non binding,-0.52676
chr2,17800000,17900000,1k-cell new,-0.204541
chr2,17900000,18000000,non binding,-0.0724371
chr2,18000000,18100000,1k-cell new,-0.136493
chr2,18100000,18200000,1k-cell new,-0.0513201
chr2,18200000,18300000,non binding,0.046095
chr2,18300000,18400000,non binding,-0.17989000000000002
chr2,18400000,18500000,1k-cell new,-0.525196
chr2,18500000,18600000,non binding,-0.611583
chr2,18600000,18700000,non binding,-0.645946
chr2,18700000,18800000,dome new,-0.763789
chr2,18800000,18900000,non binding,-0.469184
chr2,18900000,19000000,dome new,0.249888
chr2,19000000,19100000,256-cell,0.819924
chr2,19100000,19200000,non binding,1.10915
chr2,19200000,19300000,1k-cell new,0.824182
chr2,19300000,19400000,dome new,-0.241771
chr2,19400000,19500000,256-cell,-1.01763
chr2,19500000,19600000,non binding,-0.632115
chr2,19600000,19700000,1k-cell new,-0.010957
chr2,19700000,19800000,dome new,0.144643
chr2,19800000,19900000,1k-cell new,-0.030351999999999997
chr2,19900000,20000000,dome new,-0.27213000000000004
chr2,20000000,20100000,non binding,-0.292587
chr2,20100000,20200000,1k-cell new,0.0881616
chr2,20200000,20300000,256-cell,0.6116060000000001
chr2,20300000,20400000,dome new,0.9923209999999999
chr2,20400000,20500000,non binding,1.1408399999999999
chr2,20500000,20600000,non binding,0.802946
chr2,20600000,20700000,non binding,0.529335
chr2,20700000,20800000,256-cell,0.697813
chr2,20800000,20900000,1k-cell new,1.23514
chr2,20900000,21000000,1k-cell new,1.6359700000000001
chr2,21000000,21100000,dome new,1.84922
chr2,21100000,21200000,1k-cell new,1.7990700000000002
chr2,21200000,21300000,1k-cell new,1.3229799999999998
chr2,21300000,21400000,dome new,1.01483
chr2,21400000,21500000,256-cell,1.07372
chr2,21500000,21600000,1k-cell new,1.0262
chr2,21600000,21700000,256-cell,0.679078
chr2,21700000,21800000,1k-cell new,0.273436
chr2,21800000,21900000,dome new,0.38054899999999997
chr2,21900000,22000000,dome new,0.582796
chr2,22000000,22100000,1k-cell new,0.346235
chr2,22100000,22200000,non binding,-0.0540769
chr2,22200000,22300000,non binding,0.34975
chr2,22300000,22400000,dome new,1.3352899999999999
chr2,22400000,22500000,dome new,2.1457200000000003
chr2,22500000,22600000,256-cell,2.42848
chr2,22600000,22700000,256-cell,1.9283400000000002
chr2,22700000,22800000,non binding,1.1246
chr2,22800000,22900000,256-cell,0.741328
chr2,22900000,23000000,256-cell,0.812712
chr2,23000000,23100000,dome new,1.22625
chr2,23100000,23200000,dome new,1.30796
chr2,23200000,23300000,non binding,0.9993340000000001
chr2,23300000,23400000,256-cell,1.41022
chr2,23400000,23500000,non binding,2.32606
chr2,23500000,23600000,non binding,2.34197
chr2,23600000,23700000,1k-cell new,1.86232
chr2,23700000,23800000,non binding,1.3022200000000002
chr2,23800000,23900000,256-cell,0.8784540000000001
chr2,23900000,24000000,dome new,0.733853
chr2,24000000,24100000,1k-cell new,0.9682719999999999
chr2,24100000,24200000,1k-cell new,1.00226
chr2,24200000,24300000,non binding,0.841609
chr2,24300000,24400000,dome new,0.883948
chr2,24400000,24500000,dome new,0.939061
chr2,24500000,24600000,dome new,1.02159
chr2,24600000,24700000,non binding,0.96234
chr2,24700000,24800000,non binding,0.9221729999999999
chr2,24800000,24900000,non binding,1.09814
chr2,24900000,25000000,dome new,1.23102
chr2,25000000,25100000,dome new,1.04274
chr2,25100000,25200000,256-cell,0.825044
chr2,25200000,25300000,256-cell,0.219728
chr2,25300000,25400000,dome new,-0.470941
chr2,25400000,25500000,dome new,-0.365346
chr2,25500000,25600000,non binding,0.30133899999999997
chr2,25600000,25700000,256-cell,0.750546
chr2,25700000,25800000,dome new,0.647997
chr2,25800000,25900000,non binding,0.49271499999999996
chr2,25900000,26000000,non binding,0.238608
chr2,26000000,26100000,dome new,-0.0218044
chr2,26100000,26200000,dome new,-0.133957
chr2,26200000,26300000,1k-cell new,0.23194099999999998
chr2,26300000,26400000,dome new,0.49415
chr2,26400000,26500000,256-cell,0.794949
chr2,26500000,26600000,1k-cell new,1.3606
chr2,26600000,26700000,1k-cell new,1.6441
chr2,26700000,26800000,1k-cell new,1.2751
chr2,26800000,26900000,dome new,0.7887890000000001
chr2,26900000,27000000,1k-cell new,0.333927
chr2,27000000,27100000,256-cell,-0.016931099999999998
chr2,27100000,27200000,256-cell,0.00522708
chr2,27200000,27300000,dome new,0.19423900000000002
chr2,27300000,27400000,256-cell,0.32469899999999996
chr2,27400000,27500000,dome new,0.379768
chr2,27500000,27600000,dome new,0.43926000000000004
chr2,27600000,27700000,dome new,0.6725369999999999
chr2,27700000,27800000,non binding,0.7187140000000001
chr2,27800000,27900000,dome new,0.320477
chr2,27900000,28000000,256-cell,-0.133872
chr2,28000000,28100000,dome new,-0.257058
chr2,28100000,28200000,dome new,-0.055016999999999996
chr2,28200000,28300000,1k-cell new,-1.18036
chr2,28300000,28400000,dome new,-1.40746
chr2,28400000,28500000,non binding,-0.44273
chr2,28500000,28600000,1k-cell new,-0.276341
chr2,28600000,28700000,256-cell,0.471418
chr2,28700000,28800000,non binding,0.450059
chr2,28800000,28900000,dome new,0.426088
chr2,28900000,29000000,1k-cell new,0.44836800000000004
chr2,29000000,29100000,non binding,0.41622600000000004
chr2,29100000,29200000,non binding,0.375203
chr2,29200000,29300000,non binding,0.368606
chr2,29300000,29400000,dome new,0.37657199999999996
chr2,29400000,29500000,dome new,0.41589799999999993
chr2,29500000,29600000,256-cell,0.668403
chr2,29600000,29700000,1k-cell new,0.9561139999999999
chr2,29700000,29800000,256-cell,1.03936
chr2,29800000,29900000,1k-cell new,1.22054
chr2,29900000,30000000,dome new,1.42346
chr2,30000000,30100000,1k-cell new,1.42446
chr2,30100000,30200000,non binding,1.6635099999999998
chr2,30200000,30300000,non binding,2.11671
chr2,30300000,30400000,non binding,2.3911599999999997
chr2,30400000,30500000,256-cell,2.2955900000000002
chr2,30500000,30600000,1k-cell new,1.64421
chr2,30600000,30700000,1k-cell new,1.13449
chr2,30700000,30800000,dome new,1.31364
chr2,30800000,30900000,1k-cell new,1.7748099999999998
chr2,30900000,31000000,non binding,1.9376
chr2,31000000,31100000,dome new,1.40767
chr2,31100000,31200000,1k-cell new,0.604075
chr2,31200000,31300000,non binding,0.448367
chr2,31300000,31400000,dome new,0.48537600000000003
chr2,31400000,31500000,dome new,0.634789
chr2,31500000,31600000,non binding,0.8608110000000001
chr2,31600000,31700000,non binding,1.34436
chr2,31700000,31800000,256-cell,2.0238
chr2,31800000,31900000,1k-cell new,2.03005
chr2,31900000,32000000,dome new,1.32571
chr2,32000000,32100000,1k-cell new,0.8949729999999999
chr2,32100000,32200000,256-cell,0.8625700000000001
chr2,32200000,32300000,dome new,1.13965
chr2,32300000,32400000,dome new,1.6636900000000001
chr2,32400000,32500000,dome new,2.15212
chr2,32500000,32600000,256-cell,2.1136
chr2,32600000,32700000,dome new,1.53439
chr2,32700000,32800000,1k-cell new,0.708504
chr2,32800000,32900000,1k-cell new,-0.13583499999999998
chr2,32900000,33000000,1k-cell new,-0.64559
chr2,33000000,33100000,256-cell,-0.685567
chr2,33100000,33200000,1k-cell new,-0.44378999999999996
chr2,33200000,33300000,dome new,0.11891199999999999
chr2,33300000,33400000,256-cell,0.520346
chr2,33400000,33500000,non binding,0.46625
chr2,33500000,33600000,non binding,0.314861
chr2,33600000,33700000,1k-cell new,0.413843
chr2,33700000,33800000,256-cell,0.453259
chr2,33800000,33900000,non binding,0.44731400000000004
chr2,33900000,34000000,1k-cell new,0.484087
chr2,34000000,34100000,non binding,0.695317
chr2,34100000,34200000,non binding,1.06694
chr2,34200000,34300000,1k-cell new,0.834141
chr2,34300000,34400000,non binding,0.487018
chr2,34400000,34500000,non binding,0.453137
chr2,34500000,34600000,1k-cell new,0.351883
chr2,34600000,34700000,non binding,0.223369
chr2,34700000,34800000,256-cell,0.378207
chr2,34800000,34900000,non binding,0.646003
chr2,34900000,35000000,non binding,0.691886
chr2,35000000,35100000,non binding,0.624063
chr2,35100000,35200000,dome new,0.537863
chr2,35200000,35300000,1k-cell new,0.46466599999999997
chr2,35300000,35400000,dome new,0.71378
chr2,35400000,35500000,1k-cell new,0.9870110000000001
chr2,35500000,35600000,non binding,1.0034299999999998
chr2,35600000,35700000,dome new,0.8925639999999999
chr2,35700000,35800000,256-cell,0.762532
chr2,35800000,35900000,1k-cell new,0.7079880000000001
chr2,35900000,36000000,dome new,0.894976
chr2,36000000,36100000,non binding,1.62234
chr2,36100000,36200000,1k-cell new,1.9129200000000002
chr2,36200000,36300000,non binding,1.23281
chr2,36300000,36400000,non binding,0.655551
chr2,36400000,36500000,non binding,0.450912
chr2,36500000,36600000,non binding,0.664165
chr2,36600000,36700000,non binding,1.17153
chr2,36700000,36800000,1k-cell new,1.34693
chr2,36800000,36900000,dome new,1.1168200000000001
chr2,36900000,37000000,256-cell,0.932027
chr2,37000000,37100000,dome new,0.952636
chr2,37100000,37200000,non binding,1.0021200000000001
chr2,37200000,37300000,dome new,0.940051
